model_no,type,speed,kit_size,size_per_stick,first_word_latency,cas_latency,color
58025,,1600,2,4,13.75,11,Green
58026,,1600,2,4,13.75,11,Green
58027,,1600,2,4,13.75,11,
58028,,1600,2,4,13.75,11,Green
58029,,1333,2,8,13.503,9,Black / Red
58030,,1600,4,8,11.25,9,Blue / Silver
58031,,1333,1,2,13.503,9,Red / Silver
58032,,1600,1,2,11.25,9,Red / Silver
58033,,1866,2,8,9.646,9,Black / Green
58034,,1866,4,4,9.646,9,Black / Silver
58035,,1600,2,8,12.5,10,Red / Silver
58036,,2133,2,8,10.314,11,Black / Blue
58037,,1600,4,8,12.5,10,Black / Red
58038,,1600,4,4,11.25,9,Black / Red
58039,,1866,2,8,10.718,10,Black / Red
58040,,1866,4,8,10.718,10,Black / Red
58041,,1600,4,8,11.25,9,Black / Red
58042,,1600,2,8,11.25,9,Black / Red
58043,,1600,2,8,12.5,10,Black / Red
58044,,1600,2,4,11.25,9,Black / Red
58045,,2400,4,4,8.333,10,Black / Silver
58046,,2133,4,4,10.314,11,Black / Red
58047,,2133,2,8,10.314,11,Black / Red
58048,,2133,2,4,10.314,11,Black / Red
58049,,1333,3,2,13.503,9,Green
58050,,1600,4,8,11.25,9,Red / Silver
58051,,1600,2,4,13.75,11,Green
58052,,1600,2,8,13.75,11,Green
58053,,1333,1,8,13.503,9,Green
58054,,1333,2,8,13.503,9,Green
58055,,1600,1,4,13.75,11,
58056,,1600,1,8,13.75,11,Green
58057,,1600,2,8,11.25,9,Green
58058,,1600,1,8,11.25,9,Green
58059,,1600,2,4,11.25,9,Green
58060,,1866,2,8,10.718,10,Black / Gold
58061,,1600,1,8,13.75,11,
58062,,1600,2,4,11.25,9,Green
58063,,1600,1,4,11.25,9,Green
58064,,2800,2,4,15,6,Green
58065,,1333,1,4,13.503,9,Black
58066,,1333,1,4,13.503,9,Black
58067,,1600,2,8,13.75,11,Green
58068,,1333,1,8,13.503,9,Black
58069,,2133,4,8,10.314,11,Black / Red
58070,,1866,4,4,9.646,9,Black / Red
58071,,2666,2,4,8.252,11,Black / Silver
58072,,2600,4,4,7.692,10,
58073,,1866,2,4,9.646,9,Black / Blue
58074,,1866,2,8,9.646,9,Red / Silver
58075,,1600,1,8,11.25,9,Black / Silver
58076,,2666,4,4,8.252,11,Black / Silver
58077,,1600,2,4,11.25,9,Black / Green
58078,,1600,4,4,11.25,9,Black / Green
58079,,1600,2,8,11.25,9,Black / Silver
58080,,1600,2,8,11.25,9,Black / Blue
58081,,1600,2,8,11.25,9,Black / Gold
58082,,2800,2,4,8.571,12,Black / Silver
58083,,1600,1,8,11.25,9,Black / Yellow
58084,,1866,8,8,9.646,9,Black / Yellow
58085,,1866,2,8,9.646,9,Black / Blue
58086,,2133,2,4,10.314,11,Black / Blue
58087,,1866,4,4,9.646,9,Black / Blue
58088,,1600,2,8,12.5,10,Green / Silver
58089,,1600,2,2,11.25,9,Red / Silver
58090,,2666,4,4,7.502,10,
58091,,1333,1,8,13.503,9,Blue / Silver
58092,,2666,2,4,8.252,11,Black / Blue
58093,,2400,2,4,9.167,11,Black
58094,,2400,4,4,9.167,11,Black
58095,,2400,2,4,9.167,11,Black
58096,,2400,4,4,7.5,9,Black / Red
58097,,1866,4,8,9.646,9,Black / Silver
58098,,2400,2,4,7.5,9,
58099,,1600,1,4,11.25,9,Black / Silver
58100,,1600,4,4,11.25,9,Black / Silver
58101,,1600,2,4,13.75,11,Black
58102,,1866,4,4,9.646,9,Black
58103,,1866,2,4,9.646,9,Black
58104,,2400,2,4,7.5,9,Black / Red
58105,,2400,4,4,7.5,9,Black / Silver
58106,,2666,4,4,7.502,10,Black / Silver
58107,,2133,2,4,10.314,11,Black
58108,,2133,4,8,10.314,11,Black
58109,,2133,2,4,8.439,9,
58110,,1600,4,4,10,8,Black / Yellow
58111,,1600,8,8,11.25,9,Blue / Silver
58112,,1866,2,8,10.718,10,Black
58113,,1866,4,8,10.718,10,Black
58114,,2133,2,8,10.314,11,Black
58115,,2800,4,4,7.857,11,Black / Red
58116,,1600,2,4,11.25,9,Black / Silver
58117,,1333,1,2,13.503,9,Blue / Silver
58118,,1600,4,8,12.5,10,Black / Green
58119,,1333,1,4,13.503,9,Black / Silver
58120,,1333,2,2,13.503,9,Blue / Silver
58121,,1600,1,2,11.25,9,Blue / Silver
58122,,1600,2,2,11.25,9,Black / Silver
58123,,1600,2,2,11.25,9,Blue / Silver
58124,,1333,2,4,13.503,9,
58125,,1866,2,4,9.646,9,Gray / Silver
58126,,1600,2,8,10,8,Red
58127,,1600,4,8,10,8,Red
58128,,1600,4,8,10,8,Red
58129,,1866,2,8,9.646,9,Red
58130,,1866,2,8,9.646,9,Red
58131,,1600,2,8,10,8,Red
58132,,2400,4,4,9.167,11,Gray / Silver
58133,,2133,4,4,10.314,11,Gray / Silver
58134,,1866,4,4,9.646,9,Gray / Silver
58135,,1600,2,8,11.25,9,Green / Silver
58136,,2133,2,8,10.314,11,Red / Silver
58137,,1866,4,8,9.646,9,Red / Silver
58138,,2800,2,4,7.857,11,Black / Red
58139,,2400,2,8,9.167,11,Black / Green
58140,,1333,1,8,13.503,9,Black / Silver
58141,,1600,4,8,11.25,9,Black / Silver
58142,,1600,4,8,11.25,9,Black / Silver
58143,,1866,2,4,10.718,10,Black / Red
58144,,1600,2,4,13.75,11,
58145,,1600,2,8,12.5,10,Gray / Silver
58146,,1600,2,8,12.5,10,Gray / Silver
58147,,1600,4,8,11.25,9,Gray / Silver
58148,,1600,4,4,11.25,9,Gray / Silver
58149,,1600,2,4,11.25,9,Gray / Silver
58150,,1600,1,8,11.25,9,Gray / Silver
58151,,1600,1,4,11.25,9,Gray / Silver
58152,,1866,4,8,9.646,9,Red
58153,,2800,4,4,8.571,12,Black / Silver
58154,,1600,2,8,10,8,
58155,,2133,4,8,10.314,11,Red / Silver
58156,,1600,4,4,11.25,9,Gray / Silver
58157,,1333,1,4,13.503,9,Green
58158,,1600,2,4,13.75,11,
58159,,1600,2,8,13.75,11,
58160,,1600,2,8,11.25,9,Gray / Silver
58161,,1600,2,4,11.25,9,Green / Silver
58162,,1600,1,4,11.25,9,Gray / Silver
58163,,2000,2,4,9,9,Blue
58164,,2133,8,8,10.314,11,Black
58165,,2133,2,4,11.252,12,Gray / Silver
58166,,1600,4,8,11.25,9,Black
58167,,1600,2,8,11.25,9,Black
58168,,1333,2,4,13.503,9,Green
58169,,1866,4,8,9.646,9,Red
58170,,1600,4,8,11.25,9,Black / Green
58171,,2133,4,4,9.376,10,Black / Blue
58172,,2133,4,4,9.376,10,Black / Red
58173,,2133,4,4,9.376,10,Black / Blue
58174,,2133,2,4,9.376,10,Black / Blue
58175,,2133,2,4,9.376,10,Black / Red
58176,,1333,1,4,13.503,9,Red / Silver
58177,,2400,2,8,9.167,11,Red / Silver
58178,,2400,4,4,9.167,11,Black / Blue
58179,,1600,4,4,11.25,9,Black / Gold
58180,,1600,4,4,11.25,9,Black / Gold
58181,,1866,8,8,10.718,10,Black
58182,,1333,2,4,13.503,9,Red / Silver
58183,,1600,2,8,11.25,9,Green
58184,,1600,2,4,10,8,Black / Gold
58185,,1600,2,4,11.25,9,Black / Gold
58186,,1600,2,4,11.25,9,Black / Gold
58187,,1600,4,8,11.25,9,Black / Gold
58188,,1600,4,8,11.25,9,Black / Gold
58189,,1600,1,8,11.25,9,Green
58190,,1600,3,4,10,8,Black / Gold
58191,,1600,1,4,11.25,9,Black / Blue
58192,,1600,2,8,11.25,9,Black / Gold
58193,,1600,3,4,11.25,9,Black / Gold
58194,,1600,3,4,11.25,9,Black / Gold
58195,,2133,4,4,8.439,9,Black / Yellow
58196,,2133,2,4,8.439,9,Black / Silver
58197,,1866,2,4,9.646,9,Black / Silver
58198,,2133,4,8,10.314,11,Black / Silver
58199,,1600,2,4,11.25,9,Black / Blue
58200,,2133,2,4,10.314,11,Black / Silver
58201,,2400,4,8,9.167,11,Black / Red
58202,,2666,4,8,8.252,11,Black / Red
58203,,1600,1,8,13.75,11,Green
58204,,1600,1,4,13.75,11,Green
58205,,2133,4,8,8.439,9,
58206,,2133,2,8,8.439,9,
58207,,2133,2,8,8.439,9,
58208,,1600,2,8,11.25,9,
58209,,1333,1,2,13.503,9,Green
58210,,2133,2,4,8.439,9,Black / Silver
58211,,1600,4,4,11.25,9,
58212,,1600,4,8,11.25,9,Blue / Silver
58213,,1600,1,8,11.25,9,Blue / Silver
58214,,1866,1,8,10.718,10,Blue / Silver
58215,,2666,4,8,9.002,12,Black / Red
58216,,1600,4,4,11.25,9,Black / Yellow
58217,,2133,2,4,9.376,10,Red / Silver
58218,,2400,4,8,8.333,10,
58219,,2400,2,8,8.333,10,
58220,,1333,1,8,13.503,9,Black / Green
58221,,1333,2,8,13.503,9,Black / Green
58222,,1333,1,8,13.503,9,Black
58223,,1600,2,4,11.25,9,Black / White
58224,,1600,2,4,11.25,9,Black / Yellow
58225,,1600,2,4,11.25,9,Black / Silver
58226,,1600,4,4,11.25,9,Black / Blue
58227,,1600,4,4,11.25,9,Black / Red
58228,,1600,4,4,11.25,9,Black / Yellow
58229,,2666,2,8,9.002,12,Black / Red
58230,,2800,2,8,8.571,12,Black / Red
58231,,1600,4,4,11.25,9,Black / White
58232,,1866,1,4,10.718,10,Blue / Silver
58233,,1866,4,4,10.718,10,
58234,,2133,4,8,9.376,10,Black
58235,,2133,4,8,9.376,10,Black
58236,,2400,2,8,9.167,11,Black
58237,,2400,2,8,9.167,11,Black
58238,,2133,2,8,9.376,10,
58239,,2133,4,8,10.314,11,
58240,,2133,4,8,10.314,11,Black
58241,,2400,2,8,8.333,10,
58242,,2133,2,8,10.314,11,Black
58243,,1866,4,4,9.646,9,Black / Green
58244,,2400,4,8,8.333,10,
58245,,2400,4,8,9.167,11,Black
58246,,2400,4,8,9.167,11,
58247,,1333,1,8,13.503,9,
58248,,1600,2,4,11.25,9,Black / Yellow
58249,,1600,2,4,11.25,9,Black / Silver
58250,,2400,2,4,9.167,11,Black / Yellow
58251,,2400,2,4,9.167,11,Black / Silver
58252,,2600,2,4,8.462,11,Black / Silver
58253,,2600,2,8,8.462,11,Black / Yellow
58254,,2800,2,4,7.857,11,Black / Silver
58255,,2800,2,8,7.857,11,Black / Silver
58256,,1866,2,4,10.718,10,Red / Silver
58257,,1600,1,4,13.75,11,
58258,,1600,1,4,13.75,11,
58259,,1600,1,8,13.75,11,
58260,,1600,1,4,13.75,11,
58261,,1600,1,8,13.75,11,
58262,,1600,2,8,11.25,9,Black / Red
58263,,1600,2,4,11.25,9,
58264,,1866,2,4,9.646,9,Black / Red
58265,,1333,1,8,13.503,9,Black / Green
58266,,1333,1,8,13.503,9,Green
58267,,1333,2,4,13.503,9,Black
58268,,1333,1,8,13.503,9,Black / Green
58269,,1333,2,8,13.503,9,Black
58270,,1600,2,4,11.25,9,Green
58271,,1600,4,4,11.25,9,Black / Orange
58272,,1600,4,4,11.25,9,Black / Silver
58273,,1600,2,8,12.5,10,Black / Blue
58274,,1600,3,8,12.5,10,Black / Blue
58275,,1600,4,8,12.5,10,Black / Blue
58276,,1600,2,8,11.25,9,Black / Yellow
58277,,1600,2,8,11.25,9,Black / Silver
58278,,2600,2,4,8.462,11,Black / Yellow
58279,,2600,2,8,8.462,11,Black / Silver
58280,,2800,2,4,7.857,11,Black / Yellow
58281,,2133,2,8,9.376,10,Red / Silver
58282,,1600,1,4,13.75,11,Green
58283,,2800,4,4,8.571,12,
58284,,2800,2,4,8.571,12,
58285,,2800,4,4,8.571,12,
58286,,1333,2,4,13.503,9,Green
58287,,1600,2,8,11.25,9,
58288,,1600,1,4,11.25,9,Black / Silver
58289,,1600,1,8,11.25,9,Black / Silver
58290,,1333,2,4,13.503,9,
58291,,1333,1,4,13.503,9,Green
58292,,1333,1,8,13.503,9,
58293,,1600,1,8,11.25,9,Black / Silver
58294,,1333,2,8,13.503,9,
58295,,1600,2,8,12.5,10,Black / Blue
58296,,1600,2,8,11.25,9,Black / Blue
58297,,1600,2,4,11.25,9,
58298,,1600,2,8,11.25,9,
58299,,1600,2,4,11.25,9,
58300,,1866,2,4,9.646,9,
58301,,1333,1,2,13.503,9,
58302,,1066,2,2,13.133,7,
58303,,1600,1,4,13.75,11,
58304,,1333,2,4,13.503,9,
58305,,1600,2,4,13.75,11,Red / Silver
58306,,1600,1,8,13.75,11,
58307,,2667,1,2,14.993,5,
58308,,2667,1,2,14.993,5,
58309,,2800,1,2,12.5,5,
58310,,2667,2,2,14.993,5,
58311,,2800,2,2,12.5,5,
58312,,2800,2,2,12.5,5,Black / Silver
58313,,1600,2,8,12.5,10,
58314,,1600,2,4,11.25,9,
58315,,2400,2,4,8.333,10,
58316,,1600,2,4,11.25,9,
58317,,1600,2,8,12.5,10,Black / Red
58318,,1600,2,8,12.5,10,
58319,,1600,2,4,11.25,9,Orange
58320,,1600,2,8,11.25,9,
58321,,1600,4,4,11.25,9,
58322,,1866,4,4,9.646,9,
58323,,2133,2,8,10.314,11,
58324,,2133,4,4,10.314,11,
58325,,2133,4,4,8.439,9,
58326,,2400,2,8,8.333,10,
58327,,1600,2,2,11.25,9,
58328,,1600,2,4,11.25,9,Black / Silver
58329,,2400,2,4,8.333,10,
58330,,2666,2,4,8.252,11,Black / Red
58331,,1600,2,4,11.25,9,Black / Red
58332,,1600,2,4,11.25,9,Black / Yellow
58333,,2933,4,4,8.183,12,
58334,,2133,2,8,10.314,11,
58335,,1866,2,4,9.646,9,
58336,,1600,1,4,11.25,9,Black / Silver
58337,,1600,2,4,13.75,11,
58338,,1600,1,4,13.75,11,
58339,,1600,1,4,11.25,9,
58340,,1600,1,4,11.25,9,Green
58341,,1333,2,4,13.503,9,Black / Silver
58342,,1333,1,8,13.503,9,Black
58343,,1333,2,8,13.503,9,Black / Blue
58344,,1333,2,8,13.503,9,Black / Silver
58345,,1600,2,4,11.25,9,Black / Orange
58346,,1600,2,8,12.5,10,Black / Yellow
58347,,1600,2,8,12.5,10,Black / Silver
58348,,1866,4,4,9.646,9,Black / Blue
58349,,2000,2,4,9,9,Black / Blue
58350,,2000,4,4,9,9,Black / Blue
58351,,1600,8,8,11.25,9,Black / Silver
58352,,1866,2,8,10.718,10,
58353,,1866,1,8,10.718,10,Black / Silver
58354,,2133,2,4,10.314,11,
58355,,1866,2,4,10.718,10,
58356,,1866,1,4,10.718,10,Black / Silver
58357,,1866,2,4,9.646,9,Red / Silver
58358,,2666,4,4,9.002,12,
58359,,2666,4,4,9.002,12,
58360,,2666,4,4,9.002,12,
58361,,2666,2,4,9.002,12,
58362,,2666,2,4,9.002,12,
58363,,2666,2,4,9.002,12,Yellow / Black
58364,,1600,1,2,11.25,9,Black
58365,,1333,1,8,13.503,9,Green
58366,,1600,2,4,11.25,9,Black / Red
58367,,1866,2,4,10.718,10,Black / Red
58368,,1866,1,4,10.718,10,Black / Red
58369,,2400,2,8,8.333,10,Black / Blue
58370,,2400,2,8,8.333,10,Black / Red
58371,,1333,2,8,13.503,9,Black / Green
58372,,1600,4,8,12.5,10,Black / Yellow
58373,,2133,2,4,8.439,9,Black / Yellow
58374,,1866,2,8,10.718,10,Black / Red
58375,,1866,1,8,10.718,10,Black / Red
58376,,1600,1,4,12.5,10,
58377,,3100,2,4,7.742,12,Black / Blue
58378,,1600,1,8,11.25,9,Black / Red
58379,,2800,1,4,15,6,Blue
58380,,1333,1,8,13.503,9,Black / Silver
58381,,1866,2,4,10.718,10,Black / Gold
58382,,1600,2,4,11.25,9,
58383,,1600,4,8,12.5,10,Black / Silver
58384,,2800,4,4,8.571,12,Black / Blue
58385,,2933,2,4,8.183,12,Black / Blue
58386,,3100,2,4,7.742,12,
58387,,2800,2,2,12.5,5,Green
58388,,3200,2,4,8.125,13,Black / Blue
58389,,1600,1,4,13.75,11,Blue / Silver
58390,,1600,1,4,11.25,9,
58391,,1600,2,8,13.75,11,Blue / Silver
58392,,1600,1,8,13.75,11,
58393,,1333,1,4,13.503,9,
58394,,1600,1,4,11.25,9,Green
58395,,1333,1,8,13.503,9,Green
58396,,1600,2,4,11.25,9,Green
58397,,2800,4,4,8.571,12,
58398,,2933,2,4,8.183,12,
58399,,1333,2,8,10.503,7,Black / Silver
58400,,1600,2,2,13.75,11,Green
58401,,1600,1,4,11.25,9,
58402,,2133,8,8,9.376,10,
58403,,2133,4,4,8.439,9,
58404,,1600,2,8,13.75,11,Green
58405,,1600,1,8,13.75,11,Green
58406,,1600,2,8,11.25,9,Black / Silver
58407,,1600,1,4,11.25,9,Black / Silver
58408,,1600,1,8,11.25,9,Black / Silver
58409,,1600,2,4,11.25,9,Black / Silver
58410,,1866,2,8,10.718,10,Black / Gold
58411,,2133,2,4,8.439,9,Black / Gold
58412,,1866,2,4,11.79,11,
58413,,1866,1,4,11.79,11,
58414,,1333,2,4,13.503,9,
58415,,1333,1,4,13.503,9,
58416,,1600,2,4,11.25,9,
58417,,1333,2,4,13.503,9,
58418,,1333,2,4,13.503,9,
58419,,1600,2,4,13.75,11,
58420,,2933,4,4,8.183,12,
58421,,1866,2,8,10.718,10,
58422,,1866,1,8,10.718,10,
58423,,2400,2,4,9.167,11,
58424,,1333,1,4,13.503,9,
58425,,1333,1,4,13.503,9,
58426,,1600,1,4,13.75,11,
58427,,1600,2,4,13.75,11,
58428,,1600,1,4,13.75,11,
58429,,1600,2,4,13.75,11,
58430,,1333,2,8,13.503,9,
58431,,1866,1,8,9.646,9,
58432,,1600,2,4,11.25,9,Black / Red
58433,,2133,8,8,8.439,9,Black / Blue
58434,,2133,2,4,10.314,11,Black / Blue
58435,,1866,8,8,9.646,9,Black / Silver
58436,,2400,2,4,8.333,10,Red / White
58437,,2400,2,4,9.167,11,Green / Silver
58438,,2666,4,4,9.002,12,Black / Silver
58439,,2400,2,4,7.5,9,Black / Silver
58440,,2666,2,4,9.002,12,Black / Silver
58441,,2400,2,4,9.167,11,Black / Silver
58442,,2800,2,4,8.571,12,Black / Red
58443,,1600,2,4,13.75,11,Black / Green
58444,,1333,1,4,13.503,9,Black / Green
58445,,2133,2,4,10.314,11,Black / Red
58446,,2133,1,4,10.314,11,Black / Red
58447,,2133,2,4,10.314,11,Black / Red
58448,,2400,4,4,8.333,10,Red / White
58449,,2800,2,4,8.571,12,Black / Silver
58450,,2666,4,4,9.002,12,Black / Red
58451,,2666,4,4,8.252,11,Black / Blue
58452,,3000,4,4,8,12,Black / Red
58453,,1600,1,8,13.75,11,Black / Gold
58454,,1333,2,4,13.503,9,Black / Green
58455,,1333,1,8,13.503,9,Black / Green
58456,,1333,1,4,13.503,9,Black
58457,,1600,1,4,13.75,11,Black
58458,,1333,1,8,13.503,9,Black
58459,,1066,1,4,13.133,7,Black / Green
58460,,1333,1,8,13.503,9,Black / Green
58461,,1600,1,8,13.75,11,Black / Green
58462,,1333,2,4,13.503,9,Black / Green
58463,,1333,1,1,13.503,9,Black / Green
58464,,1333,1,2,13.503,9,Black / Green
58465,,1866,2,4,13.934,13,Black / Green
58466,,1600,2,8,13.75,11,Black / Green
58467,,1066,2,4,13.133,7,Black / Green
58468,,1066,1,4,13.133,7,Black / Green
58469,,1333,1,4,13.503,9,Black / Green
58470,,1866,1,4,13.934,13,Black / Green
58471,,1066,1,4,13.133,7,Black / Green
58472,,1866,1,8,13.934,13,Black / Green
58473,,1333,1,4,13.503,9,Black / Green
58474,,1333,2,8,13.503,9,Black / Green
58475,,1333,4,4,13.503,9,Black / Green
58476,,1333,4,8,13.503,9,Black / Green
58477,,1333,1,8,13.503,9,Black / Green
58478,,1600,2,8,13.75,11,Black / Green
58479,,1600,1,4,13.75,11,Black / Green
58480,,1066,2,4,13.133,7,Black / Green
58481,,1333,1,8,13.503,9,Black / Green
58482,,1333,1,16,13.503,9,Black / Green
58483,,1066,1,2,13.133,7,Black / Blue
58484,,1066,1,4,13.133,7,Black / Blue
58485,,1066,1,2,13.133,7,Black / Green
58486,,1333,1,16,13.503,9,Black / Green
58487,,1333,1,8,13.503,9,Black / Green
58488,,1600,1,8,13.75,11,Black / Green
58489,,1333,1,8,13.503,9,Black / Green
58490,,1333,4,16,13.503,9,Black / Green
58491,,1333,4,8,13.503,9,Black / Green
58492,,2667,2,1,14.993,5,Black / Green
58493,,2667,2,2,14.993,5,Black / Green
58494,,1600,2,4,13.75,11,Black / Green
58495,,1333,2,8,13.503,9,Black / Green
58496,,1600,2,8,13.75,11,Black / Green
58497,,1333,2,4,13.503,9,Black / Green
58498,,2933,4,4,8.183,12,Black / Red
58499,,2933,4,4,8.183,12,Black / Red
58500,,3000,2,4,8,12,Black / Red
58501,,2666,2,4,8.252,11,Black / Red
58502,,1333,1,2,13.503,9,Black / Blue
58503,,1600,1,2,11.25,9,Black / Blue
58504,,1333,2,4,13.503,9,Black / Blue
58505,,1333,1,2,13.503,9,Red / White
58506,,1600,1,2,11.25,9,Red / White
58507,,1333,1,4,13.503,9,Black / Green
58508,,1600,1,8,11.25,9,Black / Yellow
58509,,1333,2,8,13.503,9,Black / Red
58510,,1600,2,8,11.25,9,Black / Red
58511,,1600,1,4,11.25,9,Black / Red
58512,,1333,2,4,13.503,9,Black / Red
58513,,1600,2,4,11.25,9,Black / Red
58514,,1866,2,4,9.646,9,Black / Red
58515,,1333,2,8,13.503,9,Black / White
58516,,1333,1,4,13.503,9,Black / White
58517,,1600,1,4,11.25,9,Black / White
58518,,1333,2,4,13.503,9,Black / White
58519,,1600,2,4,11.25,9,Black / White
58520,,1866,2,4,9.646,9,Black / White
58521,,2933,2,4,8.183,12,Black / White
58522,,3000,2,4,8,12,Black / White
58523,,2400,2,4,9.167,11,Black / Silver
58524,,2400,4,4,7.5,9,Black / Silver
58525,,2933,4,4,8.183,12,Black / Silver
58526,,2800,4,4,8.571,12,Black / Silver
58527,,2933,2,4,8.183,12,Black / Silver
58528,,1066,2,1,13.133,7,Black / Green
58529,,1066,2,2,13.133,7,Black / Blue
58530,,1066,2,4,13.133,7,Black / Green
58531,,1333,3,4,13.503,9,Black / Green
58532,,2400,2,8,9.167,11,Black / Silver
58533,,1333,2,4,13.503,9,Black / Blue
58534,,1600,2,4,13.75,11,Black / Green
58535,,1600,1,8,13.75,11,Black
58536,,2666,2,4,9.002,12,Black / Red
58537,,2933,2,4,8.183,12,Black / Red
58538,,1333,1,8,13.503,9,Red / Silver
58539,,1600,1,4,13.75,11,White
58540,,1333,1,4,13.503,9,Green / Black
58541,,1333,1,8,13.503,9,Green / Black
58542,,1866,4,4,13.934,13,Black / Green
58543,,1866,4,4,13.934,13,Black / Green
58544,,1866,2,4,13.934,13,Black / Green
58545,,1866,2,8,13.934,13,Black / Green
58546,,1866,2,4,13.934,13,Black / Green
58547,,1333,1,2,13.503,9,Black / Green
58548,,1600,1,2,13.75,11,Black / Green
58549,,1600,2,8,12.5,10,Black / Blue
58550,,1600,2,8,12.5,10,Black / Red
58551,,1600,2,8,11.25,9,Black / Silver
58552,,1866,2,8,10.718,10,Black / Silver
58553,,1866,2,8,10.718,10,Black / Blue
58554,,2133,2,8,10.314,11,Black / Blue
58555,,1600,4,8,12.5,10,Black / Silver
58556,,1600,4,8,12.5,10,Black / Blue
58557,,1600,4,8,11.25,9,Black / Silver
58558,,1600,4,8,11.25,9,Black / Red
58559,,1866,4,8,10.718,10,Black / Silver
58560,,1866,4,8,10.718,10,Black / Blue
58561,,1866,4,8,10.718,10,Black / Red
58562,,2133,4,8,10.314,11,Black / Silver
58563,,2133,4,8,10.314,11,Black / Red
58564,,1600,2,4,12.5,10,Black / Silver
58565,,1600,2,4,12.5,10,Black / Blue
58566,,1600,2,4,11.25,9,Black / Blue
58567,,1600,2,4,11.25,9,Black / Red
58568,,1866,2,4,10.718,10,Black / Silver
58569,,1866,2,4,10.718,10,Black / Red
58570,,1866,2,4,9.646,9,Black / Silver
58571,,1866,2,4,9.646,9,Black / Red
58572,,2133,2,4,10.314,11,Black / Silver
58573,,2133,2,4,10.314,11,Black / Blue
58574,,2666,4,8,9.002,12,Black / Silver
58575,,1866,1,8,10.718,10,Blue / Silver
58576,,1600,3,16,13.75,11,Black / Green
58577,,1866,2,8,13.934,13,Black / Green
58578,,1600,1,4,11.25,9,Red / Silver
58579,,1866,2,4,10.718,10,Black / Silver
58580,,1866,2,8,10.718,10,Black / Silver
58581,,1866,2,8,10.718,10,Blue / Silver
58582,,1866,2,4,10.718,10,Blue / Silver
58583,,1866,4,4,10.718,10,Black
58584,,1866,2,8,11.79,11,Silver
58585,,1866,2,4,11.79,11,Silver
58586,,1866,2,4,13.934,13,Black / Green
58587,,1866,2,8,13.934,13,Black / Blue
58588,,1333,1,4,13.503,9,Black / Green
58589,,1600,1,4,13.75,11,Black / Green
58590,,1333,2,4,13.503,9,Blue / Silver
58591,,1866,2,8,10.718,10,Black / Red
58592,,2133,4,8,10.314,11,Black / Blue
58593,,1333,2,4,13.503,9,Black / Green
58594,,1600,1,8,13.75,11,Black / Green
58595,,1866,1,4,10.718,10,Blue / Silver
58596,,1600,2,8,11.25,9,Black / Silver
58597,,2400,2,8,9.167,11,Black / Silver
58598,,2133,4,4,8.439,9,Black / Silver
58599,,1600,2,4,11.25,9,Black / Silver
58600,,2133,2,4,8.439,9,Black / Silver
58601,,1333,2,4,13.503,9,Black / Silver
58602,,2667,2,4,14.993,5,Blue / Silver
58603,,1600,2,4,12.5,10,Black / Silver
58604,,1600,4,4,10,8,Black
58605,,2133,4,4,8.439,9,Black / Red
58606,,1600,1,8,11.25,9,Black / Red
58607,,1333,1,4,13.503,9,Blue / Silver
58608,,1333,2,4,13.503,9,Blue / Silver
58609,,1333,1,4,13.503,9,Red / Silver
58610,,1333,1,4,13.503,9,White / Silver
58611,,1866,1,4,10.718,10,Black / Silver
58612,,1866,1,4,10.718,10,White / Silver
58613,,2133,2,4,8.439,9,Black / Green
58614,,1333,2,4,13.503,9,Black
58615,,1600,2,8,13.75,11,Black / Green
58616,,1600,2,8,13.75,11,Black / Green
58617,,1600,1,8,13.75,11,Black / Green
58618,,1333,1,8,13.503,9,Black / Green
58619,,1600,2,4,13.75,11,Black / Green
58620,,1333,2,2,13.503,9,Black / Silver
58621,,2400,8,8,9.167,11,Black / Red
58622,,2133,2,4,8.439,9,Black / Red
58623,,1333,2,8,13.503,9,Black / Red
58624,,1333,1,4,13.503,9,Black / Red
58625,,1600,1,4,13.75,11,Black / Red
58626,,1333,1,8,13.503,9,Black / Red
58627,,1600,1,8,13.75,11,Black / Red
58628,,1333,1,2,13.503,9,Black / Green
58629,,1600,1,4,13.75,11,Black / Green
58630,,1600,4,4,8.75,7,Red / Silver
58631,,1600,4,4,8.75,7,Red / Silver
58632,,1866,4,4,8.574,8,Red / Silver
58633,,1866,4,4,8.574,8,Red / Silver
58634,,1600,2,4,8.75,7,Red / Silver
58635,,1600,2,4,8.75,7,Red / Silver
58636,,1866,2,4,8.574,8,Red / Silver
58637,,1866,2,4,8.574,8,Red / Silver
58638,,2133,4,4,8.439,9,Red / Silver
58639,,2133,4,4,8.439,9,Red / Silver
58640,,2133,2,4,8.439,9,Red / Silver
58641,,2133,2,4,8.439,9,Red / Silver
58642,,1600,2,8,8.75,7,Red / Silver
58643,,1866,2,8,8.574,8,Red / Silver
58644,,1866,2,8,8.574,8,Red / Silver
58645,,2133,2,8,8.439,9,Red / Silver
58646,,2133,2,8,8.439,9,Red / Silver
58647,,1333,1,8,13.503,9,Black / Silver
58648,,1600,4,8,13.75,11,Black / Green
58649,,2133,2,8,10.314,11,Black / Red
58650,,1600,1,4,11.25,9,Black / Silver
58651,,1866,1,8,9.646,9,Black / Silver
58652,,1600,1,4,13.75,11,Black / Green
58653,,1600,1,8,13.75,11,Black / Green
58654,,1333,1,2,13.503,9,Black / Green
58655,,1866,4,8,9.646,9,Black / Silver
