model_no,type,speed,kit_size,size_per_stick,first_word_latency,cas_latency,color
51438,,4000,4,16,9,18,Black / Yellow
51439,,6000,2,16,10,30,White / Black
51440,,6400,2,16,10,32,Black
51441,,6000,1,16,13.333,40,Black
51442,,7000,2,24,11.429,40,Black
51443,,6400,1,16,10,32,Silver / Black
51444,,2666,1,8,14.254,19,Red / Black
51445,,3200,1,16,10,16,Black
51446,,3000,2,8,10.667,16,Black
51447,,3000,2,8,10.667,16,Silver / Black
51448,,4800,2,16,16.667,40,Black
51449,,5600,2,32,12.857,36,Black
51450,,6000,1,32,13.333,40,Black
51451,,6000,2,16,13.333,40,Black
51452,,2666,2,8,14.254,19,Red / Black
51453,,3600,2,16,8.889,16,Black / Silver
51454,,5600,2,24,14.286,40,Black
51455,,3200,2,32,10,16,Black / Gray
51456,,3200,2,16,10,16,White
51457,,2800,1,2,12.5,5,Gray / Silver
51458,,3200,4,16,10,16,White
51459,,3200,8,32,10,16,Black
51460,,3200,1,8,10,16,White
51461,,3600,2,16,10,18,Black
51462,,2666,8,16,11.253,15,Black / Yellow
51463,,3600,2,8,8.889,16,Black
51464,,3000,2,8,10.667,16,Red / Black
51465,,3600,2,16,10.556,19,Black / Gold
51466,,6000,1,16,10,30,Black
51467,,6400,2,32,10,32,White
51468,,4000,2,16,9,18,Black
51469,,6000,2,16,10,30,Black
51470,,5600,2,24,14.286,40,Black
51471,,3200,1,32,13.75,22,Green / Black
51472,,5600,2,32,14.286,40,White / Gray
51473,,6400,2,16,10,32,White / Silver
51474,,6400,2,48,10,32,Silver / Black
51475,,3200,2,8,10,16,Black
51476,,3600,1,16,10,18,Black
51477,,2666,1,16,13.503,18,Black
51478,,5600,2,32,14.286,40,White
51479,,2400,1,4,12.5,15,Black / Red
51480,,1600,1,4,13.75,11,Green
51481,,3200,1,32,13.75,22,
51482,,4000,2,32,9.5,19,White / Silver
51483,,6000,2,16,12,36,Black / Silver
51484,,3600,2,8,9.444,17,Silver / Black
51485,,3600,2,8,10,18,Black
51486,,5200,2,16,14.615,38,Black / Gray
51487,,3200,2,8,10,16,Black
51488,,1600,2,8,13.75,11,Gray
51489,,6000,2,16,10,30,Black
51490,,5600,2,32,10.714,30,Black
51491,,6000,1,16,10,30,White
51492,,2400,4,8,14.167,17,Black / White
51493,,1600,2,2,11.25,9,Black / Red
51494,,3200,4,8,10,16,Black
51495,,1333,1,4,13.503,9,Black / Green
51496,,3200,1,8,10,16,Black
51497,,4000,2,32,9,18,Black / Yellow
51498,,5000,2,16,7.6,19,Black / Silver
51499,,6000,2,16,10,30,Black
51500,,7600,2,16,9.474,36,Black
51501,,3200,2,32,13.75,22,Green / Black
51502,,3200,1,32,13.75,22,Green
51503,,3200,4,32,10,16,Black / Silver
51504,,3200,2,8,10,16,Black
51505,,6800,2,24,10.588,36,White
51506,,7800,2,16,9.231,36,Black
51507,,2666,2,8,12.003,16,Black / Red
51508,,6400,2,16,10,32,Black
51509,,3600,2,8,7.778,14,Black / Silver
51510,,3000,4,16,10.667,16,Silver
51511,,5600,2,32,12.857,36,White / Silver
51512,,2400,2,8,8.333,10,Black / Red
51513,,7200,2,16,10.556,38,Silver / Black
51514,,3200,2,16,10,16,Black / Red
51515,,6000,1,48,10.667,32,Silver / Black
51516,,6000,4,64,11.333,34,White
51517,,6000,2,16,10,30,White / Black
51518,,3200,2,32,8.75,14,Black
51519,,5600,2,16,12.857,36,Black / Gray
51520,,7600,2,24,10,38,Black
51521,,5200,1,32,16.154,42,Green / Black
51522,,6400,2,24,11.25,36,Black
51523,,1600,1,8,12.5,10,Black / Silver
51524,,3200,4,8,10,16,White
51525,,2133,2,4,14.065,15,Black / Red
51526,,2666,1,16,12.003,16,Black
51527,,5600,2,16,12.857,36,White
51528,,3600,4,8,10,18,Black
51529,,3600,2,8,10,18,Black
51530,,4800,1,16,16.667,40,Black
51531,,5200,1,16,16.154,42,Black
51532,,1600,4,8,11.25,9,Black / Blue
51533,,6000,2,32,10.667,32,Silver / Black
51534,,3200,2,32,10,16,White / Black
51535,,6000,1,16,10.667,32,Silver / Black
51536,,6000,1,16,10.667,32,Silver / White
51537,,7000,2,16,9.714,34,Black / Silver
51538,,3200,2,8,10,16,Black
51539,,5600,4,16,14.286,40,White
51540,,3200,2,8,11.25,18,Black
51541,,3200,4,32,10,16,Black / Gray
51542,,5600,2,16,12.857,36,Black / Silver
51543,,6400,8,16,10,32,Black / White
51544,,4800,2,32,16.667,40,Black
51545,,6000,2,24,13.333,40,Black
51546,,3200,2,32,10,16,Red
51547,,6000,2,16,12,36,Black
51548,,5200,2,16,15.385,40,White
51549,,3000,2,16,9.333,14,Red / Silver
51550,,2666,1,32,14.254,19,Black
51551,,6400,2,16,12.5,40,Red
51552,,6000,2,32,12,36,White
51553,,3200,2,32,11.25,18,Black
51554,,4800,2,16,16.667,40,
51555,,2666,4,16,12.003,16,Black
51556,,5200,2,16,15.385,40,White
51557,,2400,2,4,12.5,15,Black / Red
51558,,3200,4,16,10,16,Black / Blue
51559,,3200,1,8,10,16,Black
51560,,6000,2,32,11.333,34,Silver
51561,,5200,2,8,14.615,38,Black
51562,,6400,2,16,10,32,Black
51563,,4133,2,16,9.194,19,Black
51564,,2400,4,8,9.167,11,
51565,,5600,2,32,10.714,30,Black
51566,,7600,2,24,10,38,Black
51567,,3200,4,32,10,16,Black
51568,,6000,2,32,10,30,White
51569,,4800,2,8,16.667,40,Black
51570,,5600,1,16,14.286,40,White
51571,,3600,4,8,10,18,Black
51572,,2666,1,16,14.254,19,Green / Black
51573,,3600,2,8,10.556,19,Red / Black
51574,,8000,2,16,9.5,38,Silver / Black
51575,,3200,4,8,10,16,Black
51576,,2800,4,4,12.5,5,Blue / Silver
51577,,3200,1,8,10,16,Black
51578,,5600,1,16,14.286,40,White
51579,,8000,1,16,9.5,38,Silver / Black
51580,,3600,2,32,8.889,16,Black
51581,,4000,2,16,8,16,Black
51582,,7600,2,24,9.474,36,Black
51583,,3600,1,32,9.444,17,Black
51584,,7000,2,16,9.714,34,Black
51585,,5600,2,32,14.286,40,Black / Gray
51586,,5600,2,24,14.286,40,Black
51587,,1066,1,2,13.133,7,Green / Black
51588,,3600,2,8,8.889,16,White
51589,,3600,1,32,10,18,Black
51590,,3000,1,8,10.667,16,Black
51591,,6000,2,16,10.667,32,White / Black
51592,,3200,2,16,13.75,22,Green
51593,,3200,4,32,10,16,Black
51594,,3200,1,32,10,16,Gray
51595,,3200,2,8,10,16,Silver / Black
51596,,5600,2,16,14.286,40,Black / Silver
51597,,3600,4,8,8.889,16,Black
51598,,7200,4,32,9.444,34,White
51599,,6400,2,24,11.25,36,Black / Gray
51600,,7800,2,16,9.744,38,Black
51601,,2400,8,16,12.5,15,Black
51602,,2666,2,8,12.003,16,White
51603,,3600,2,8,11.111,20,Red / Black
51604,,1600,2,8,13.75,11,Green
51605,,3600,4,16,9.444,17,Black
51606,,5200,1,16,16.154,42,Green / Black
51607,,2400,2,4,13.333,16,Gray
51608,,1066,2,2,9.381,5,Blue
51609,,3000,2,8,10.667,16,Black
51610,,3000,2,8,10.667,16,Red / Black
51611,,3200,1,8,10,16,Black
51612,,4000,2,16,7,14,Black
51613,,5600,2,32,14.286,40,Black
51614,,6000,2,16,10.667,32,Silver / White
51615,,2666,2,32,13.503,18,Black
51616,,5600,2,16,10.714,30,Black
51617,,3600,1,16,10,18,Black
51618,,3200,2,8,10,16,White
51619,,3733,2,8,9.108,17,Silver / Black
51620,,1600,2,8,12.5,10,Black / Yellow
51621,,3733,2,8,10.179,19,Black
51622,,5200,1,32,16.154,42,Black
51623,,2800,2,8,12.143,17,Black / Red
51624,,2400,1,8,11.667,14,Black / Yellow
51625,,1600,4,8,12.5,10,Black / Red
51626,,6200,2,16,12.903,40,White / Black
51627,,2133,4,4,10.314,11,Black / Silver
51628,,3200,2,8,10,16,Black
51629,,5200,1,16,15.385,40,Red
51630,,6400,2,16,12.5,40,Black
51631,,3200,1,8,10,16,Black
51632,,3200,2,8,13.75,22,Black
51633,,3200,2,32,13.75,22,Black
51634,,5600,2,16,10.714,30,White / Black
51635,,8000,2,16,9.5,38,Black
51636,,3000,2,8,10.667,16,Red / Black
51637,,7200,2,24,10,36,Silver / Black
51638,,3733,2,16,10.179,19,Black
51639,,1333,2,8,13.503,9,Black
51640,,3600,2,16,7.778,14,Black
51641,,3600,2,16,10,18,Black
51642,,6000,2,32,10.667,32,Silver / White
51643,,3200,1,16,10,16,Red
51644,,3000,2,8,10.667,16,
51645,,3600,2,16,10,18,White
51646,,3000,1,16,11.333,17,Silver / Black
51647,,3000,2,8,10,15,Black
51648,,3600,2,8,7.778,14,Black
51649,,2666,2,16,11.253,15,Red
51650,,4000,2,8,8,16,Black
51651,,3200,2,8,10,16,White
51652,,1866,4,8,10.718,10,Black / Red
51653,,3200,2,8,11.25,18,Black
51654,,3600,2,8,9.444,17,White
51655,,5600,2,32,12.857,36,Black / Silver
51656,,3466,2,16,9.233,16,Black
51657,,1866,1,8,10.718,10,Black / Silver
51658,,5200,1,16,15.385,40,Black
51659,,1600,1,4,12.5,10,Blue / Silver
51660,,2400,2,8,13.333,16,Red / Black
51661,,3000,2,8,10,15,Silver / Black
51662,,2666,2,8,12.003,16,Black
51663,,3200,2,8,12.5,20,Red
51664,,3200,2,8,10,16,Black
51665,,3200,2,8,10,16,Black
51666,,6000,2,16,13.333,40,Silver / Black
51667,,3200,2,32,8.75,14,
51668,,6000,2,32,10,30,Black
51669,,1600,2,8,12.5,10,Black / Silver
51670,,1600,2,4,11.25,9,Black / Red
51671,,2666,4,32,12.003,16,Black / Yellow
51672,,2133,4,16,12.189,13,Red / Black
51673,,3200,2,32,10,16,Black
51674,,4000,2,16,9,18,Black
51675,,2800,2,4,15,6,Gray / Silver
51676,,3200,1,16,10,16,Black
51677,,3200,2,16,9.375,15,Red / Silver
51678,,6200,2,16,12.903,40,Black / White
51679,,3200,8,32,10,16,Black / Silver
51680,,3200,1,16,13.75,22,
51681,,1600,2,4,11.25,9,Black / Red
51682,,3000,2,8,10,15,Black
51683,,2666,2,8,12.003,16,Black
51684,,3000,2,8,10,15,Black
51685,,3600,4,16,7.778,14,Black
51686,,6800,2,16,9.412,32,Black
51687,,6000,2,16,10,30,White / Black
51688,,3200,2,8,8.75,14,Silver / White
51689,,6000,2,16,12,36,White / Silver
51690,,8000,2,16,9.5,38,Black
51691,,2666,1,32,12.003,16,Black / Yellow
51692,,2666,1,8,14.254,19,
51693,,3200,4,16,10,16,Black
51694,,3200,1,8,10,16,Gray
51695,,3200,1,8,13.75,22,Green / Black
51696,,2666,1,4,14.254,19,
51697,,5200,1,16,13.846,36,Black
51698,,8000,1,16,9.5,38,Silver / White
51699,,3200,1,16,10,16,Black
51700,,1600,1,4,13.75,11,Green
51701,,3200,4,16,10,16,Black / Yellow
51702,,4000,4,32,9,18,Black
51703,,3200,1,16,13.75,22,Black
51704,,6800,4,32,10,34,Black
51705,,5600,2,8,16.429,46,Black
51706,,3600,4,16,10,18,Black
51707,,6800,2,16,10,34,Black
51708,,2666,1,32,14.254,19,Green / Black
51709,,2666,2,32,13.503,18,Black
51710,,4000,2,16,9,18,Gray
51711,,8000,2,16,9.5,38,Black
51712,,5600,2,16,12.857,36,Silver / Black
51713,,6800,2,16,10.588,36,Silver / Black
51714,,6400,1,16,10,32,White / Silver
51715,,4800,1,16,16.667,40,Black
51716,,3600,2,8,7.778,14,Gray
51717,,5600,2,32,10,28,Black
51718,,3200,1,8,10,16,Black
51719,,5600,2,48,16.429,46,Black
51720,,1600,2,16,13.75,11,Green
51721,,3200,2,16,10,16,Blue
51722,,6400,2,16,10,32,Black
51723,,2666,1,32,14.254,19,Green / Black
51724,,3600,4,32,8.889,16,Red
51725,,6600,2,16,10.303,34,Black
51726,,2400,2,16,14.167,17,Red / Black
51727,,2400,2,8,12.5,15,Black
51728,,3200,2,8,8.75,14,Black
51729,,1600,2,8,13.75,11,Black
51730,,2666,2,8,14.254,19,Green
51731,,4600,2,8,8.261,19,Black / Silver
51732,,5600,1,8,14.286,40,Black
51733,,7200,2,16,10.556,38,Silver / Black
51734,,3600,1,8,9.444,17,Black / Silver
51735,,8000,2,16,9.5,38,White
51736,,2666,1,8,14.254,19,Red / Black
51737,,3200,2,8,10,16,Black
51738,,3200,1,16,10,16,Black
51739,,2800,1,2,15,6,Green
51740,,3200,4,16,10,16,Black / Yellow
51741,,2400,1,16,14.167,17,Green / Black
51742,,2666,2,8,12.003,16,Black / White
51743,,5066,2,8,7.896,20,Black
51744,,3200,2,8,10,16,Black
51745,,5600,2,8,12.857,36,Platinum
51746,,6000,2,32,10,30,Black
51747,,2400,1,32,14.167,17,
51748,,5600,2,32,12.857,36,Black
51749,,3600,4,32,10,18,Silver / Black
51750,,7000,2,16,10.286,36,White / Black
51751,,3200,2,8,10,16,Black / Camo
51752,,3600,2,16,10,18,Red
51753,,3200,2,16,10,16,Black / White
51754,,6800,2,16,10.588,36,Silver / Black
51755,,7200,2,24,10.556,38,Silver / Black
51756,,3600,2,8,10,18,White / Black
51757,,3600,2,8,10,18,Black
51758,,3600,1,16,10,18,Black
51759,,5600,2,16,12.857,36,Blue / White
51760,,2800,4,8,8.571,12,Black / Red
51761,,1600,1,4,13.75,11,Black / Green
51762,,3000,2,8,10,15,Black
51763,,4600,2,32,8.696,20,Silver
51764,,3200,1,8,10,16,White
51765,,3600,2,16,10,18,Black
51766,,4000,4,8,7.5,15,Black
51767,,6000,2,32,10.667,32,White / Black
51768,,3000,2,8,10.667,16,Black
51769,,7000,4,48,9.714,34,White
51770,,5600,2,16,10.714,30,Black
51771,,3600,2,8,10,18,Red
51772,,3000,2,8,10,15,Red
51773,,5600,2,32,12.857,36,Black
51774,,5600,1,32,12.857,36,Black / Silver
51775,,2666,2,4,11.253,15,Red
51776,,3200,2,32,10,16,Black
51777,,2133,1,8,14.065,15,Black
51778,,3600,2,16,10,18,Black
51779,,5600,2,32,16.429,46,Black
51780,,3000,2,8,10,15,Black / Red
51781,,2666,2,8,14.254,19,Black
51782,,5200,1,16,15.385,40,Black
51783,,3200,2,16,10,16,Black
51784,,3200,2,16,10,16,White
51785,,1600,1,4,13.75,11,Green
51786,,5333,2,8,8.251,22,Silver
51787,,3200,2,16,8.75,14,Silver / Black
51788,,6000,2,16,12.667,38,Black
51789,,4000,2,16,8,16,Black
51790,,6400,1,16,11.875,38,Black
51791,,5200,2,16,13.846,36,White / Black
51792,,3200,2,8,10,16,Black
51793,,2400,4,8,9.167,11,
51794,,6800,2,24,10.588,36,Black
51795,,3200,4,16,10,16,Silver
51796,,5200,2,16,15.385,40,Gray / Black
51797,,3200,1,16,10,16,Black / Gray
51798,,2666,2,8,14.254,19,Green
51799,,3600,4,16,8.889,16,Black
51800,,5600,2,32,14.286,40,White
51801,,6800,2,16,9.412,32,White
51802,,4266,2,8,8.908,19,Black / Silver
51803,,1600,2,8,12.5,10,Black / Silver
51804,,1600,1,8,13.75,11,Black / Green
51805,,1333,4,8,13.503,9,Green
51806,,2133,1,4,14.065,15,
51807,,2400,1,8,14.167,17,Black
51808,,2666,2,16,12.003,16,Black
51809,,3200,2,8,10,16,Black
51810,,3200,2,16,10,16,Red / Black
51811,,3200,4,32,10,16,Black
51812,,3866,2,16,9.312,18,Black
51813,,3200,4,8,10,16,Black
51814,,2666,1,16,14.254,19,
51815,,3200,1,16,13.75,22,
51816,,4000,2,16,8,16,White
51817,,1333,2,2,13.503,9,Green
51818,,3200,2,8,10,16,White
51819,,1600,2,4,11.25,9,Black / Red
51820,,1600,3,4,13.75,11,Black / Green
51821,,3200,4,32,10,16,Black
51822,,3200,1,8,10,16,White
51823,,1600,1,8,11.25,9,Black / Silver
51824,,3200,2,8,10,16,Gold
51825,,5600,1,16,12.857,36,Black
51826,,1600,2,4,11.25,9,Black / Silver
51827,,2666,2,4,12.003,16,White / Silver
51828,,2666,2,8,12.003,16,Black / White
51829,,3000,2,8,10,15,Black
51830,,5000,2,8,7.2,18,Black / Yellow
51831,,3600,2,8,10,18,Black
51832,,3200,8,32,8.75,14,Gold
51833,,5133,2,8,7.793,20,Black
51834,,3200,1,8,10,16,White
51835,,6000,2,16,13.333,40,Black
51836,,3600,2,16,9.444,17,Black / White
51837,,3600,2,8,10,18,Black
51838,,3600,4,32,10,18,Silver
51839,,3200,1,16,13.75,22,Green / Black
51840,,5600,2,16,12.857,36,White
51841,,3600,2,16,11.111,20,Red / Black
51842,,5200,2,32,16.154,42,Black
51843,,2666,2,4,14.254,19,Green
51844,,3200,2,8,8.75,14,Black
51845,,2666,1,32,13.503,18,Black
51846,,1333,2,4,13.503,9,Black / Silver
51847,,3600,4,8,10,18,Black
51848,,5200,2,32,15.385,40,Black / Silver
51849,,3200,2,16,10,16,Black
51850,,8200,2,24,9.268,38,Black
51851,,2400,2,4,12.5,15,Black / Yellow
51852,,3200,2,8,10,16,Black
51853,,5600,2,16,14.286,40,Black
51854,,3600,8,16,9.444,17,Black
51855,,2666,4,8,11.253,15,Black / Silver
51856,,2133,1,8,13.127,14,Black / White
51857,,2133,1,16,14.065,15,Green / Blue
51858,,3200,2,8,10,16,Black / Gold
51859,,6000,1,32,10,30,Black
51860,,4000,2,8,8,16,Black
51861,,6400,2,16,10,32,Red
51862,,3600,2,16,8.889,16,Black
51863,,6000,2,16,12,36,White / Gray
51864,,3000,2,32,10.667,16,Black / Yellow
51865,,3600,2,16,8.889,16,Black
51866,,3600,2,32,10,18,Black
51867,,3000,2,4,10.667,16,Black / Yellow
51868,,5600,2,32,16.429,46,Green / Black
51869,,1600,1,4,11.25,9,Black / Silver
51870,,1600,2,4,11.25,9,Black / Yellow
51871,,7200,8,24,10,36,Black
51872,,2666,1,16,14.254,19,Green
51873,,3600,2,16,8.889,16,Black
51874,,1333,1,4,13.503,9,Black / Green
51875,,6000,2,24,12,36,Black
51876,,6000,1,16,10,30,White
51877,,2800,4,4,15,6,Orange / White
51878,,3200,2,16,10,16,Black / Silver
51879,,3200,1,16,13.75,22,Black
51880,,3200,8,32,10,16,Black
51881,,3600,2,16,7.778,14,Black
51882,,6000,2,16,10.667,32,Black
51883,,3600,2,8,10,18,Black
51884,,6600,2,16,10.909,36,White
51885,,3200,1,8,13.75,22,Black
51886,,2666,2,16,12.003,16,Red / Black
51887,,3600,2,8,8.889,16,Black
51888,,3200,1,32,13.75,22,
51889,,3200,2,32,13.75,22,Green / Black
51890,,3200,2,8,10,16,Black
51891,,4800,2,8,16.667,40,
51892,,2133,1,16,14.065,15,Green
51893,,3000,1,16,10.667,16,Silver / Black
51894,,3000,2,8,10.667,16,Silver / Black
51895,,5200,2,32,16.154,42,Black
51896,,4800,1,16,15.833,38,Black
51897,,6000,2,24,13.333,40,Black
51898,,2666,2,8,14.254,19,Gray
51899,,5600,2,32,12.857,36,White
51900,,4800,1,32,15.833,38,Black
51901,,5200,2,32,15.385,40,White
51902,,333,1,1,18.018,3,Black / Green
51903,,2133,2,4,14.065,15,Black / Yellow
51904,,3333,2,4,9.601,16,White / Gold
51905,,3200,2,16,10,16,White
51906,,3600,2,8,10,18,White
51907,,5600,2,16,12.857,36,Black / Gold
51908,,3200,2,32,13.75,22,Black
51909,,1333,1,16,13.503,9,Black / Green
51910,,5600,2,16,16.429,46,Black
51911,,3200,2,8,10,16,Silver / Black
51912,,7000,2,24,10.286,36,Black
51913,,6000,2,16,13.333,40,Silver / Black
51914,,3600,2,8,10,18,Gray / Black
51915,,7200,1,16,10.556,38,Silver / White
51916,,4800,2,8,16.667,40,Black / White
51917,,5600,8,64,12.857,36,Black
51918,,3600,4,8,8.889,16,Silver / Black
51919,,4000,2,8,9,18,Gray
51920,,4600,2,16,8.261,19,Black
51921,,3200,1,8,13.75,22,
51922,,8000,2,16,9.5,38,Black
51923,,2400,2,32,13.333,16,Black / Yellow
51924,,2400,1,16,14.167,17,Black
51925,,4000,2,8,9,18,Black
51926,,3200,4,16,8.75,14,Red
51927,,3200,8,16,10,16,Silver
51928,,3600,2,16,8.889,16,White
51929,,2667,1,1,14.993,5,Green
51930,,2400,1,8,13.333,16,Black / Gold
51931,,1600,1,4,13.75,11,Green
51932,,2400,1,4,12.5,15,Black / White
51933,,2400,2,8,12.5,15,Black
51934,,3600,2,16,10,18,White
51935,,4400,2,8,9.091,20,Black
51936,,3200,1,16,10,16,Black
51937,,1600,1,4,13.75,11,Green / Black
51938,,3600,1,16,8.889,16,Black
51939,,3200,2,8,10,16,Gold / Black
51940,,5600,2,16,14.286,40,Black / White
51941,,3200,2,16,10,16,Black
51942,,4000,4,8,9,18,Red
51943,,6000,2,16,12,36,Black
51944,,4800,1,8,16.667,40,Black
51945,,3600,2,8,7.778,14,Black / Silver
51946,,5600,2,32,12.857,36,Gray
51947,,3200,2,16,8.75,14,Silver / White
51948,,3600,2,32,10,18,Black
51949,,6000,1,16,13.333,40,Silver
51950,,2400,1,8,14.167,17,Green / Black
51951,,5200,2,16,10.769,28,Black
51952,,6000,4,32,10.667,32,Black
51953,,2400,2,4,9.167,11,Black / Blue
51954,,2400,4,8,9.167,11,
51955,,3200,2,16,10,16,Black
51956,,5600,2,16,10.714,30,Black
51957,,1600,1,4,11.25,9,Black / Silver
51958,,3333,2,8,10.801,18,Gray
51959,,5600,4,16,12.857,36,Black
51960,,7200,1,16,9.444,34,Black
51961,,2400,4,4,12.5,15,Red
51962,,2400,1,16,12.5,15,Black / Red
51963,,3200,2,8,11.25,18,Black / Silver
51964,,3600,1,8,8.889,16,Black
51965,,6000,1,32,10.667,32,Silver / Black
51966,,6400,1,32,10,32,Silver / White
51967,,3000,2,8,10,15,Black / Silver
51968,,2400,2,8,12.5,15,Silver
51969,,2400,1,16,13.333,16,Red
51970,,3000,2,8,10.667,16,White
51971,,3000,2,8,10.667,16,Black / Yellow
51972,,3200,2,8,10,16,Red
51973,,2666,8,32,13.503,18,Black
51974,,6000,2,16,10.667,32,White / Black
51975,,6400,2,16,10,32,Black
51976,,3600,2,16,8.889,16,Silver
51977,,6400,2,16,10,32,Silver / White
51978,,5600,2,32,14.286,40,Black
51979,,3200,2,16,10,16,Red
51980,,7400,2,16,10.811,40,Black / White
51981,,5200,1,32,15.385,40,White
51982,,6400,2,32,10,32,Silver / White
51983,,3866,2,8,9.312,18,Black
51984,,3600,4,8,10,18,Black
51985,,4400,2,16,7.727,17,Black
51986,,3200,4,16,10,16,White
51987,,1600,4,16,13.75,11,Green
51988,,2133,2,8,14.065,15,Black / Green
51989,,2133,1,8,14.065,15,Black / Green
51990,,5600,2,16,12.857,36,Black
51991,,1600,1,8,12.5,10,Black / Silver
51992,,3000,2,8,10,15,White
51993,,3000,2,16,10.667,16,Black
51994,,5600,1,24,16.429,46,Black
51995,,2667,1,#VALUE!,14.993,5,Green
51996,,1866,2,8,9.646,9,Black / Blue
51997,,1333,2,8,13.503,9,Blue / Silver
51998,,2133,4,4,14.065,15,Black / Green
51999,,3000,2,4,10.667,16,Black / Red
52000,,2400,2,8,12.5,15,Black
52001,,3200,4,16,10,16,Black
52002,,3200,1,8,13.75,22,Black
52003,,6000,2,16,12,36,Black / Silver
52004,,3600,2,8,8.889,16,Silver / Black
52005,,7200,2,16,9.444,34,Black
52006,,6800,1,48,10.588,36,Black
52007,,6400,2,16,10,32,Black
52008,,3200,2,16,13.75,22,Black
52009,,4000,2,32,9,18,Gold
52010,,6600,2,16,10.303,34,White / Black
52011,,6000,2,24,13.333,40,Black
52012,,3600,2,8,10,18,Black
52013,,6400,2,16,11.875,38,Black
52014,,3200,2,16,13.75,22,Black
52015,,4000,2,8,9,18,Silver / Red
52016,,3600,4,32,10,18,Black / Silver
52017,,5200,2,16,15.385,40,Black / Gray
52018,,5600,2,16,12.857,36,Black
52019,,6400,1,32,10,32,Silver / Black
52020,,1333,1,4,13.503,9,Green
52021,,1600,2,8,11.25,9,Black / Blue
52022,,2133,2,8,14.065,15,Black
52023,,2133,2,8,14.065,15,Black / Green
52024,,3000,2,16,10,15,White
52025,,3000,2,16,10,15,Black
52026,,5600,2,16,12.857,36,White / Black
52027,,6400,1,32,10,32,White
52028,,2133,2,16,14.065,15,Red
52029,,2133,2,8,14.065,15,Black / Green
52030,,3000,4,8,10.667,16,Black
52031,,3000,2,8,10.667,16,Black
52032,,4700,2,8,8.085,19,Black
52033,,3466,2,16,9.233,16,White
52034,,2666,4,8,14.254,19,Green
52035,,3200,4,32,10,16,White
52036,,3600,2,16,10,18,White
52037,,3200,2,16,10,16,White
52038,,3600,2,8,10,18,Black
52039,,3600,2,16,10,18,Black
52040,,3600,2,16,7.778,14,Black
52041,,2400,1,8,14.167,17,Green / Black
52042,,6400,2,32,10,32,Black
52043,,3200,2,16,13.75,22,Silver
52044,,5200,2,32,15.385,40,Black
52045,,5600,1,16,14.286,40,Black
52046,,6400,4,32,10,32,Black
52047,,1600,2,8,11.25,9,Black / Silver
52048,,2133,1,8,14.065,15,Black / Green
52049,,2133,1,16,14.065,15,Black / Green
52050,,5600,2,16,12.143,34,Black
52051,,3600,4,8,10,18,Black
52052,,3600,2,16,10,18,Black / Silver
52053,,3600,1,8,9.444,17,White
52054,,1600,1,8,13.75,11,Green
52055,,2933,2,8,8.183,12,
52056,,1600,1,8,13.75,11,Black / Green
52057,,2400,2,4,12.5,15,Black / White
52058,,2400,2,8,13.333,16,Red
52059,,3000,2,8,10,15,Black
52060,,3600,1,8,10.556,19,Red / Black
52061,,3200,2,16,10,16,Black / White
52062,,3200,1,16,11.25,18,Black / Silver
52063,,3600,2,8,7.778,14,Black / Yellow
52064,,4000,2,32,9,18,Black
52065,,3600,2,8,10,18,Gold
52066,,5200,1,32,15.385,40,Black
52067,,2666,8,32,14.254,19,Red
52068,,7200,2,16,10,36,Black
52069,,7600,2,16,10,38,Silver / White
52070,,5600,2,48,16.429,46,Black
52071,,3600,2,32,8.889,16,Black
52072,,3600,2,16,9.444,17,Black
52073,,4800,1,32,16.667,40,Green
52074,,6400,1,16,10,32,Black / Gray
52075,,3200,4,16,10,16,Black
52076,,3600,4,8,10,18,Black
52077,,1600,1,8,12.5,10,Black / Silver
52078,,3600,4,8,9.444,17,Black / Silver
52079,,6000,1,32,13.333,40,Black / Silver
52080,,7600,2,16,10,38,Silver / Black
52081,,1600,1,4,13.75,11,Black / Green
52082,,3200,2,4,10,16,Black / Silver
52083,,5600,1,32,14.286,40,White
52084,,1600,4,8,11.25,9,Black / Red
52085,,400,1,1,15,3,Black / Green
52086,,1333,4,32,13.503,9,Silver
52087,,2400,4,8,12.5,15,Black / Red
52088,,3000,2,8,10.667,16,Black / Gray
52089,,2666,1,8,12.003,16,
52090,,3000,2,8,10.667,16,Red / Black
52091,,3000,2,8,10,15,Black
52092,,2133,2,4,14.065,15,Black
52093,,4800,2,16,14.167,34,Black
52094,,5200,2,16,13.846,36,Gray
52095,,6000,2,16,10.667,32,Black
52096,,2933,1,16,14.32,21,Green
52097,,5600,1,16,14.286,40,Black
52098,,6000,2,16,10.667,32,White / Black
52099,,4800,2,16,14.167,34,Black / Silver
52100,,2666,1,16,14.254,19,Black
52101,,4000,2,16,8,16,Black / Silver
52102,,5200,2,16,16.154,42,Black
52103,,3600,2,8,7.778,14,White
52104,,6000,2,16,13.333,40,Black
52105,,3200,4,8,8.75,14,Black
52106,,1600,1,32,13.75,11,Silver
52107,,6400,2,24,10,32,Silver / Black
52108,,2666,2,16,14.254,19,Green
52109,,6400,4,48,10,32,Black
52110,,5200,2,16,14.615,38,Black
52111,,4000,2,8,9,18,Black
52112,,4400,2,8,8.182,18,Black
52113,,3600,1,32,10,18,Black
52114,,3000,4,32,10.667,16,Black
52115,,1600,4,4,11.25,9,Black / Blue
52116,,3200,2,8,10,16,Black / Silver
52117,,3000,1,8,10,15,Red / Black
