model_no,chipset,memory,memory_type,core_clock,boost_clock
45080,Radeon HD 6770,1,,850,
45081,GeForce GTS 450,1,,825,
45082,GeForce GTX 465,1,,607,
45083,GeForce GT 440,1,,810,
45084,Radeon HD 5670,2,,775,
45085,GeForce GT 520,1,,810,
45086,Radeon HD 6670,1,,800,
45087,GeForce GTX 560,2,,820,
45088,Radeon HD 6870 X2,2,,,
45089,Radeon HD 6970,2,,880,
45090,Radeon HD 4650,1,,600,
45091,GeForce GT 520,1,,810,
45092,Radeon HD 6870,2,,900,
45093,Radeon HD 6750,1,,700,
45094,Radeon HD 6750,1,,700,
45095,Radeon HD 6870,1,,900,
45096,Radeon HD 6570,2,,650,
45097,Radeon HD 5450,1,,,
45098,GeForce GT 440,1,,810,
45099,GeForce GTX 560 Ti,2,,880,
45100,Radeon HD 5450,0.5,,,
45101,GeForce GTX 560,1,,870,
45102,GeForce GTX 580,1.5,,772,
45103,GeForce GT 440,2,,810,
45104,Radeon HD 6970,2,,880,
45105,GeForce GT 520,2,,810,
45106,Radeon HD 5770,1,,850,
45107,GeForce GTX 560,2,,822,
45108,Radeon HD 5450,0.5,,650,
45109,GeForce GTX 560,1,,930,
45110,Radeon HD 6950,1,,800,
45111,Radeon HD 5670,1,,775,
45112,Radeon HD 5770,1,,850,
45113,GeForce GT 430,2,,700,
45114,GeForce GT 520,1,,810,
45115,Radeon HD 6570,1,,650,
45116,GeForce GTX 560,1,,810,
45117,GeForce GTX 560,1,,820,
45118,Radeon HD 6850,1,,775,
45119,Radeon HD 6670,1,,800,
45120,Radeon HD 6870,1,,920,
45121,Radeon HD 6670,1,,800,
45122,Radeon HD 6970,2,,880,
45123,Radeon HD 6750,1,,700,
45124,Radeon HD 6450,2,,650,
45125,GeForce GT 430,1,,700,
45126,GeForce GT 430,1,,700,
45127,Radeon HD 6970,2,,880,
45128,GeForce GT 430,2,,700,
45129,Radeon HD 6870,1,,900,
45130,GeForce GTX 550 Ti,1,,900,
45131,Radeon HD 6570,1,,650,
45132,Radeon HD 6450,1,,650,
45133,Radeon HD 6670,1,,800,
45134,Radeon HD 6870,1,,900,
45135,GeForce GT 520,1,,,
45136,GeForce GTX 570,1.25,,732,
45137,Radeon HD 6950,1,,850,
45138,GeForce GTX 560 Ti X2,2,,850,
45139,Radeon HD 6570,2,,650,
45140,Radeon HD 6670,1,,800,
45141,Radeon HD 6770,1,,850,
45142,Radeon HD 6450,1,,625,
45143,GeForce 8400 GS,1,,520,
45144,GeForce GTS 250,1,,738,
45145,Radeon HD 6670,1,,800,
45146,Radeon HD 6570,1,,650,
45147,Radeon HD 6870,1,,900,
45148,Radeon HD 6450,0.5,,625,
45149,Radeon HD 6870,1,,900,
45150,Radeon HD 5550,1,,550,
45151,GeForce GTX 550 Ti,1,,1000,
45152,GeForce GTX 560,2,,850,
45153,Radeon HD 6750,1,,700,
45154,GeForce GTX 470,1.25,,607,
45155,Radeon HD 6570,2,,650,
45156,GeForce GTX 550 Ti,2,,900,
45157,Radeon HD 6450,2,,,
45158,GeForce 9500 GT,1,,550,
45159,GeForce GTX 550 Ti,1,,900,
45160,Radeon HD 6970,2,,930,
45161,GeForce GTX 560 Ti 448,1.25,,765,
45162,GeForce GTX 560 Ti 448,1.25,,797,
45163,GeForce GTX 560 Ti 448,1.25,,732,
45164,GeForce GTX 560 Ti 448,1.25,,732,
45165,Radeon HD 6770,1,,850,
45166,GeForce GT 520,2,,810,
45167,GeForce GTX 570,1.25,,797,
45168,GeForce GTX 560 Ti,1,,950,
45169,GeForce GTX 570,1.25,,800,
45170,GeForce GT 430,1,,700,
45171,GeForce GT 430,1,,700,
45172,GeForce GT 520,0.5,,810,
45173,GeForce GTX 560 Ti 448,1.25,,732,
45174,GeForce GTX 580,3,,855,
45175,GeForce GT 430,1,,730,
45176,GeForce GTX 580,1.5,,815,
45177,GeForce GTX 560 Ti,1,,850,
45178,GeForce GT 430,2,,700,
45179,Radeon HD 5450,0.5,,650,
45180,Radeon HD 6850,1,,,
45181,Radeon HD 4550,1,,625,
45182,GeForce GTX 560 Ti 448,1.25,,797,
45183,GeForce GTX 560 Ti,1,,835,
45184,GeForce GTX 560 Ti 448,1.25,,732,
45185,GeForce GTS 450,1,,600,
45186,GeForce GTX 560,1,,810,
45187,GeForce GT 520,2,,810,
45188,Radeon HD 7970,3,,925,
45189,Radeon HD 7970,3,,925,
45190,Radeon HD 7970,3,,925,
45191,Radeon HD 7970,3,,925,
45192,Radeon HD 7970,3,,925,
45193,Radeon HD 7970,3,,925,
45194,Radeon HD 7970,3,,1000,
45195,Radeon HD 6870,2,,900,
45196,GeForce GTX 550 Ti,1,,1000,
45197,Radeon HD 6770,1,,850,
45198,GeForce GTX 560 Ti,1,,950,
45199,GeForce GTS 450,2,,783,
45200,GeForce GTX 550 Ti,1,,950,
45201,GeForce GTX 460,1,,675,
45202,Radeon HD 6450,1,,625,
45203,GeForce GTX 460,1,,788,
45204,Radeon HD 6670,1,,,
45205,Radeon HD 6850,2,,775,
45206,Radeon HD 6670,2,,800,
45207,Radeon HD 6570,2,,650,
45208,Radeon HD 6570,2,,650,
45209,Radeon HD 7970,3,,925,
45210,Radeon HD 6570,1,,650,
45211,GeForce GTX 460,1,,700,
45212,Radeon HD 7970,3,,925,
45213,Radeon HD 6450,2,,625,
45214,Radeon HD 6750,1,,700,
45215,GeForce GTX 460 SE,1,,810,
45216,GeForce GTX 560 Ti,1,,822,
45217,Radeon HD 7950,3,,900,
45218,Radeon HD 7950,3,,800,
45219,Radeon HD 7950,3,,800,
45220,Radeon HD 7950,3,,800,
45221,Radeon HD 7950,3,,900,
45222,Radeon HD 7970,3,,1000,
45223,Radeon HD 7970,3,,925,
45224,Radeon HD 7970,3,,1000,
45225,Radeon HD 7950,3,,900,
45226,Radeon HD 7770,1,,1150,
45227,Radeon HD 7770,1,,1000,
45228,Radeon HD 7770,1,,1000,
45229,Radeon HD 7770,1,,1150,
45230,Radeon HD 7750,1,,820,
45231,Radeon HD 7770,1,,1000,
45232,Radeon HD 7750,1,,800,
45233,Radeon HD 7770,1,,1020,
45234,Radeon HD 7770,1,,1000,
45235,GeForce GTX 550 Ti,1,,900,
45236,Radeon HD 7970,3,,925,
45237,GeForce GTX 460,1,,720,
45238,GeForce GTX 550 Ti,1,,900,
45239,Radeon HD 6670,2,,800,
45240,GeForce GTS 450,1,,783,
45241,GeForce GTX 560,1,,810,
45242,GeForce GTX 560 Ti 448,1.25,,810,
45243,Radeon HD 7970,3,,1000,
45244,Radeon HD 5750,1,,700,
45245,Radeon HD 6750,1,,700,
45246,Radeon HD 7870,2,,1100,
45247,Radeon HD 7870,2,,1050,
45248,GeForce GTS 450,1,,789,
45249,Radeon HD 7870,2,,1050,
45250,Radeon HD 7870,2,,1050,
45251,Radeon HD 7850,2,,920,
45252,Radeon HD 7870,2,,1000,
45253,GeForce GTX 560 Ti,1,,820,
45254,GeForce GTX 680,2,,1006,
45255,Radeon HD 7970,3,,925,
45256,Radeon HD 7970,3,,1070,
45257,Radeon HD 7950,3,,800,
45258,Radeon HD 7770,1,,1000,
45259,Radeon HD 7750,1,,850,
45260,Radeon HD 7750,1,,800,
45261,GeForce GTX 680,2,,1058,
45262,Radeon HD 6670,2,,800,
45263,Radeon HD 7850,2,,860,
45264,Radeon HD 7850,2,,860,
45265,Radeon HD 7870,2,,1000,
45266,Radeon HD 6670,1,,800,
45267,Radeon HD 7870,2,,1000,
45268,Radeon HD 6670,1,,800,
45269,Radeon HD 7850,2,,860,
45270,Radeon HD 6670,1,,800,
45271,FirePro V5800,1,,,
45272,FirePro 2460,0.5,,,
45273,FirePro V5900,2,,,
45274,GeForce GTX 670,2,,915,
45275,GeForce GTX 670,2,,967,
45276,Radeon HD 7950,3,,810,
45277,Radeon HD 7750,1,,900,
45278,Radeon HD 7950,3,,950,
45279,Radeon HD 7970,3,,925,
45280,Radeon HD 7850,2,,860,
45281,Radeon HD 7970,3,,1025,
45282,Radeon HD 7870,2,,1000,
45283,GeForce GTX 580,3,,855,
45284,GeForce GT 430,2,,700,
45285,Radeon HD 7850,2,,950,
45286,GeForce GTX 680,2,,1202,
45287,GeForce GT 640,2,,901,
45288,GeForce GTX 680,2,,1098,
45289,GeForce GT 640,2,,901,
45290,GeForce GTX 680,2,,1084,
45291,GeForce GT 630,1,,810,
45292,GeForce GT 620,2,,710,
45293,GeForce GTX 680,2,,1084,
45294,GeForce GT 610,2,,820,
45295,Radeon HD 7870,2,,1000,
45296,Radeon HD 7950,3,,860,
45297,Radeon HD 7770,1,,1000,
45298,Radeon HD 7770,1,,1100,
45299,Radeon HD 7850,2,,860,
45300,Radeon HD 7870,2,,1000,
45301,GeForce GT 520,1,,810,
45302,GeForce GT 630,4,,810,
45303,Radeon HD 6970,2,,880,
45304,Radeon HD 6570,1,,650,
45305,Radeon HD 7750,1,,800,
45306,Radeon HD 6570,1,,650,
45307,Radeon HD 5450,0.5,,650,
45308,GeForce GT 440,1,,810,
45309,Radeon HD 6450,1,,625,
45310,Radeon HD 6770,1,,850,
45311,Radeon HD 6670,2,,800,
45312,GeForce GT 520,2,,810,
45313,GeForce GT 620,1,,700,
45314,GeForce GT 640,2,,900,
45315,GeForce GT 640,2,,941,
45316,GeForce GT 430,1,,,
45317,GeForce GT 640,1,,900,
45318,GeForce GT 630,2,,810,
45319,GeForce GTX 680,2,,1006,
45320,GeForce GTX 680,2,,1137,
45321,GeForce GT 610,1,,810,
45322,Radeon HD 7770 GHz Edition,1,,1120,
45323,GeForce GT 630,1,,810,
45324,GeForce GTX 680,2,,1006,
45325,GeForce GT 440,1,,810,
45326,GeForce GT 430,1,,700,
45327,GeForce GTX 680,4,,1006,
45328,GeForce GT 520,1,,810,
45329,GeForce GTX 680,2,,1058,
45330,Radeon HD 7850,2,,950,
45331,GeForce GTX 570,1.25,,732,
45332,GeForce GT 640,1,,,
45333,GeForce GT 620,2,,700,
45334,GeForce GT 620,1,,700,
45335,Radeon HD 7870 GHz Edition,2,,1150,
45336,GeForce GT 630,1,,820,
45337,GeForce GTX 680,2,,1110,
45338,GeForce GTX 680,2,,1084,
45339,Radeon HD 7850,2,,1000,
45340,Radeon HD 7850,2,,1000,
45341,GeForce GTX 550 Ti,1,,900,
45342,Radeon HD 7950,3,,900,
45343,Radeon HD 7850,1,,860,
45344,Radeon HD 7950,3,,800,
45345,Radeon HD 7870 GHz Edition,2,,1100,
45346,GeForce GTX 670,2,,1006,
45347,Radeon HD 7870 GHz Edition,2,,1050,
45348,Radeon HD 6850,1,,775,
45349,GeForce GTX 560 SE,1,,776,
45350,GeForce GTX 660 Ti,3,,1006,
45351,GeForce GTX 660 Ti,2,,1006,
45352,GeForce GTX 660 Ti,2,,915,
45353,GeForce GTX 660 Ti,2,,1028,
45354,GeForce GTX 660 Ti,2,,915,
45355,GeForce GTX 660 Ti,3,,915,
45356,GeForce GTX 660 Ti,3,,1006,
45357,Radeon HD 7970,3,,925,
45358,Radeon HD 7870 GHz Edition,2,,1000,
45359,Radeon HD 7850,2,,860,
45360,Radeon HD 7750,1,,800,
45361,Radeon HD 7850,2,,860,
45362,Radeon HD 7750,1,,800,
45363,Radeon HD 7970 GHz Edition,3,,1000,
45364,GeForce GTX 670,4,,1006,
45365,Radeon HD 6570,2,,650,
45366,GeForce GTX 680,2,,1006,
45367,GeForce GTX 670,4,,1006,
45368,GeForce GTX 660 Ti,2,,1033,
45369,Radeon HD 7850,2,,860,
45370,Radeon HD 7850,2,,860,
45371,Radeon HD 7970 GHz Edition,3,,1000,
45372,Radeon HD 6670,2,,800,
45373,GeForce GT 640,1,,950,
45374,Radeon HD 7850,2,,860,
45375,GeForce GT 610,2,,810,
45376,GeForce GT 620,1,,700,
45377,GeForce GT 630,1,,810,
45378,Radeon HD 7950,3,,850,
45379,GeForce GT 620,2,,700,
45380,GeForce GT 620,1,,700,
45381,GeForce GT 610,1,,810,
45382,GeForce GT 610,2,,810,
45383,Radeon HD 7750,1,,,
45384,GeForce GT 630,1,,810,
45385,GeForce GTX 670,2,,1098,
45386,GeForce GTX 670,2,,954,
45387,GeForce GT 610,2,,,
45388,GeForce GT 620,1,,700,
45389,Radeon HD 7950,3,,850,
45390,GeForce GT 620,2,,700,
45391,GeForce GTX 660 Ti,2,,915,
45392,GeForce GTX 660,2,,980,
45393,GeForce GTX 660,2,,980,
45394,GeForce GTX 650,1,,1124,
45395,GeForce GTX 650,2,,1058,
45396,GeForce GTX 650,1,,1084,
45397,GeForce GTX 650,1,,1071,
45398,GeForce GTX 650,1,,1150,
45399,GeForce GTX 650,1,,1058,
45400,GeForce GT 640,2,,930,
45401,GeForce GTX 560 SE,1,,736,
45402,Radeon HD 7750,1,,900,
45403,GeForce GTX 680,2,,1006,
45404,GeForce GT 630,2,,810,
45405,GeForce GT 610,1,,810,
45406,Radeon HD 7770 GHz Edition,1,,1000,
45407,GeForce GTX 650 Ti,1,,1032,
45408,GeForce GTX 650 Ti,1,,966,
45409,Radeon HD 7850,2,,860,
45410,Radeon HD 7750,1,,800,
45411,Radeon HD 7970,3,,950,
45412,GeForce GTX 660 Ti,3,,1032,
45413,GeForce GTX 570,1.25,,732,
45414,GeForce GT 640,2,,900,
45415,GeForce GTX 650 Ti,1,,928,
45416,Radeon HD 7870 GHz Edition,2,,1100,
45417,Radeon HD 7850,1,,900,
45418,Radeon HD 7850,2,,860,
45419,Radeon HD 7750,1,,800,
45420,Radeon HD 7750,2,,800,
45421,GeForce GTX 680,2,,1110,
45422,GeForce GT 610,1,,810,
45423,Radeon HD 7850,1,,860,
45424,Radeon HD 5770,1,,850,
45425,Radeon HD 7850,1,,860,
45426,GeForce GTX 680,2,,1006,
45427,Radeon HD 7970 GHz Edition,3,,1050,
45428,GeForce GTX 650,1,,1215,
45429,GeForce GTX 650 Ti,1,,980,
45430,GeForce GTX 660,2,,1072,
45431,Radeon HD 7950,3,,800,
45432,GeForce GTX 660,2,,993,
45433,GeForce GTX 660 Ti,2,,1020,
45434,GeForce GTX 670,2,,1006,
45435,GeForce GTX 660,3,,1046,
45436,GeForce GTX 660,3,,1072,
45437,Radeon HD 6870,1,,920,
45438,Radeon HD 7850,2,,1000,
45439,Radeon HD 7950,3,,850,
45440,GeForce GTX 660 Ti,3,,967,
45441,Radeon HD 7750,2,,800,
45442,Radeon HD 7850,1,,860,
45443,Radeon HD 7970,3,,925,
45444,Radeon HD 7870 GHz Edition,2,,1050,
45445,Radeon HD 7770 GHz Edition,1,,1000,
45446,GeForce GTX 670,2,,915,
45447,GeForce GT 640,2,,,
45448,GeForce GT 640,1,,,
45449,GeForce GT 630,4,,810,
45450,GeForce GT 610,2,,810,
45451,GeForce GT 610,1,,810,
45452,Radeon HD 7850,2,,975,
45453,Radeon HD 7850,1,,860,
45454,GeForce GTX 550 Ti,1,,900,
45455,GeForce GTX 670,4,,928,
45456,GeForce GTX 650,2,,1189,
45457,GeForce GTX 650 Ti,1,,941,
45458,Radeon HD 7970 GHz Edition,3,,1000,
45459,Radeon HD 7950,3,,800,
45460,Radeon HD 7870 XT,2,,925,
45461,GeForce GT 620,2,,700,
45462,GeForce GT 640,2,,901,
45463,Radeon HD 7870 XT,2,,925,
45464,Radeon HD 7770 GHz Edition,1,,1100,
45465,Radeon HD 7870 XT,2,,925,
45466,GeForce GTX 650 Ti,1,,928,
45467,Radeon HD 7970,3,,925,
45468,GeForce GTX 650,1,,1124,
45469,Radeon HD 7850,2,,860,
45470,Radeon HD 7870 GHz Edition,2,,1000,
45471,Radeon HD 7750,1,,900,
45472,GeForce GTX 650,2,,1071,
45473,Radeon HD 7870 GHz Edition,2,,1050,
45474,Radeon HD 6670,2,,800,
45475,Radeon HD 7750,2,,800,
45476,GeForce GTX 660 Ti,2,,915,
45477,GeForce GTX 680,2,,1124,
45478,GeForce GTX 670,2,,954,
45479,Radeon HD 7790,1,,1075,
45480,Radeon HD 7790,1,,1000,
45481,Radeon HD 7790,1,,1075,
45482,GeForce GTX 650 Ti Boost,2,,980,
45483,Radeon HD 7970,3,,925,
45484,Radeon HD 7950,3,,800,
45485,GeForce GTX 650,1,,1098,
45486,GeForce GTX 660,2,,1072,
45487,GeForce GT 610,1,,810,
45488,GeForce GTX 560 Ti,1,,900,
45489,Radeon HD 7950,3,,850,
45490,GeForce GTX 650 Ti Boost,1,,1072,
45491,GeForce GTX 650 Ti Boost,1,,1006,
45492,GeForce GTX 650 Ti Boost,2,,1006,
45493,GeForce GTX 650 Ti Boost,1,,1006,
45494,GeForce GTX 650 Ti Boost,2,,1006,
45495,Radeon HD 7790,2,,1075,
45496,GeForce GT 630,2,,810,
45497,GeForce GTX 680,2,,1006,
45498,GeForce GT 640,2,,900,
45499,GeForce GT 640,2,,900,
45500,GeForce GTX 650,1,,1058,
45501,GeForce GTX 660,3,,980,
45502,FirePro V3800,0.5,,,
45503,Radeon HD 7990,6,,950,
45504,GeForce GTX 780,3,,863,
45505,GeForce GTX 780,3,,863,
45506,GeForce GTX 780,3,,863,
45507,GeForce GTX 780,3,,863,
45508,GeForce GTX 780,3,,993,1046
45509,GeForce GTX 780,3,,980,1033
45510,GeForce GTX 780,3,,863,
45511,GeForce GTX 780,3,,863,
45512,GeForce GTX 770,2,,1059,
45513,GeForce GTX 770,2,,1150,
45514,GeForce GTX 770,2,,1046,
45515,GeForce GTX 780,3,,863,
45516,GeForce GTX 770,2,,1110,
45517,GeForce GT 640,1,,1046,
45518,GeForce GTX 770,2,,1085,
45519,GeForce GTX 680,2,,1006,
45520,GeForce GTX 780,3,,954,
45521,Radeon HD 7950,3,,800,
45522,Radeon HD 7950,3,,860,
45523,Radeon HD 7950,3,,850,
45524,Radeon HD 7970,3,,925,
45525,Radeon HD 7870 GHz Edition,2,,1000,
45526,Radeon HD 7870 GHz Edition,2,,1000,
45527,Radeon HD 7850,2,,800,
45528,Radeon HD 7850,2,,920,
45529,Radeon HD 7770 GHz Edition,1,,1000,
45530,Radeon HD 7770 GHz Edition,1,,1100,
45531,GeForce GT 630,1,,902,
45532,Radeon HD 7870 GHz Edition,2,,1000,
45533,GeForce GTX 760,2,,1085,
45534,GeForce GTX 670,4,,915,
45535,GeForce GTX 670,4,,915,
45536,GeForce GTX 770,4,,1150,
45537,GeForce GT 640,1,,1046,
45538,GeForce GTX 760,2,,980,1003
45539,Radeon HD 7770 GHz Edition,1,,1095,
45540,GeForce GTX 770,2,,1046,1085
45541,GeForce GTX 780,3,,967,1019
45542,GeForce GT 640,1,,1046,
45543,GeForce GT 640,2,,1046,
45544,GeForce GTX 780,3,,1006,1058
45545,GeForce GTX 650,1,,1058,
45546,GeForce GTX 780,3,,1006,1059
45547,GeForce GTX 770,2,,1072,1124
45548,Radeon HD 7850,1,,860,
45549,GeForce GTX 770,4,,1110,1163
45550,GeForce GT 640,2,,900,
45551,GeForce GT 640,1,,1045,
45552,GeForce GTX 770,2,,1150,1202
45553,Radeon HD 7950,3,,830,840
45554,Radeon HD 7790,1,,1000,
45555,Radeon HD 7790,1,,1075,
45556,Radeon R9 290X,4,,772,
45557,Radeon R9 280X,3,,850,
45558,Radeon R9 270X,2,,1000,
45559,Radeon R9 270X,2,,1000,
45560,Radeon R9 280X,3,,1000,1100
45561,Radeon R9 270X,2,,1030,1080
45562,Radeon R9 270X,2,,1100,1140
45563,Radeon R9 280X,3,,850,1000
45564,Radeon R7 260X,2,,1100,1188
45565,Radeon R7 250,1,,1100,1150
45566,Radeon R7 250,1,,1000,1050
45567,Radeon R7 250,1,,1000,1050
45568,Radeon R7 240,4,,730,
45569,Radeon R7 240,1,,730,
45570,Radeon R7 250,1,,1000,
45571,Radeon R7 250,1,,1000,1050
45572,Radeon R7 250,2,,730,780
45573,Radeon R7 250,1,,1000,1050
45574,Radeon R7 260X,2,,1100,
45575,GeForce GTX 770,2,,1110,1163
45576,GeForce GTX 770,4,,1059,1111
45577,Radeon R9 290X,4,,772,1000
45578,Radeon R9 290X,4,,772,1000
45579,Radeon R9 290X,4,,772,1030
45580,Radeon R9 290X,4,,1000,
45581,Radeon R9 290,4,,947,
45582,Radeon R9 290,4,,947,
45583,GeForce GTX 780 Ti,3,,876,928
45584,GeForce GTX 780 Ti,3,,876,928
45585,GeForce GTX 780 Ti,3,,876,
45586,GeForce GTX 780 Ti,3,,875,928
45587,Radeon R7 260X,2,,1050,1160
45588,Radeon R9 270X,2,,1030,1080
45589,Radeon R9 280X,3,,1050,1100
45590,Radeon R9 270,2,,900,925
45591,Radeon R9 270,2,,900,975
45592,Radeon R9 270,2,,920,945
45593,Radeon R7 250,1,,1000,1050
45594,Radeon HD 7790,1,,1030,
45595,Radeon HD 7790,1,,1000,1030
45596,Radeon R7 260X,1,,,1075
45597,Radeon R9 270X,2,,1020,
45598,Radeon R9 270,2,,930,955
45599,GeForce GTX 780 Ti,3,,875,
45600,Radeon R9 270X,2,,1060,1100
45601,Radeon R9 270X,2,,1030,1080
45602,GeForce GTX 780,3,,941,
45603,GeForce GTX 770,2,,1150,1202
45604,GeForce GTX 650 Ti,1,,928,
45605,Radeon R9 290,4,,947,
45606,Radeon R9 290X,4,,1000,
45607,Radeon R9 280X,3,,850,1000
45608,Radeon HD 7750,1,,800,
45609,Radeon R7 240,2,,730,
45610,Radeon R7 240,2,,730,780
45611,Radeon R7 250,1,,1000,1050
45612,Radeon R9 270X,2,,1000,1050
45613,Radeon R9 280X,3,,850,
45614,Radeon R9 290X,4,,947,
45615,Radeon R7 250,1,,1100,
45616,Radeon R7 240,1,,730,780
45617,Radeon R9 270X,2,,1100,1140
45618,Radeon R9 270X,4,,1030,
45619,Radeon HD 6450,1,,625,
45620,Radeon HD 7790,1,,1075,
45621,Radeon HD 7850,2,,910,
45622,Radeon HD 7870 GHz Edition,2,,1000,
45623,Radeon R7 250,1,,1050,1100
45624,Radeon R9 270,2,,930,955
45625,Radeon R9 290X,4,,1030,
45626,Radeon R9 280X,3,,900,1050
45627,Radeon R7 260X,2,,1100,1160
45628,Radeon R9 270X,2,,1030,1080
45629,Radeon R9 290X,4,,1000,
45630,Radeon HD 7970,3,,925,
45631,Radeon HD 7790,1,,1075,
45632,Radeon R7 250,1,,1000,1050
45633,Radeon R9 290,4,,980,
45634,Radeon R9 290X,4,,1040,
45635,Radeon R9 290,4,,1000,
45636,Radeon R9 290,4,,1040,
45637,Radeon HD 7750,2,,800,
45638,Radeon R9 270,2,,900,955
45639,Radeon R9 270,2,,900,955
45640,Radeon R7 250,1,,1000,
45641,Radeon R7 260X,1,,1188,
45642,Radeon R9 280X,3,,870,1020
45643,Radeon R9 270X,2,,1020,
45644,Radeon R9 270X,2,,1050,1100
45645,Radeon R9 290,4,,662,947
45646,Radeon R9 290X,4,,1050,
45647,Radeon HD 6950,2,,800,
45648,Radeon R9 290,4,,947,
45649,Radeon R9 290X,4,,1000,1040
45650,Radeon HD 7750,1,,800,
45651,Radeon R7 250,2,,1100,
45652,Radeon R7 260X,1,,,1075
45653,GeForce GT 630,2,,,
45654,Radeon R7 260X,2,,1050,
45655,Radeon HD 7750,1,,800,
45656,Radeon HD 7850,2,,920,
45657,Radeon HD 7770 GHz Edition,1,,950,
45658,Radeon R7 240,2,,730,780
45659,GeForce GT 630,1,,700,
45660,GeForce GTX 780 Ti,3,,1006,1072
45661,Radeon R7 260,1,,1000,
45662,Radeon R7 260,1,,1050,
45663,Radeon R7 250X,1,,1000,
45664,Radeon R7 250X,2,,1020,
45665,Radeon R9 270X,4,,1000,1050
45666,Radeon R7 240,1,,780,
45667,GeForce GTX 770,2,,1046,1085
45668,GeForce GTX 750 Ti,2,,1020,1085
45669,Radeon R9 290X,4,,1050,
45670,Radeon R7 250,1,,800,
45671,GeForce GTX 780 Ti,3,,941,1006
45672,GeForce GT 640,1,,1124,
45673,Radeon R7 260X,1,,,1030
45674,Radeon R7 250X,1,,950,
45675,GeForce GTX 780 Ti,3,,876,928
45676,GeForce GTX 780,3,,967,1019
45677,GeForce GTX 780,3,,1006,1058
45678,Radeon HD 7870 GHz Edition,2,,1030,
45679,Radeon HD 7870 GHz Edition,2,,1030,
45680,Radeon R9 290,4,,975,
45681,Radeon R7 250X,1,,1050,
45682,GeForce GTX 660,2,,980,1046
45683,Radeon R9 270X,2,,1030,1080
45684,Radeon R7 265,2,,900,925
45685,Radeon R7 265,2,,1008,1036
45686,Radeon HD 7770 GHz Edition,1,,1000,
45687,Radeon R9 280,3,,847,953
45688,Radeon R9 290X,4,,772,1000
45689,Radeon R7 250X,1,,1000,
45690,Radeon R7 240,4,,730,780
45691,Radeon R9 290X,4,,1030,
45692,Radeon R7 260X,2,,1188,
45693,Radeon R9 270,2,,1000,1070
45694,Radeon R9 295X2,8,,947,1018
45695,Radeon R7 265,2,,,925
45696,GeForce GTX 780 Ti,3,,876,928
45697,GeForce GT 740,1,,1085,
45698,GeForce GT 740,2,,1059,
45699,GeForce GT 740,1,,1071,
45700,GeForce GT 740,2,,1006,
45701,Radeon R7 260X,2,,,1100
45702,Radeon R9 270X,2,,1000,1050
45703,GeForce GTX 780,6,,954,1006
45704,Radeon R7 250X,2,,1000,
45705,Radeon R7 250X,2,,950,
45706,GeForce GT 730,1,,700,
45707,GeForce GT 740,2,,993,
45708,GeForce GT 740,1,,1033,
45709,GeForce GT 730,2,,700,
45710,GeForce GT 740,2,,993,
45711,GeForce GT 740,1,,993,
45712,Radeon R9 295X2,8,,1000,
45713,Radeon R9 290,4,,947,
45714,Radeon R9 290X,4,,1000,
45715,Radeon R5 230,2,,625,
45716,GeForce GT 740,2,,1006,
45717,Radeon R9 295X2,8,,1018,
45718,GeForce GT 730,1,,902,
45719,Radeon R9 280X,3,,850,1000
45720,GeForce GTX 750 Ti,2,,1020,1085
45721,Radeon R9 295X2,8,,947,1018
45722,Radeon R9 270X,4,,1000,1050
45723,Radeon R7 265,2,,900,925
45724,Radeon R9 280,3,,850,940
45725,GeForce GTX 780,3,,902,954
45726,Radeon R9 280X,3,,1000,1100
45727,Radeon R9 280X,3,,1000,1100
45728,GeForce GT 720,1,,797,
45729,Radeon R9 285,2,,973,
45730,GeForce GTX 780,3,,863,902
45731,GeForce GT 720,2,,797,
45732,GeForce GT 720,1,,797,
45733,Radeon R7 260X,1,,1075,
45734,Radeon R9 285,2,,975,
45735,Radeon R9 285,2,,918,
45736,GeForce GTX 770,2,,1085,1137
45737,GeForce GTX 760,2,,1059,1124
45738,Radeon R9 285,2,,954,
45739,Radeon R9 285,2,,938,
45740,GeForce GT 730,1,,700,
45741,GeForce GTX 970,4,,1102,1241
45742,GeForce GTX 980,4,,1202,1304
45743,Radeon R7 250,1,,800,
45744,GeForce GT 630,1,,902,
45745,Radeon R9 285,2,,938,
45746,GeForce GTX 750,1,,1033,1111
45747,GeForce GT 730,2,,700,
45748,GeForce GT 730,1,,902,
45749,GeForce GTX 980,4,,1291,1393
45750,Radeon R9 280X,3,,880,1030
45751,GeForce GTX Titan Z,12,,705,876
45752,Radeon R9 290X,8,,1030,
45753,FirePro W5000,2,,825,
45754,FirePro 2450,0.5,,600,
45755,FirePro W8000,4,,900,
45756,FirePro S7000,4,,950,
45757,FirePro V7900,2,,725,
45758,FirePro S9150,16,,900,
45759,FirePro V8750,2,,750,
45760,FirePro W8000,4,,900,
45761,FirePro 2270,0.5,,600,
45762,FirePro W9100,16,,930,
45763,FirePro W4100,2,,630,
45764,FirePro W600,2,,600,
45765,FirePro 2270,0.5,,600,
45766,FirePro 2270,0.5,,600,
45767,FirePro W5000,2,,825,
45768,FirePro V5800,1,,700,
45769,FirePro W5000,2,,825,
45770,FirePro V4900,1,,800,
45771,FirePro W7000,4,,950,
45772,FirePro 2270,1,,600,
45773,FirePro 2460,0.5,,600,
45774,FirePro R5000,2,,825,
45775,FirePro W9000,6,,975,
