model_no,capacity,price_per_gb,type,cache,form_factor,interface
93062,512,0.127,SSD,,M.2-2230,M.2 PCIe 4.0 X4
93063,14,,HDD,256,3.5,SATA 6.0 Gb/s
93064,512,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
93065,512,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
93066,512,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
93067,2000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
93068,500,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
93069,2000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
93070,1000,,SSD,,M.2-2280,M.2 PCIe 5.0 X4
93071,240,,SSD,,2.5,SATA 6.0 Gb/s
93072,480,,SSD,,2.5,SATA 6.0 Gb/s
93073,1920,,SSD,,3.5,SATA 6.0 Gb/s
93074,2000,,SSD,,M.2-2280,M.2 PCIe 5.0 X4
93075,512,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
93076,2048,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
93077,2000,0.08,SSD,,M.2-2230,M.2 PCIe 4.0 X4
93078,1000,0.074,SSD,,M.2-2230,M.2 PCIe 4.0 X4
93079,2000,0.098,SSD,,M.2-2230,M.2 PCIe 4.0 X4
93080,2000,0.163,SSD,,M.2-2280,M.2 PCIe 4.0 X4
93081,600,0.09,10000,128,2.5,SAS 12.0 Gb/s
93082,960,0.875,SSD,,2.5,SATA 6.0 Gb/s
93083,2000,0.214,SSD,,2.5,U.2
93084,4000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
93085,250,0.18,HDD,64,3.5,SATA 6.0 Gb/s
93086,1000,0.064,HDD,,3.5,SATA 6.0 Gb/s
93087,6000,0.032,HDD,256,3.5,SATA 6.0 Gb/s
93088,600,0.339,15000,256,2.5,SAS 12.0 Gb/s
93089,2400,0.134,10000,256,2.5,SAS 12.0 Gb/s
93090,10000,0.027,HDD,256,3.5,SATA 6.0 Gb/s
93091,1000,0.213,SSD,,M.2-2280,M.2 PCIe 3.0 X4
93092,16000,0.022,HDD,256,3.5,SATA 6.0 Gb/s
93093,10000,0.031,HDD,,3.5,SATA 6.0 Gb/s
93094,128,0.25,SSD,,M.2-2280,M.2 PCIe 3.0 X4
93095,960,0.167,SSD,,2.5,SATA 6.0 Gb/s
93096,2000,0.077,SSD,,M.2-2280,M.2 PCIe 4.0 X4
93097,160,0.562,HDD,16,2.5,SATA 3.0 Gb/s
93098,64,,SSD,,2.5,SATA 3.0 Gb/s
93099,500,,HDD,32,2.5,SATA 6.0 Gb/s
93100,256,0.562,SSD,,M.2-2242,M.2 SATA
93101,512,0.517,SSD,,M.2-2280,M.2 SATA
93102,960,,SSD,,PCIe,PCIe x8
93103,256,,SSD,256,PCIe,PCIe x4
93104,512,,SSD,256,PCIe,PCIe x2
93105,500,0.512,SSD,,mSATA,mSATA
93106,480,0.106,SSD,,2.5,SATA 6.0 Gb/s
93107,5000,,HDD,128,3.5,SATA 6.0 Gb/s
93108,960,0.443,SSD,,2.5,SATA 6.0 Gb/s
93109,6000,0.028,HDD,128,3.5,SATA 6.0 Gb/s
93110,900,,15000,256,2.5,SAS 12.0 Gb/s
93111,10000,0.023,HDD,256,3.5,SATA 6.0 Gb/s
93112,120,,SSD,,mSATA,mSATA
93113,480,0.521,SSD,,M.2-2280,M.2 PCIe 3.0 X4
93114,2000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
93115,1000,0.268,SSD,,M.2-2280,M.2 PCIe 4.0 X4
93116,2000,0.275,SSD,,2.5,SATA 6.0 Gb/s
93117,1000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
93118,250,,SSD,,M.2-2280,M.2 SATA
93119,14000,0.023,HDD,512,3.5,SATA 6.0 Gb/s
93120,14000,0.025,HDD,,3.5,SATA 6.0 Gb/s
93121,6000,0.033,HDD,256,3.5,SATA 6.0 Gb/s
93122,1000,,SSD,,M.2-2230,M.2 PCIe 4.0 X4
93123,1000,0.092,SSD,,M.2-2230,M.2 PCIe 4.0 X4
93124,1000,0.09,SSD,,M.2-2280,M.2 PCIe 4.0 X4
93125,2000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
93126,1000,0.1,SSD,,2.5,SATA 6.0 Gb/s
93127,120,0.392,SSD,,M.2-2280,M.2 SATA
93128,1000,0.09,SSD,,M.2-2280,M.2 PCIe 4.0 X4
93129,450,,10000,32,2.5,SATA 6.0 Gb/s
93130,300,,10000,16,2.5,SATA 3.0 Gb/s
93131,2000,,HDD,64,3.5,SATA 3.0 Gb/s
93132,750,0.132,HDD,16,3.5,SATA 3.0 Gb/s
93133,640,,HDD,64,3.5,SATA 3.0 Gb/s
93134,320,0.141,HDD,16,2.5,SATA 3.0 Gb/s
93135,160,0.282,HDD,8,2.5,SATA 1.5 Gb/s
93136,1000,,HDD,16,3.5,SATA 3.0 Gb/s
93137,640,,HDD,16,3.5,SATA 3.0 Gb/s
93138,1500,,HDD,32,3.5,SATA 3.0 Gb/s
93139,1000,,HDD,32,3.5,SATA 3.0 Gb/s
93140,500,,HDD,8,3.5,SATA 3.0 Gb/s
93141,320,,HDD,16,3.5,SATA 3.0 Gb/s
93142,250,,HDD,16,3.5,SATA 3.0 Gb/s
93143,120,,SSD,128,3.5,SATA 3.0 Gb/s
93144,480,,SSD,,2.5,SATA 3.0 Gb/s
93145,500,0.078,HDD,16,2.5,SATA 3.0 Gb/s
93146,1000,,HDD,32,3.5,SATA 3.0 Gb/s
93147,160,,HDD,2,3.5,PATA 100
93148,160,0.531,HDD,8,3.5,SATA 3.0 Gb/s
93149,2000,,HDD,32,3.5,SATA 3.0 Gb/s
93150,2000,0.059,HDD,64,3.5,SATA 3.0 Gb/s
93151,750,0.105,HDD,32,3.5,SATA 6.0 Gb/s
93152,128,,SSD,,2.5,SATA 3.0 Gb/s
93153,128,,SSD,,2.5,SATA 6.0 Gb/s
93154,256,,SSD,,2.5,SATA 6.0 Gb/s
93155,128,,SSD,,2.5,SATA 3.0 Gb/s
93156,120,,SSD,,2.5,SATA 3.0 Gb/s
93157,500,,HDD,16,3.5,SATA 3.0 Gb/s
93158,500,0.16,HDD,32,3.5,SATA 3.0 Gb/s
93159,2000,,HDD,64,3.5,SATA 6.0 Gb/s
93160,2000,,HDD,32,3.5,SATA 6.0 Gb/s
93161,750,,HDD,64,3.5,SATA 6.0 Gb/s
93162,2000,,HDD,32,3.5,SATA 3.0 Gb/s
93163,128,,SSD,,2.5,SATA 3.0 Gb/s
93164,1000,,5900,8,3.5,SATA 3.0 Gb/s
93165,750,0.133,HDD,64,3.5,SATA 3.0 Gb/s
93166,250,0.22,HDD,8,3.5,SATA 6.0 Gb/s
93167,1500,,HDD,64,3.5,SATA 6.0 Gb/s
93168,256,,SSD,,2.5,SATA 6.0 Gb/s
93169,500,0.098,HDD,16,2.5,SATA 3.0 Gb/s
93170,250,0.196,HDD,64,2.5,SATA 6.0 Gb/s
93171,320,0.106,HDD,8,2.5,SATA 3.0 Gb/s
93172,120,2.112,SSD,,2.5,SATA 3.0 Gb/s
93173,500,,HDD,8,2.5,SATA 3.0 Gb/s
93174,240,,SSD,,2.5,SATA 6.0 Gb/s
93175,160,,SSD,,2.5,SATA 3.0 Gb/s
93176,60,,SSD,,2.5,SATA 6.0 Gb/s
93177,160,,HDD,16,2.5,SATA 3.0 Gb/s
93178,3000,0.033,HDD,64,3.5,SATA 3.0 Gb/s
93179,1000,,HDD,8,2.5,SATA 3.0 Gb/s
93180,120,1.667,SSD,,2.5,SATA 6.0 Gb/s
93181,120,,SSD,,2.5,SATA 6.0 Gb/s
93182,500,,HDD,64,3.5,SATA 6.0 Gb/s
93183,60,,SSD,,2.5,SATA 6.0 Gb/s
93184,64,,SSD,,2.5,SATA 6.0 Gb/s
93185,256,,SSD,,2.5,SATA 6.0 Gb/s
93186,128,,SSD,,2.5,SATA 3.0 Gb/s
93187,512,,SSD,,2.5,SATA 6.0 Gb/s
93188,120,,SSD,,2.5,SATA 6.0 Gb/s
93189,180,0.736,SSD,,2.5,SATA 6.0 Gb/s
93190,500,,HDD,16,3.5,SATA 3.0 Gb/s
93191,500,,HDD,16,3.5,SATA 3.0 Gb/s
93192,500,,HDD,16,3.5,SATA 3.0 Gb/s
93193,300,,10000,32,2.5,SATA 3.0 Gb/s
93194,480,,SSD,,2.5,SATA 6.0 Gb/s
93195,512,,SSD,,2.5,SATA 6.0 Gb/s
93196,320,,HDD,64,3.5,SATA 6.0 Gb/s
93197,128,,SSD,,2.5,SATA 6.0 Gb/s
93198,120,,SSD,,2.5,SATA 6.0 Gb/s
93199,512,,SSD,,2.5,SATA 3.0 Gb/s
93200,2000,,HDD,64,3.5,SATA 3.0 Gb/s
93201,192,,SSD,,2.5,SATA 1.5 Gb/s
93202,1000,,HDD,64,2.5,SATA 6.0 Gb/s
93203,120,,SSD,,2.5,SATA 6.0 Gb/s
93204,128,,SSD,256,2.5,SATA 6.0 Gb/s
93205,256,,SSD,,2.5,SATA 3.0 Gb/s
93206,32,,SSD,,2.5,SATA 3.0 Gb/s
93207,960,,SSD,,PCIe,PCIe x4
93208,120,,SSD,,PCIe,PCIe x4
93209,240,,SSD,,2.5,SATA 6.0 Gb/s
93210,2000,,HDD,8,2.5,SATA 3.0 Gb/s
93211,128,,SSD,,2.5,SATA 6.0 Gb/s
93212,512,,SSD,,2.5,SATA 6.0 Gb/s
93213,64,,SSD,,2.5,SATA 6.0 Gb/s
93214,120,,SSD,,2.5,SATA 6.0 Gb/s
93215,240,,SSD,,2.5,SATA 6.0 Gb/s
93216,640,,HDD,8,2.5,SATA 3.0 Gb/s
93217,500,,HDD,8,2.5,SATA 3.0 Gb/s
93218,240,,SSD,,2.5,SATA 6.0 Gb/s
93219,256,,SSD,,2.5,SATA 6.0 Gb/s
93220,256,,SSD,512,2.5,SATA 6.0 Gb/s
93221,1000,,HDD,64,2.5,SATA 6.0 Gb/s
93222,750,,HDD,16,3.5,SATA 3.0 Gb/s
93223,120,,SSD,,2.5,SATA 6.0 Gb/s
93224,240,,SSD,,2.5,SATA 6.0 Gb/s
93225,500,,,32,2.5,SATA 6.0 Gb/s
93226,4000,,5900,64,3.5,SATA 6.0 Gb/s
93227,300,,10000,32,3.5,SAS 6.0 Gb/s
93228,900,,10000,32,3.5,SAS 6.0 Gb/s
93229,640,,HDD,16,2.5,SATA 6.0 Gb/s
93230,750,,SSD,,2.5,SATA 6.0 Gb/s
93231,80,,SSD,,2.5,SATA 6.0 Gb/s
93232,240,0.787,SSD,,2.5,SATA 6.0 Gb/s
93233,128,,SSD,,2.5,SATA 6.0 Gb/s
93234,256,,SSD,,2.5,SATA 6.0 Gb/s
93235,240,,SSD,,2.5,SATA 6.0 Gb/s
93236,3000,0.048,HDD,32,3.5,SATA 6.0 Gb/s
93237,500,,HDD,32,3.5,SATA 6.0 Gb/s
93238,1000,,HDD,64,3.5,SATA 6.0 Gb/s
93239,2000,0.032,HDD,16,3.5,SAS 6.0 Gb/s
93240,500,0.198,HDD,16,3.5,SAS 6.0 Gb/s
93241,250,,SSD,,2.5,SATA 6.0 Gb/s
93242,320,0.172,HDD,16,2.5,SATA 6.0 Gb/s
93243,64,,SSD,,2.5,SATA 6.0 Gb/s
93244,60,,SSD,,2.5,SATA 6.0 Gb/s
93245,256,,SSD,,2.5,SATA 6.0 Gb/s
93246,128,,SSD,,2.5,SATA 6.0 Gb/s
93247,4000,0.035,5900,64,3.5,SATA 6.0 Gb/s
93248,480,0.415,SSD,,2.5,SATA 6.0 Gb/s
93249,480,0.102,SSD,,2.5,SATA 6.0 Gb/s
93250,256,,SSD,,2.5,SATA 6.0 Gb/s
93251,1000,,HDD,128,3.5,SATA 6.0 Gb/s
93252,128,,SSD,,2.5,SATA 6.0 Gb/s
93253,512,,SSD,512,M.2-2280,M.2 PCIe 3.0 X4
93254,512,,SSD,,PCIe,PCIe x4
93255,4000,0.04,5900,64,3.5,SATA 6.0 Gb/s
93256,128,,SSD,512,M.2-2280,M.2 PCIe 3.0 X4
93257,240,,SSD,,2.5,SATA 6.0 Gb/s
93258,240,0.877,SSD,,2.5,SATA 6.0 Gb/s
93259,480,0.417,SSD,,2.5,SATA 6.0 Gb/s
93260,128,,SSD,,M.2-2260,M.2 SATA
93261,6000,0.035,HDD,128,3.5,SAS 12.0 Gb/s
93262,960,,SSD,,2.5,SATA 6.0 Gb/s
93263,240,,SSD,,2.5,SATA 6.0 Gb/s
93264,960,,SSD,,2.5,SATA 6.0 Gb/s
93265,960,,SSD,,2.5,SATA 6.0 Gb/s
93266,120,,SSD,,M.2-2280,M.2 SATA
93267,128,,SSD,,M.2-2242,M.2 SATA
93268,120,,SSD,,M.2-2280,M.2 SATA
93269,450,,10000,16,2.5,SATA 6.0 Gb/s
93270,1000,,HDD,32,3.5,SATA 3.0 Gb/s
93271,240,,SSD,,2.5,SATA 6.0 Gb/s
93272,120,,SSD,32,2.5,SATA 6.0 Gb/s
93273,32,,SSD,,2.5,SATA 6.0 Gb/s
93274,120,,SSD,,2.5,SATA 6.0 Gb/s
93275,2000,0.118,HDD,128,3.5,SATA 6.0 Gb/s
93276,6000,0.133,HDD,128,3.5,SATA 6.0 Gb/s
93277,500,0.07,HDD,32,3.5,SATA 3.0 Gb/s
93278,300,,SSD,,PCIe,PCIe x8
93279,960,,SSD,,2.5,SATA 6.0 Gb/s
93280,256,,SSD,,M.2-2242,M.2 SATA
93281,32,,SSD,,mSATA,mSATA
93282,240,,SSD,,2.5,SATA 6.0 Gb/s
93283,240,,SSD,,2.5,SATA 6.0 Gb/s
93284,500,,HDD,16,2.5,SATA 3.0 Gb/s
93285,120,,SSD,,M.2-2280,M.2 SATA
93286,480,,SSD,512,2.5,SATA 6.0 Gb/s
93287,128,,SSD,256,PCIe,PCIe x4
93288,128,,SSD,,M.2-2280,M.2 PCIe 2.0 X4
93289,960,,SSD,,PCIe,PCIe x8
93290,800,0.301,SSD,,2.5,SATA 6.0 Gb/s
93291,1200,,SSD,,2.5,SATA 6.0 Gb/s
93292,800,0.374,SSD,,2.5,SAS 6.0 Gb/s
93293,240,,SSD,,2.5,SATA 6.0 Gb/s
93294,960,,SSD,,2.5,SATA 6.0 Gb/s
93295,1000,,HDD,128,2.5,SATA 6.0 Gb/s
93296,480,,SSD,,2.5,SATA 6.0 Gb/s
93297,960,,SSD,,2.5,SATA 6.0 Gb/s
93298,480,,SSD,,2.5,SATA 6.0 Gb/s
93299,360,,SSD,,2.5,SATA 6.0 Gb/s
93300,240,,SSD,,M.2-2280,M.2 SATA
93301,120,,SSD,,2.5,SATA 6.0 Gb/s
93302,16,,SSD,,2.5,SATA 3.0 Gb/s
93303,120,,SSD,,2.5,SATA 6.0 Gb/s
93304,480,,SSD,,2.5,SATA 6.0 Gb/s
93305,256,,SSD,,2.5,SATA 6.0 Gb/s
93306,80,,HDD,8,2.5,SATA 3.0 Gb/s
93307,2000,,5700,64,3.5,SATA 6.0 Gb/s
93308,3000,,5700,64,3.5,SATA 6.0 Gb/s
93309,960,,SSD,,2.5,SATA 6.0 Gb/s
93310,128,,SSD,,2.5,SATA 6.0 Gb/s
93311,6000,,HDD,128,3.5,SATA 6.0 Gb/s
93312,1000,,SSD,,2.5,SATA 6.0 Gb/s
93313,512,,SSD,,2.5,SATA 6.0 Gb/s
93314,120,,SSD,,M.2-2280,M.2 SATA
93315,120,,SSD,,2.5,SATA 6.0 Gb/s
93316,240,,SSD,,2.5,SATA 6.0 Gb/s
93317,1000,,SSD,1024,M.2-2280,M.2 PCIe 3.0 X4
93318,512,,SSD,512,M.2-2280,M.2 PCIe 3.0 X4
93319,128,,SSD,512,PCIe,PCIe x4
93320,480,0.729,SSD,,2.5,SATA 6.0 Gb/s
93321,128,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
93322,240,,SSD,256,M.2-2280,M.2 PCIe 3.0 X4
93323,480,,SSD,512,M.2-2280,M.2 PCIe 3.0 X4
93324,240,,SSD,,2.5,SATA 6.0 Gb/s
93325,480,0.356,SSD,,2.5,SATA 6.0 Gb/s
93326,256,,SSD,,M.2-2280,M.2 SATA
93327,512,,SSD,,M.2-2280,M.2 SATA
93328,1000,,SSD,,2.5,SATA 6.0 Gb/s
93329,512,0.211,SSD,,M.2-2280,M.2 PCIe 3.0 X4
93330,240,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
93331,240,,SSD,,2.5,SATA 6.0 Gb/s
93332,1200,,10500,128,3.5,SAS 12.0 Gb/s
93333,3000,,5900,64,3.5,SATA 6.0 Gb/s
93334,256,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
93335,256,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
93336,128,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
93337,512,0.363,SSD,,M.2-2280,M.2 SATA
93338,500,,HDD,8,3.5,SATA 3.0 Gb/s
93339,256,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
93340,512,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
93341,120,,SSD,,2.5,SATA 6.0 Gb/s
93342,1000,0.2,SSD,,2.5,SATA 6.0 Gb/s
93343,60,,SSD,,2.5,SATA 6.0 Gb/s
93344,500,,SSD,,2.5,SATA 6.0 Gb/s
93345,1000,,HDD,64,3.5,SATA 6.0 Gb/s
93346,250,,SSD,,2.5,SATA 6.0 Gb/s
93347,480,,SSD,,2.5,SATA 6.0 Gb/s
93348,500,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
93349,1000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
93350,500,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
93351,960,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
93352,240,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
93353,120,,SSD,,M.2-2242,M.2 PCIe 3.0 X2
93354,480,,SSD,,M.2-2242,M.2 PCIe 3.0 X2
93355,256,,SSD,,2.5,SATA 6.0 Gb/s
93356,2000,,SSD,,2.5,SATA 6.0 Gb/s
93357,1000,0.144,SSD,,M.2-2280,M.2 PCIe 3.0 X4
93358,128,,SSD,,2.5,SATA 6.0 Gb/s
93359,250,,SSD,,mSATA,mSATA
93360,240,,SSD,,2.5,SATA 6.0 Gb/s
93361,480,,SSD,,2.5,SATA 6.0 Gb/s
93362,2000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
93363,1000,,HDD,128,2.5,SATA 6.0 Gb/s
93364,1000,0.153,HDD,,2.5,SAS 12.0 Gb/s
93365,3000,0.033,HDD,128,3.5,SATA 6.0 Gb/s
93366,6000,,HDD,256,3.5,SATA 6.0 Gb/s
93367,4000,0.066,HDD,128,3.5,SAS 12.0 Gb/s
93368,6000,0.042,HDD,128,3.5,SATA 6.0 Gb/s
93369,250,,SSD,,2.5,SATA 6.0 Gb/s
93370,128,,SSD,,M.2-2280,M.2 PCIe 3.0 X2
93371,512,,SSD,,M.2-2280,M.2 PCIe 3.0 X2
93372,1000,0.075,SSD,,M.2-2280,M.2 SATA
93373,256,,SSD,512,2.5,SATA 6.0 Gb/s
93374,240,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
93375,480,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
93376,3840,,SSD,,2.5,SATA 6.0 Gb/s
93377,240,,SSD,,2.5,SATA 6.0 Gb/s
93378,10000,0.027,HDD,256,3.5,SATA 6.0 Gb/s
93379,2000,,HDD,128,3.5,SATA 6.0 Gb/s
93380,1000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
93381,1000,0.235,SSD,,2.5,SATA 6.0 Gb/s
93382,1000,,HDD,8,2.5,SATA 6.0 Gb/s
93383,256,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
93384,512,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
93385,128,,SSD,,M.2-2280,M.2 SATA
93386,10000,0.024,HDD,256,3.5,SATA 6.0 Gb/s
93387,6000,,HDD,256,3.5,SATA 6.0 Gb/s
93388,2000,,HDD,128,3.5,SATA 6.0 Gb/s
93389,8000,0.03,HDD,256,3.5,SATA 6.0 Gb/s
93390,1000,,SSD,,2.5,SATA 6.0 Gb/s
93391,240,,SSD,,2.5,SATA 6.0 Gb/s
93392,250,,SSD,,2.5,SATA 6.0 Gb/s
93393,1000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
93394,2000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
93395,480,0.281,SSD,,2.5,SATA 6.0 Gb/s
93396,256,,SSD,,2.5,SATA 6.0 Gb/s
93397,512,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
93398,256,,SSD,,2.5,SATA 6.0 Gb/s
93399,256,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
93400,2000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
93401,500,0.186,SSD,,2.5,SATA 6.0 Gb/s
93402,120,,SSD,,2.5,SATA 6.0 Gb/s
93403,480,,SSD,,2.5,SATA 6.0 Gb/s
93404,1000,,HDD,,2.5,SATA 6.0 Gb/s
93405,512,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
93406,256,,SSD,,2.5,SATA 6.0 Gb/s
93407,240,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
93408,256,,SSD,,2.5,SATA 6.0 Gb/s
93409,500,0.11,HDD,8,2.5,SATA 6.0 Gb/s
93410,960,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
93411,1000,,SSD,,2.5,SATA 6.0 Gb/s
93412,240,0.125,SSD,,2.5,SATA 6.0 Gb/s
93413,480,,SSD,,2.5,SATA 6.0 Gb/s
93414,2000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
93415,8000,,SSD,,2.5,SATA 6.0 Gb/s
93416,400,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
93417,512,,SSD,,PCIe,PCIe x2
93418,960,,SSD,,M.2-22110,M.2 PCIe 4.0 X4
93419,500,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
93420,64,,SSD,,2.5,SATA 6.0 Gb/s
93421,1000,,SSD,,M.2-2280,M.2 SATA
93422,512,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
93423,1000,,SSD,,2.5,SATA 6.0 Gb/s
93424,2000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
93425,2000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
93426,2000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
93427,480,,SSD,,2.5,SATA 6.0 Gb/s
93428,480,0.196,SSD,,2.5,SATA 6.0 Gb/s
93429,1000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
93430,2000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
93431,1000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
93432,256,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
93433,500,0.15,SSD,,2.5,SATA 6.0 Gb/s
93434,2000,,HDD,256,3.5,SATA 6.0 Gb/s
93435,240,,SSD,,2.5,SATA 6.0 Gb/s
93436,1920,,SSD,,2.5,SATA 6.0 Gb/s
93437,500,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
93438,1920,,SSD,,M.2-22110,M.2 PCIe 4.0 X4
93439,4000,,HDD,256,3.5,SATA 6.0 Gb/s
93440,6000,,HDD,256,3.5,SATA 6.0 Gb/s
93441,1000,0.245,SSD,,M.2-2280,M.2 PCIe 4.0 X4
93442,1000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
93443,500,,SSD,,M.2-2280,M.2 SATA
93444,64,,SSD,,2.5,SATA 6.0 Gb/s
93445,1000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
93446,2000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
93447,4000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
93448,256,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
93449,2000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
93450,512,,SSD,,2.5,SATA 6.0 Gb/s
93451,480,,SSD,,2.5,SATA 6.0 Gb/s
93452,960,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
93453,256,0.109,SSD,,2.5,SATA 6.0 Gb/s
93454,256,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
93455,8000,,SSD,,2.5,SATA 6.0 Gb/s
93456,6000,0.081,HDD,,3.5,SATA 6.0 Gb/s
93457,12000,,HDD,,3.5,SATA 6.0 Gb/s
93458,4000,,HDD,128,3.5,SATA 6.0 Gb/s
93459,960,,SSD,,2.5,SATA 6.0 Gb/s
93460,1000,,SSD,,2.5,SATA 6.0 Gb/s
93461,256,,SSD,,2.5,SATA 6.0 Gb/s
93462,128,,SSD,,M.2-2242,M.2 PCIe 3.0 X2
93463,256,,SSD,,M.2-2230,M.2 PCIe 3.0 X2
93464,512,,SSD,,M.2-2280,M.2 SATA
93465,512,,SSD,,2.5,SATA 6.0 Gb/s
93466,2000,,SSD,,2.5,SATA 6.0 Gb/s
93467,12000,0.036,HDD,256,3.5,SATA 6.0 Gb/s
93468,1000,,HDD,8,2.5,SATA 3.0 Gb/s
93469,2000,,SSD,,2.5,SATA 6.0 Gb/s
93470,240,0.138,SSD,,M.2-2280,M.2 SATA
93471,480,0.083,SSD,,M.2-2280,M.2 SATA
93472,256,0.152,SSD,,M.2-2280,M.2 PCIe 3.0 X4
93473,250,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
93474,2000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
93475,500,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
93476,960,0.271,SSD,,2.5,SATA 6.0 Gb/s
93477,500,0.16,SSD,,M.2-2280,M.2 PCIe 4.0 X4
93478,4000,0.087,SSD,,M.2-2280,M.2 PCIe 4.0 X4
93479,1024,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
93480,1000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
93481,2000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
93482,512,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
93483,2000,,SSD,,M.2-2280,M.2 PCIe 5.0 X4
93484,256,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
93485,480,,SSD,,2.5,SATA 6.0 Gb/s
93486,960,,SSD,,2.5,SATA 6.0 Gb/s
93487,512,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
93488,1000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
93489,4000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
93490,256,,SSD,,M.2-2230,M.2 PCIe 4.0 X4
93491,1000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
93492,2000,,SSD,,M.2-2230,M.2 PCIe 4.0 X4
93493,1000,0.104,SSD,,M.2-2242,M.2 PCIe 4.0 X4
93494,512,0.109,SSD,,M.2-2280,M.2 PCIe 4.0 X4
93495,2000,,HDD,128,3.5,SATA 6.0 Gb/s
93496,120,,SSD,,M.2-2280,M.2 SATA
93497,1920,,SSD,,2.5,SATA 6.0 Gb/s
93498,2000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
93499,4000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
93500,512,0.096,SSD,,M.2-2280,M.2 PCIe 3.0 X4
93501,256,0.156,SSD,,M.2-2280,M.2 SATA
93502,2000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
93503,2000,,SSD,,M.2-2280,M.2 PCIe 5.0 X4
93504,250,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
93505,2000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
93506,960,0.439,SSD,,2.5,SATA 6.0 Gb/s
93507,3840,,SSD,,3.5,SATA 6.0 Gb/s
93508,250,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
