model_no,type,psu,side_panel,external_volume,internal_35_bays
13443,ATX Full Tower,ATX,Acrylic,67.6,6
13444,ATX Mid Tower,ATX,Acrylic,,7
13445,MicroATX Mini Tower,ATX,,41.5,2
13446,MicroATX Mini Tower,ATX,Acrylic,41.5,2
13447,ATX Full Tower,ATX,,,11
13448,HTPC,,,,0
13449,ATX Full Tower,ATX,Acrylic,,12
13450,ATX Full Tower,ATX,Acrylic,80.5,7
13451,ATX Mid Tower,ATX,Acrylic,55.1,5
13452,ATX Mid Tower,ATX,Acrylic,53.3,8
13453,ATX Mid Tower,ATX,Acrylic,53.3,8
13454,ATX Full Tower,ATX,Acrylic,59.8,6
13455,ATX Full Tower,ATX,Acrylic,59.8,6
13456,Mini ITX Tower,SFX,,57.9,5
13457,Mini ITX Tower,SFX,,28.2,0
13458,ATX Mid Tower,ATX,Acrylic,,3
13459,ATX Mid Tower,ATX,,58.5,7
13460,ATX Mid Tower,ATX,Acrylic,67.6,6
13461,ATX Mid Tower,ATX,Acrylic,,6
13462,ATX Mid Tower,ATX,,37.6,4
13463,MicroATX Mini Tower,ATX,,30.6,5
13464,ATX Full Tower,ATX,Acrylic,90.4,7
13465,Mini ITX Tower,SFX,,18.1,5
13466,ATX Mid Tower,ATX,Acrylic,63.8,2
13467,MicroATX Mini Tower,ATX,,21.1,3
13468,ATX Mid Tower,ATX,Acrylic,49.3,3
13469,ATX Mid Tower,ATX,Acrylic,49.3,3
13470,MicroATX Mini Tower,ATX,Acrylic,41.7,3
13471,ATX Mid Tower,ATX,,,7
13472,ATX Mid Tower,ATX,Acrylic,,7
13473,ATX Mid Tower,ATX,Acrylic,,7
13474,MicroATX Mini Tower,ATX,Acrylic,35.9,4
13475,MicroATX Mini Tower,ATX,Acrylic,35.9,4
13476,MicroATX Mini Tower,ATX,Acrylic,35.9,4
13477,ATX Mid Tower,ATX,Acrylic,,4
13478,ATX Mid Tower,ATX,Acrylic,,0
13479,ATX Mid Tower,ATX,Acrylic,38,5
13480,ATX Mid Tower,ATX,,38.9,3
13481,ATX Full Tower,ATX,Acrylic,,6
13482,ATX Full Tower,ATX,Acrylic,,6
13483,MicroATX Mid Tower,ATX,Acrylic,,3
13484,ATX Mid Tower,ATX,Acrylic,54.6,8
13485,Mini ITX Tower,SFX,Acrylic,13.4,1
13486,MicroATX Mini Tower,ATX,,,3
13487,MicroATX Mini Tower,ATX,Acrylic,,3
13488,MicroATX Mini Tower,ATX,Acrylic,,3
13489,ATX Mid Tower,ATX,,,3
13490,MicroATX Mini Tower,ATX,Acrylic,,2
13491,ATX Mid Tower,ATX,Acrylic,,3
13492,MicroATX Mini Tower,ATX,,,3
13493,Mini ITX Desktop,SFX,,,2
13494,Mini ITX Desktop,SFX,,,2
13495,ATX Mid Tower,ATX,Acrylic,,5
13496,ATX Mid Tower,ATX,Acrylic,,2
13497,ATX Mid Tower,ATX,Acrylic,,2
13498,ATX Mid Tower,ATX,Acrylic,,2
13499,ATX Mid Tower,ATX,Acrylic,,3
13500,ATX Mid Tower,ATX,Tempered Glass,,2
13501,ATX Mid Tower,ATX,,,3
13502,ATX Mid Tower,ATX,Acrylic,41.6,4
13503,MicroATX Desktop,ATX,Acrylic,,6
13504,ATX Mid Tower,ATX,Acrylic,115.4,3
13505,ATX Full Tower,ATX,Tempered Glass,,4
13506,ATX Full Tower,ATX,Tempered Glass,,4
13507,MicroATX Mini Tower,ATX,,,2
13508,MicroATX Mini Tower,ATX,,39.1,1
13509,ATX Mid Tower,ATX,,,2
13510,ATX Mid Tower,ATX,Acrylic,,4
13511,ATX Mid Tower,ATX,,,4
13512,ATX Mid Tower,ATX,Acrylic,,8
13513,MicroATX Mid Tower,ATX,Acrylic,,2
13514,ATX Mid Tower,ATX,Tempered Glass,,2
13515,ATX Mid Tower,ATX,Tempered Glass,,3
13516,ATX Mid Tower,ATX,Acrylic,,4
13517,Mini ITX Desktop,SFX,Acrylic,,1
13518,ATX Mid Tower,ATX,Acrylic,38.3,6
13519,ATX Full Tower,ATX,Acrylic,77.2,8
13520,Mini ITX Tower,SFX,,7.2,0
13521,ATX Mid Tower,ATX,Acrylic,43.9,2
13522,Mini ITX Tower,SFX,,21.6,8
13523,Mini ITX Desktop,SFX,,,0
13524,ATX Mid Tower,ATX,Acrylic,,3
13525,Mini ITX Desktop,SFX,,,2
13526,Mini ITX Desktop,SFX,,,2
13527,ATX Desktop,ATX,Tempered Glass,48,3
13528,ATX Mid Tower,ATX,Acrylic,37,3
13529,ATX Mid Tower,ATX,Acrylic,38.3,3
13530,ATX Mid Tower,ATX,Tempered Glass,,3
13531,ATX Mid Tower,ATX,Tempered Glass,50.5,3
13532,ATX Mid Tower,ATX,Tempered Glass,50.5,3
13533,ATX Mid Tower,ATX,Tempered Glass,51.5,3
13534,ATX Mid Tower,ATX,Acrylic,52.3,0
13535,ATX Mid Tower,ATX,Tempered Glass,,2
13536,Mini ITX Desktop,SFX,,,0
13537,ATX Mid Tower,ATX,Acrylic,44.4,2
13538,MicroATX Mini Tower,ATX,Tempered Glass,26,1
13539,ATX Mid Tower,ATX,Acrylic,,6
13540,ATX Mid Tower,ATX,Acrylic,43.9,3
13541,ATX Mid Tower,ATX,,56.7,6
13542,ATX Mid Tower,ATX,Tempered Glass,,2
13543,ATX Mid Tower,ATX,Tempered Glass,46.9,3
13544,ATX Test Bench,ATX,,102,6
13545,ATX Full Tower,ATX,Tempered Glass,,5
13546,MicroATX Desktop,ATX,Acrylic,,3
13547,ATX Mid Tower,ATX,Acrylic,,2
13548,ATX Full Tower,ATX,Tempered Glass,56.8,0
13549,Mini ITX Desktop,SFX,,,0
13550,ATX Mid Tower,ATX,Tempered Glass,46.9,2
13551,ATX Mid Tower,ATX,Tempered Glass,,2
13552,ATX Mid Tower,ATX,Acrylic,44,2
13553,ATX Mid Tower,ATX,Tempered Glass,,2
13554,ATX Mid Tower,ATX,Tempered Glass,,2
13555,ATX Mid Tower,ATX,Tempered Glass,,3
13556,ATX Mid Tower,ATX,Tempered Glass,,3
13557,ATX Mid Tower,ATX,Tempered Glass,64,2
13558,Mini ITX Tower,SFX,Tempered Glass,27.3,1
13559,ATX Mid Tower,ATX,,45.9,2
13560,ATX Mid Tower,ATX,Acrylic,71.4,2
13561,ATX Mid Tower,ATX,Acrylic,44.2,2
13562,ATX Mid Tower,ATX,Tempered Glass,64,2
13563,ATX Mid Tower,ATX,Tempered Glass,41.3,2
13564,ATX Mid Tower,ATX,Tempered Glass,46.9,3
13565,ATX Mid Tower,ATX,Tempered Glass,50,2
13566,MicroATX Mini Tower,ATX,Acrylic,29.4,2
13567,ATX Mid Tower,ATX,Tempered Glass,66.9,1
13568,ATX Mid Tower,ATX,Tempered Glass,39.7,1
13569,ATX Mid Tower,ATX,Tinted Acrylic,57.6,2
13570,MicroATX Mid Tower,ATX,Tempered Glass,,2
13571,ATX Mid Tower,ATX,Tinted Tempered Glass,,1
13572,ATX Mid Tower,ATX,Tempered Glass,,2
13573,ATX Mid Tower,ATX,Tempered Glass,38.7,2
13574,ATX Mid Tower,ATX,Tempered Glass,46.8,3
13575,ATX Mid Tower,ATX,Tempered Glass,46.8,3
13576,ATX Mid Tower,ATX,Tempered Glass,,1
13577,ATX Mid Tower,ATX,Tempered Glass,,2
13578,ATX Mid Tower,ATX,Tempered Glass,46,2
13579,ATX Full Tower,ATX,Tempered Glass,45.8,2
13580,ATX Mid Tower,ATX,,61.3,3
13581,ATX Mid Tower,ATX,Tempered Glass,46,2
13582,ATX Mid Tower,ATX,Acrylic,,2
13583,ATX Mid Tower,ATX,Tempered Glass,33.5,2
13584,ATX Mid Tower,ATX,Tempered Glass,43.9,2
13585,Mini ITX Tower,SFX,Mesh,,1
13586,ATX Mid Tower,ATX,Tempered Glass,,2
13587,ATX Mid Tower,ATX,Tempered Glass,,2
13588,MicroATX Mid Tower,ATX,Tempered Glass,27.1,2
13589,MicroATX Mid Tower,ATX,Tempered Glass,36.6,2
13590,MicroATX Mid Tower,ATX,Tempered Glass,36.6,2
13591,ATX Mid Tower,ATX,Tempered Glass,43.6,2
13592,ATX Mid Tower,ATX,Tempered Glass,37.6,2
13593,Mini ITX Desktop,SFX,Mesh,25.3,2
13594,Mini ITX Desktop,SFX,Tempered Glass,18.2,0
13595,Mini ITX Desktop,SFX,Mesh,4.4,0
13596,Mini ITX Test Bench,SFX,,7.2,0
13597,MicroATX Mid Tower,ATX,Tempered Glass,32.3,2
13598,ATX Mid Tower,ATX,Tempered Glass,55.1,2
13599,ATX Full Tower,ATX,Tempered Glass,72.4,2
13600,ATX Mid Tower,ATX,Tempered Glass,,2
13601,ATX Mid Tower,ATX,Tempered Glass,37.7,2
13602,ATX Mid Tower,ATX,Tempered Glass,40.7,2
13603,ATX Mid Tower,ATX,Tempered Glass,40.7,2
13604,ATX Mid Tower,ATX,Tempered Glass,72.7,2
13605,MicroATX Mini Tower,ATX,,24.7,2
13606,MicroATX Mini Tower,ATX,Acrylic,,3
13607,ATX Mid Tower,ATX,Tempered Glass,38.6,2
13608,ATX Mid Tower,ATX,,42.3,3
13609,ATX Mid Tower,ATX,Acrylic,64.7,3
13610,ATX Mid Tower,ATX,,42.8,3
13611,ATX Mid Tower,ATX,Tempered Glass,,3
13612,Mini ITX Desktop,SFX,,22.3,2
13613,ATX Mid Tower,ATX,Tempered Glass,33.5,1
13614,Mini ITX Tower,SFX,,,0
13615,ATX Mid Tower,ATX,Tempered Glass,49.3,3
13616,ATX Mid Tower,ATX,Tempered Glass,,2
13617,ATX Mid Tower,ATX,Tempered Glass,41.3,2
13618,ATX Mid Tower,ATX,Tempered Glass,43.2,3
13619,ATX Mid Tower,ATX,Tempered Glass,64,2
13620,Mini ITX Desktop,SFX,Tempered Glass,34.3,1
13621,ATX Mid Tower,ATX,Tempered Glass,56.8,2
13622,ATX Mid Tower,ATX,Acrylic,44.1,2
13623,ATX Mid Tower,ATX,Tempered Glass,90.6,2
13624,ATX Mid Tower,ATX,Tempered Glass,36.1,2
13625,ATX Mid Tower,ATX,Tempered Glass,49.4,2
13626,Mini ITX Desktop,SFX,,6.9,0
13627,Mini ITX Desktop,SFX,,6.9,0
13628,Mini ITX Tower,SFX,,4.4,0
13629,MicroATX Mini Tower,ATX,,39.7,5
13630,ATX Mid Tower,ATX,,62.2,6
13631,ATX Mid Tower,ATX,,42.1,6
13632,ATX Mid Tower,ATX,Acrylic,39.1,6
13633,ATX Mini Tower,ATX,,23.2,1
13634,ATX Mid Tower,ATX,,41.8,5
13635,ATX Full Tower,ATX,Acrylic,90.8,7
13636,ATX Mid Tower,ATX,,37.9,4
13637,ATX Full Tower,ATX,,129.6,6
13638,Mini ITX Desktop,SFX,,9.4,1
13639,ATX Mid Tower,ATX,Acrylic,49.8,3
13640,ATX Mid Tower,ATX,Acrylic,50.4,5
13641,ATX Mid Tower,ATX,,35.6,5
13642,ATX Mid Tower,ATX,,44.1,5
13643,ATX Mid Tower,ATX,,46.9,0
13644,ATX Mid Tower,ATX,,52.9,4
13645,ATX Mid Tower,ATX,Acrylic,52.9,4
13646,ATX Mid Tower,ATX,,43.1,4
13647,Mini ITX Tower,SFX,,21.2,6
13648,Mini ITX Desktop,SFX,,5.5,0
13649,ATX Mid Tower,ATX,,49.4,6
13650,MicroATX Mini Tower,ATX,,,7
13651,ATX Mid Tower,ATX,,67.2,6
13652,ATX Mid Tower,ATX,,47.5,4
13653,ATX Test Bench,ATX,,45.6,3
13654,ATX Test Bench,ATX,,45.6,3
13655,HTPC,,,24.2,3
13656,HTPC,,,24.2,3
13657,HTPC,,,15.3,2
13658,Mini ITX Test Bench,SFX,,18.6,1
13659,ATX Mid Tower,ATX,Acrylic,42.7,5
13660,ATX Mid Tower,ATX,Acrylic,41.2,5
13661,ATX Mid Tower,ATX,Acrylic,40.1,5
13662,HTPC,,,22,1
13663,HTPC,,,22,1
13664,ATX Mid Tower,ATX,Acrylic,39.2,5
13665,ATX Desktop,ATX,,28.7,2
13666,ATX Desktop,ATX,,28.7,2
13667,MicroATX Mid Tower,ATX,,25.5,4
13668,ATX Mid Tower,ATX,Acrylic,61.8,4
13669,ATX Mid Tower,ATX,,48.9,5
13670,ATX Mid Tower,ATX,Acrylic,61.8,8
13671,MicroATX Mid Tower,ATX,,25,1
13672,MicroATX Mid Tower,ATX,,25,2
13673,ATX Mid Tower,ATX,,38,5
13674,ATX Mini Tower,ATX,,23.1,1
13675,ATX Full Tower,ATX,,54.2,5
13676,ATX Mid Tower,ATX,,26.5,5
13677,MicroATX Slim,ATX,,11.6,2
13678,MicroATX Slim,ATX,,11.6,2
13679,Mini ITX Desktop,SFX,,8.1,0
13680,ATX Mid Tower,ATX,,34.9,2
13681,ATX Mini Tower,ATX,,25.3,2
13682,MicroATX Desktop,ATX,,33.1,4
13683,ATX Mid Tower,ATX,Acrylic,47.5,4
13684,ATX Mid Tower,ATX,,47.7,4
13685,ATX Mid Tower,ATX,Acrylic,58.6,6
13686,Mini ITX Tower,SFX,,9.4,1
13687,ATX Mid Tower,ATX,Acrylic,51.7,7
13688,ATX Full Tower,ATX,Acrylic,113.1,6
13689,Mini ITX Desktop,SFX,,11.1,1
13690,MicroATX Mid Tower,ATX,,28,2
13691,ATX Mid Tower,ATX,,49.5,4
13692,ATX Mid Tower,ATX,,31,5
13693,ATX Mid Tower,ATX,,51.7,4
13694,HTPC,,,,3
13695,HTPC,,,30.9,6
13696,ATX Mid Tower,ATX,,47.1,3
13697,ATX Mid Tower,ATX,,38.7,5
13698,ATX Full Tower,ATX,,68.5,8
13699,ATX Mid Tower,ATX,,51.8,8
13700,ATX Mid Tower,ATX,Acrylic,44.7,4
13701,ATX Mid Tower,ATX,Acrylic,29.8,3
13702,ATX Mid Tower,ATX,,79.5,10
13703,ATX Full Tower,ATX,,84.4,10
13704,ATX Mid Tower,ATX,,28.8,5
13705,ATX Mid Tower,ATX,Acrylic,42.9,4
13706,ATX Full Tower,ATX,Acrylic,94.5,6
13707,ATX Mid Tower,ATX,,29.5,4
13708,HTPC,,,29.9,5
13709,ATX Mid Tower,ATX,,40.2,4
13710,ATX Mid Tower,ATX,,40.5,5
13711,ATX Mid Tower,ATX,,42.2,3
13712,ATX Mid Tower,ATX,Acrylic,51.1,8
13713,ATX Mid Tower,ATX,,51.1,8
13714,ATX Full Tower,ATX,Acrylic,52.7,5
13715,ATX Mid Tower,ATX,,40.2,4
13716,MicroATX Mini Tower,ATX,,12.3,1
13717,ATX Full Tower,ATX,,76.6,6
13718,ATX Mid Tower,ATX,,74.1,4
13719,ATX Mid Tower,ATX,Acrylic,74.1,3
13720,ATX Mid Tower,ATX,Acrylic,74.1,3
13721,ATX Full Tower,ATX,,61,5
13722,ATX Full Tower,ATX,Acrylic,81.3,6
13723,ATX Mid Tower,ATX,,,6
13724,ATX Mid Tower,ATX,Acrylic,41.9,5
13725,ATX Mid Tower,ATX,Acrylic,58.5,6
13726,ATX Mid Tower,ATX,,55.4,6
13727,ATX Full Tower,ATX,,77.2,7
13728,ATX Test Bench,ATX,,21.8,0
13729,Mini ITX Tower,SFX,,19.7,3
13730,ATX Test Bench,ATX,,35.6,0
13731,Mini ITX Tower,SFX,,6.8,1
13732,ATX Full Tower,ATX,Acrylic,82,6
13733,ATX Mid Tower,ATX,,43.4,3
13734,ATX Mid Tower,ATX,Acrylic,71.6,7
13735,Mini ITX Desktop,SFX,,4.7,0
13736,ATX Mid Tower,ATX,,40.3,6
13737,ATX Mid Tower,ATX,,55.7,6
13738,ATX Mid Tower,ATX,,39.7,5
13739,ATX Mid Tower,ATX,,35,3
13740,ATX Mid Tower,ATX,Acrylic,48.3,5
13741,ATX Mid Tower,ATX,,64.8,5
13742,ATX Mid Tower,ATX,Acrylic,42.5,4
13743,Mini ITX Desktop,SFX,,11.1,1
13744,ATX Mid Tower,ATX,,30.3,5
13745,Mini ITX Tower,SFX,,10.2,1
13746,MicroATX Desktop,ATX,,35.2,6
13747,ATX Mid Tower,ATX,,,4
13748,ATX Mid Tower,ATX,,40.8,5
13749,ATX Full Tower,ATX,,75.5,12
13750,ATX Mid Tower,ATX,,55.8,4
13751,ATX Mid Tower,ATX,,58.3,7
13752,ATX Mid Tower,ATX,,,3
13753,ATX Mid Tower,ATX,,45.8,3
13754,ATX Mid Tower,ATX,,55.6,8
13755,ATX Mid Tower,ATX,,40.7,5
13756,ATX Mid Tower,ATX,Acrylic,63.4,5
13757,ATX Mid Tower,ATX,Acrylic,48,6
13758,Mini ITX Tower,SFX,,23.4,0
13759,ATX Mid Tower,ATX,,36.6,6
13760,ATX Mid Tower,ATX,,30.9,5
13761,HTPC,,,11.6,2
13762,Mini ITX Tower,SFX,,8.1,0
13763,Mini ITX Desktop,SFX,Acrylic,,1
13764,MicroATX Slim,ATX,,9.5,1
13765,ATX Mid Tower,ATX,Acrylic,,1
13766,ATX Mid Tower,ATX,,47.7,5
13767,HTPC,,,14.3,2
13768,Mini ITX Tower,SFX,Acrylic,9.7,1
13769,HTPC,,,18.8,2
13770,MicroATX Mini Tower,ATX,,24.7,2
13771,ATX Mid Tower,ATX,Acrylic,52.7,6
13772,ATX Mid Tower,ATX,,26.5,4
13773,ATX Mid Tower,ATX,Acrylic,51.7,6
13774,ATX Mid Tower,ATX,,30.3,5
13775,MicroATX Mini Tower,ATX,,27.5,2
13776,ATX Mid Tower,ATX,Acrylic,40.1,5
13777,ATX Mid Tower,ATX,,45.9,4
13778,ATX Full Tower,ATX,Acrylic,,7
13779,ATX Full Tower,ATX,Acrylic,,12
13780,ATX Mid Tower,ATX,Acrylic,,4
13781,ATX Mid Tower,ATX,Acrylic,44.7,4
13782,ATX Full Tower,ATX,Acrylic,74.8,10
13783,ATX Mid Tower,ATX,,61.6,8
13784,ATX Mid Tower,ATX,,,7
13785,Mini ITX Tower,SFX,Acrylic,,0
13786,ATX Mid Tower,ATX,Acrylic,,4
13787,Mini ITX Tower,SFX,,,3
13788,ATX Mid Tower,ATX,Acrylic,44.4,4
13789,ATX Full Tower,ATX,Acrylic,,7
13790,ATX Full Tower,ATX,,,13
13791,ATX Mid Tower,ATX,,53.2,6
13792,Mini ITX Tower,SFX,Acrylic,15.4,2
13793,Mini ITX Tower,SFX,,12.5,4
13794,ATX Mid Tower,ATX,Acrylic,41.3,6
13795,ATX Mid Tower,ATX,Acrylic,52.5,8
13796,ATX Mini Tower,ATX,,,2
13797,ATX Mid Tower,ATX,Acrylic,53.3,8
13798,MicroATX Mini Tower,ATX,Acrylic,20.1,2
13799,MicroATX Mini Tower,ATX,,18.3,3
13800,ATX Full Tower,ATX,Acrylic,113.1,6
13801,MicroATX Mid Tower,ATX,,,2
13802,ATX Full Tower,ATX,Acrylic,65,6
13803,MicroATX Mini Tower,ATX,Acrylic,,2
13804,MicroATX Mini Tower,ATX,Acrylic,,2
13805,ATX Mid Tower,ATX,Acrylic,,6
13806,Mini ITX Tower,SFX,,9.1,2
13807,ATX Mid Tower,ATX,,57,7
13808,ATX Mid Tower,ATX,,59.5,3
13809,ATX Mid Tower,ATX,,59.5,3
13810,ATX Mid Tower,ATX,,39.8,5
13811,ATX Mid Tower,ATX,Acrylic,51.2,6
13812,MicroATX Mini Tower,ATX,,32.9,5
13813,ATX Mid Tower,ATX,Acrylic,43.7,3
13814,ATX Mid Tower,ATX,Acrylic,,6
13815,MicroATX Mini Tower,ATX,Acrylic,,2
13816,MicroATX Mini Tower,ATX,Acrylic,,2
13817,MicroATX Mini Tower,ATX,Acrylic,,2
13818,ATX Mid Tower,ATX,,37.3,4
13819,ATX Mid Tower,ATX,Acrylic,37,3
13820,ATX Mid Tower,ATX,,37,3
13821,ATX Mid Tower,ATX,,37,3
13822,ATX Mid Tower,ATX,,37,3
13823,ATX Mid Tower,ATX,,37,3
13824,MicroATX Mid Tower,ATX,,25.8,4
13825,ATX Mid Tower,ATX,Acrylic,60.3,4
13826,ATX Full Tower,ATX,,69.2,3
13827,ATX Full Tower,ATX,,69.2,3
13828,ATX Mid Tower,ATX,Acrylic,36.4,4
13829,MicroATX Mid Tower,ATX,Acrylic,47.1,3
13830,MicroATX Mid Tower,ATX,Acrylic,,0
13831,Mini ITX Tower,SFX,,41,2
13832,ATX Full Tower,ATX,Acrylic,81,8
13833,ATX Full Tower,ATX,Acrylic,81,8
13834,ATX Full Tower,ATX,Acrylic,81,8
13835,ATX Mid Tower,ATX,Acrylic,57.4,6
13836,ATX Full Tower,ATX,,73.6,0
13837,ATX Full Tower,ATX,,94.4,8
13838,MicroATX Mid Tower,ATX,,36.6,6
13839,ATX Mid Tower,ATX,,37,3
13840,ATX Mid Tower,ATX,Acrylic,57,6
13841,ATX Mid Tower,ATX,Acrylic,71.2,5
13842,MicroATX Mini Tower,ATX,,12.3,1
13843,MicroATX Mini Tower,ATX,,12.3,0
13844,HTPC,,,11.6,2
13845,Mini ITX Tower,SFX,Tempered Glass,46.3,3
13846,ATX Mid Tower,ATX,,45.3,2
13847,ATX Full Tower,ATX,,129.6,6
13848,MicroATX Mini Tower,ATX,,35.9,4
13849,ATX Mid Tower,ATX,,,7
13850,Mini ITX Tower,SFX,,,1
13851,ATX Mid Tower,ATX,Acrylic,41.6,4
13852,ATX Mid Tower,ATX,Acrylic,59.4,6
13853,ATX Mid Tower,ATX,,,5
13854,ATX Full Tower,ATX,,,5
13855,MicroATX Mid Tower,ATX,Acrylic,,3
13856,MicroATX Mid Tower,ATX,Acrylic,,5
13857,Mini ITX Tower,SFX,Acrylic,,1
13858,Mini ITX Tower,SFX,,13.4,1
13859,Mini ITX Tower,SFX,,13.4,1
13860,ATX Mid Tower,ATX,Acrylic,34.3,7
13861,MicroATX Mini Tower,ATX,,,2
13862,MicroATX Mid Tower,ATX,,,1
13863,Mini ITX Tower,SFX,Acrylic,,2
13864,MicroATX Mini Tower,ATX,,,2
13865,ATX Full Tower,ATX,Acrylic,,6
13866,Mini ITX Tower,SFX,Tempered Glass,,2
13867,ATX Mid Tower,ATX,Acrylic,,5
13868,Mini ITX Desktop,SFX,,,1
13869,MicroATX Mini Tower,ATX,Acrylic,,4
13870,MicroATX Mini Tower,ATX,Acrylic,,3
13871,HTPC,,Tempered Glass,,2
13872,ATX Mid Tower,ATX,,69.7,6
13873,HTPC,,Tempered Glass,,5
13874,HTPC,,Tempered Glass,,5
13875,MicroATX Mini Tower,ATX,Acrylic,,2
13876,HTPC,,Tempered Glass,,6
13877,MicroATX Mid Tower,ATX,,,0
13878,ATX Mid Tower,ATX,Acrylic,,3
13879,ATX Mid Tower,ATX,,,4
13880,ATX Mid Tower,ATX,Tempered Glass,,6
13881,ATX Mid Tower,ATX,Tempered Glass,,6
13882,ATX Mid Tower,ATX,Tempered Glass,,6
13883,MicroATX Mini Tower,ATX,,,0
13884,ATX Mid Tower,ATX,Acrylic,,2
13885,ATX Mid Tower,ATX,Tempered Glass,,2
13886,ATX Mid Tower,ATX,Tempered Glass,,2
13887,ATX Mid Tower,ATX,Acrylic,,4
13888,ATX Mid Tower,ATX,,,6
13889,ATX Mid Tower,ATX,,,3
13890,ATX Mid Tower,ATX,Tinted Tempered Glass,115.4,3
13891,ATX Mid Tower,ATX,Acrylic,,4
13892,ATX Mid Tower,ATX,,,4
13893,ATX Mid Tower,ATX,Acrylic,,3
13894,ATX Mid Tower,ATX,Acrylic,,6
13895,ATX Mid Tower,ATX,,,2
13896,ATX Mid Tower,ATX,Acrylic,,4
13897,ATX Mid Tower,ATX,Acrylic,,2
13898,ATX Mid Tower,ATX,Acrylic,,6
13899,ATX Full Tower,ATX,Acrylic,,8
13900,ATX Mid Tower,ATX,Acrylic,,2
13901,ATX Mid Tower,ATX,Acrylic,,2
13902,MicroATX Mid Tower,ATX,Acrylic,,2
13903,ATX Desktop,ATX,Acrylic,,4
13904,MicroATX Desktop,ATX,Acrylic,,3
13905,ATX Mid Tower,ATX,Acrylic,,6
13906,ATX Mid Tower,ATX,Acrylic,70.3,4
13907,ATX Mid Tower,ATX,Acrylic,,5
13908,ATX Mid Tower,ATX,Tempered Glass,38,2
13909,ATX Mid Tower,ATX,Acrylic,43.8,2
13910,ATX Mid Tower,ATX,,,7
13911,ATX Mid Tower,ATX,Acrylic,48.8,2
13912,ATX Mid Tower,ATX,Acrylic,46.4,3
13913,ATX Mid Tower,ATX,Acrylic,65.6,3
13914,Mini ITX Tower,SFX,,7.2,0
13915,ATX Mid Tower,ATX,Tempered Glass,44.9,4
13916,Mini ITX Desktop,SFX,,,0
13917,ATX Mid Tower,ATX,Tempered Glass,43.4,3
13918,Mini ITX Tower,SFX,Acrylic,,2
13919,ATX Mid Tower,ATX,,,4
13920,ATX Mid Tower,ATX,Acrylic,70.1,5
13921,ATX Desktop,ATX,Tempered Glass,50.5,3
13922,ATX Mid Tower,ATX,Acrylic,41.8,2
13923,ATX Mid Tower,ATX,Acrylic,41.8,2
13924,ATX Mid Tower,ATX,Acrylic,41.8,2
13925,ATX Mid Tower,ATX,Acrylic,36.6,3
13926,ATX Mid Tower,ATX,Tempered Glass,50.5,3
13927,ATX Mid Tower,ATX,Acrylic,,6
13928,ATX Mid Tower,ATX,Acrylic,54.7,6
13929,ATX Full Tower,ATX,Tempered Glass,63.6,4
13930,ATX Full Tower,ATX,Tempered Glass,63.6,4
13931,MicroATX Mid Tower,ATX,,,3
13932,ATX Mid Tower,ATX,Acrylic,,4
13933,ATX Mid Tower,ATX,Tempered Glass,46.7,2
13934,ATX Mid Tower,ATX,Acrylic,39.3,2
13935,ATX Mid Tower,ATX,Acrylic,68,3
13936,ATX Mid Tower,ATX,,,4
13937,Mini ITX Tower,SFX,Tempered Glass,27.3,1
13938,ATX Mid Tower,ATX,Acrylic,,3
13939,ATX Mid Tower,ATX,Tempered Glass,,2
13940,ATX Mid Tower,ATX,Tempered Glass,,2
13941,ATX Mid Tower,ATX,Tempered Glass,,2
13942,ATX Mid Tower,ATX,Acrylic,,2
13943,Mini ITX Test Bench,SFX,,,0
13944,Mini ITX Test Bench,SFX,,,0
13945,ATX Test Bench,ATX,,,2
13946,MicroATX Desktop,ATX,Acrylic,,3
13947,ATX Mid Tower,ATX,Acrylic,,2
13948,ATX Mid Tower,ATX,Acrylic,51.1,2
13949,Mini ITX Tower,SFX,Tempered Glass,20.4,0
13950,Mini ITX Tower,SFX,Acrylic,,1
13951,ATX Full Tower,ATX,Acrylic,59.3,3
13952,ATX Full Tower,ATX,Acrylic,59.3,3
13953,ATX Mid Tower,ATX,,,2
13954,ATX Mid Tower,ATX,Acrylic,45.1,2
13955,ATX Mid Tower,ATX,Tempered Glass,,3
13956,ATX Mid Tower,ATX,,,5
13957,ATX Mid Tower,ATX,,,5
13958,Mini ITX Tower,SFX,,,1
13959,Mini ITX Tower,SFX,,,1
13960,ATX Mid Tower,ATX,Tempered Glass,,2
13961,ATX Mid Tower,ATX,Acrylic,36.6,2
13962,ATX Mid Tower,ATX,Tempered Glass,,2
13963,ATX Mid Tower,ATX,Tempered Glass,,2
13964,ATX Mid Tower,ATX,Tempered Glass,,2
13965,ATX Mid Tower,ATX,Acrylic,,3
13966,Mini ITX Tower,SFX,Tempered Glass,21.8,0
13967,ATX Mid Tower,ATX,Tempered Glass,,3
13968,ATX Mid Tower,ATX,Tinted Acrylic,45.9,2
13969,ATX Mid Tower,ATX,Tempered Glass,,6
13970,ATX Mid Tower,ATX,,,6
13971,ATX Mid Tower,ATX,,56.7,6
13972,ATX Mid Tower,ATX,Tempered Glass,41.3,2
13973,ATX Mid Tower,ATX,Tempered Glass,41.4,2
13974,ATX Mid Tower,ATX,Tempered Glass,34.8,3
13975,ATX Full Tower,ATX,Tempered Glass,54.7,2
13976,ATX Mid Tower,ATX,Tempered Glass,41.3,3
13977,ATX Mid Tower,ATX,Acrylic,58.3,2
