model_no,RPM_low,RMP_high,noise_level,water_cooled
22102,800,1800,23,true
22103,800,1800,28,true
22104,500,2500,23,true
22105,700,1300,23,false
22106,700,1500,26.4,true
22107,120,2400,0,true
22108,600,1200,0,true
22109,1500,1500,25.6,false
22110,500,1800,20.2,false
22111,600,2200,23.8,false
22112,600,2200,23.8,false
22113,2200,2200,23.1,false
22114,2200,2200,23.3,false
22115,800,1600,32.6,false
22116,500,1600,30,false
22117,2200,2200,0,false
22118,1500,1500,0,false
22119,2200,2200,0,false
22120,1500,1500,25.6,true
22121,600,1500,31,false
22122,900,2300,30.5,false
22123,800,1800,32,true
22124,800,2000,35.2,true
22125,1500,1500,25.6,true
22126,2000,2000,29,true
22127,500,1800,32,true
22128,600,2200,25.8,false
22129,500,2000,29.85,false
22130,900,2000,32.5,true
22131,800,3600,35.8,false
22132,800,3600,35.8,false
22133,800,3600,35.8,false
22134,500,1800,35.2,true
22135,500,1800,28,false
22136,500,1800,28,false
22137,500,1800,28,false
22138,650,1750,27.2,true
22139,600,2000,29.7,true
22140,500,1800,26.8,false
22141,100,2200,36.7,true
22142,2400,2400,26.2,false
22143,750,1600,25.5,false
22144,900,1300,21,false
22145,120,5000,42.5,false
22146,0,0,0,false
22147,2800,2800,22,false
22148,100,5000,49.8,false
22149,200,6000,44.88,false
22150,900,2600,31,false
22151,2500,2500,21,false
22152,1300,1300,0,false
22153,1700,1700,17,false
22154,2500,2500,27,false
22155,800,1700,16,false
22156,120,2400,26.9,false
22157,100,1600,28,false
22158,115,2300,32,false
22159,115,2100,30,false
22160,125,2800,35,false
22161,130,2000,24,false
22162,800,1300,16,false
22163,650,2200,0,false
22164,100,2000,38,false
22165,1800,1800,20,false
22166,1000,1000,21,false
22167,1800,1800,23,false
22168,0,0,0,false
22169,200,3600,45.9,false
22170,2400,2400,31,false
22171,2400,2400,26.2,false
22172,800,2800,34,false
22173,2400,2400,30,false
22174,170,3100,33.4,false
22175,500,3400,34.2,false
22176,0,0,0,false
22177,2500,2500,22.41,false
22178,0,0,26.5,false
22179,470,1900,27.3,false
22180,470,1900,27.3,false
22181,2600,2600,28,false
22182,140,2600,30,false
22183,140,2800,32,false
22184,100,2200,28,false
22185,150,2500,22,false
22186,100,2200,30.1,false
22187,800,1500,27.2,false
22188,800,1500,32,false
22189,120,2800,35,false
22190,120,2800,30,false
22191,900,1800,30,false
22192,0,0,0,false
22193,0,0,0,false
22194,0,0,0,false
22195,500,1700,36.4,false
22196,2500,2500,34,false
22197,740,3700,40,false
22198,600,3700,46.5,false
22199,800,3300,32.5,false
22200,100,2500,43.3,false
22201,125,1950,25,false
22202,110,2300,24.5,false
22203,120,2500,27.2,false
22204,2200,2200,30.1,false
22205,2200,2200,30.1,false
22206,2200,2200,25,false
22207,2500,2500,25,false
22208,2200,2200,30.1,false
22209,100,2000,0,false
22210,100,2000,0,false
22211,1600,1600,28,false
22212,300,1600,26.5,false
22213,100,2000,20,false
22214,120,2200,27,false
22215,0,0,0,true
22216,600,2000,36,false
22217,800,1800,21,false
22218,800,1800,21,false
22219,800,1800,21,false
22220,1800,1800,23,false
22221,900,2200,22.5,false
22222,600,1800,26.8,false
22223,2500,2500,0,false
22224,3000,3000,0,false
22225,100,2000,24,false
22226,800,1800,21,false
22227,2200,2200,25,false
22228,800,2000,28,false
22229,0,0,0,false
22230,100,6000,48,false
22231,900,2500,24,false
22232,0,0,33.67,false
22233,2600,2600,28,false
22234,900,2200,28.1,false
22235,1500,1500,19,false
22236,700,1200,26.7,false
22237,900,1500,32.1,false
22238,500,1500,27.6,false
22239,500,1500,27.6,false
22240,500,1500,27.6,false
22241,400,2800,40.7,false
22242,800,2000,0,false
22243,700,1200,19,false
22244,700,1200,19,false
22245,900,2000,36,true
22246,800,1800,31.6,false
22247,700,1200,19,false
22248,800,2800,27,false
22249,1300,1300,19,false
22250,800,2800,34,false
22251,500,1300,24.7,false
22252,0,0,0,false
22253,3500,3500,30.6,false
22254,800,2800,34,false
22255,800,2150,39,false
22256,100,3000,28,false
22257,900,2800,31,false
22258,500,1300,24.7,false
22259,100,2800,22,false
22260,300,1600,32.15,false
22261,100,2200,32,false
22262,0,0,0,false
22263,300,2500,31.07,false
22264,0,0,0,false
22265,700,700,19,false
22266,800,2000,44,false
22267,800,2200,31.2,true
22268,800,2200,32.8,true
22269,100,2500,26,false
22270,130,1800,34,false
22271,500,2000,0,false
22272,900,2000,0,true
22273,900,2000,0,true
22274,900,2000,0,true
22275,900,1400,27,false
22276,180,2200,38,false
22277,900,2600,33,false
22278,1600,1600,20.5,true
22279,100,2200,33.5,false
22280,120,2800,24,false
22281,100,2200,33.5,false
22282,2000,2000,31.05,false
22283,150,2500,33.5,true
22284,150,2500,33.5,true
22285,100,2000,39.9,false
22286,0,0,0,false
22287,900,1300,21,false
22288,500,1300,30.7,false
22289,120,2800,22,false
22290,900,2200,23.5,false
22291,800,2800,34,false
22292,500,2000,22.5,false
22293,2500,2500,30,true
22294,2500,2500,30,true
22295,800,2800,27,false
22296,500,1800,38.4,false
22297,120,2100,48,false
22298,600,1300,25.4,false
22299,700,1500,28.5,false
22300,600,1400,28,false
22301,800,1400,20,false
22302,800,2200,27.9,false
22303,650,1400,28,false
22304,100,2300,46.6,true
22305,600,2200,39.29,true
22306,100,2600,36.6,true
22307,100,2600,36.6,true
22308,100,2600,36.6,true
22309,1800,1800,22.3,false
22310,700,1800,28.8,true
22311,1500,1500,24.6,false
22312,600,1600,0,false
22313,600,1600,0,false
22314,4200,4200,31.8,false
22315,0,0,0,false
22316,500,1600,25.3,false
22317,150,2400,30,false
22318,120,2800,28,false
22319,2200,2200,22,false
22320,2200,2200,20,false
22321,150,2500,35,true
22322,1400,1400,19.2,false
22323,600,1900,28.9,false
22324,500,1600,30,false
22325,800,1800,20,false
22326,300,1300,21,false
22327,800,1200,18,false
22328,700,1800,28.8,true
22329,150,2500,35,true
22330,650,1400,28,false
22331,600,1800,32.4,true
22332,500,1800,30,true
22333,600,2200,37,true
22334,600,1900,27,false
22335,800,2200,27.4,true
22336,0,0,0,false
22337,300,2500,33,false
22338,300,2500,33,false
22339,800,1800,29.2,false
22340,1600,1600,21,false
22341,800,1800,32.6,false
22342,800,2700,23,false
22343,800,2700,23,false
22344,800,1800,29.2,false
22345,1800,1800,29.2,false
22346,800,1800,29.2,false
22347,800,1600,20.2,false
22348,800,1600,20.2,false
22349,800,1800,29.2,false
22350,2200,2200,23.3,false
22351,100,1600,17.6,false
22352,800,2000,38.2,true
22353,300,1700,36.4,false
22354,300,2500,31.1,false
22355,300,2500,31.1,false
22356,650,2200,31.67,false
22357,300,1500,29.8,false
22358,500,2000,33.67,false
22359,100,2650,33,false
22360,400,1800,24.3,false
22361,300,1400,26.8,false
22362,800,2200,27.4,true
22363,0,0,0,true
22364,100,2100,27.1,false
22365,500,2300,28,true
22366,600,1600,32,false
22367,600,1600,32,false
22368,900,2500,30,false
22369,800,2800,27,false
22370,300,1800,26.7,false
22371,500,1800,30,true
22372,900,1800,30,true
22373,400,1800,33,false
22374,500,1500,25,true
22375,900,2000,33.5,true
22376,600,1900,28.9,false
22377,800,1800,0,true
22378,200,1400,28.43,false
22379,150,2500,35,true
22380,500,1600,31,false
22381,800,1800,31.6,false
22382,120,2800,34.48,false
22383,300,1200,25.1,false
22384,800,1800,23,true
22385,800,1800,23,true
22386,800,2200,0,true
22387,600,3000,28.71,false
22388,800,1800,0,true
22389,120,2400,0,true
22390,2700,2700,22.4,false
22391,300,1300,21,false
22392,900,2000,31.5,true
22393,2200,2200,26.8,false
22394,800,1600,20.2,false
22395,2200,2200,23.8,false
22396,800,2700,23,false
22397,900,2000,31.5,false
22398,600,2200,25.8,false
22399,600,2200,25.8,false
22400,700,1800,35.2,false
22401,700,1800,35.2,false
22402,600,2200,35,false
22403,500,1600,20.2,false
22404,500,1600,20.2,false
22405,1600,1600,26.4,false
22406,500,1600,20.2,false
22407,700,1800,32.5,false
22408,700,1800,32.5,false
22409,2000,2000,23.1,false
22410,2000,2000,23.1,false
22411,800,1800,29.2,false
22412,900,2000,33.5,true
22413,900,2000,31.5,true
22414,900,2000,31.5,true
22415,1850,1850,29.6,false
22416,1500,1500,25.6,true
22417,800,1850,36.8,false
22418,800,1800,30,true
22419,800,1800,32,true
22420,800,2000,31,true
22421,700,1800,37.1,false
22422,800,1600,37.8,false
22423,800,1600,29,false
22424,2150,2150,28.1,true
22425,800,2300,0,true
22426,500,1800,35.2,true
22427,700,1800,35.2,true
22428,700,1800,35.2,false
22429,700,1800,35.2,false
22430,700,1800,35.2,false
22431,600,2000,29.7,true
