model_no,socket,RAM_slots,storage_slots,has_wifi
73062,LGA2011-3,8,,false
73063,LGA1150,2,,false
73064,LGA1151,4,,false
73065,LGA1151,4,,false
73066,LGA1151,4,,false
73067,Integrated Pentium N3700,2,,false
73068,LGA1151,2,,false
73069,LGA1151,2,,false
73070,LGA1151,2,,false
73071,LGA1151,4,,false
73072,LGA1151,4,,false
73073,LGA1151,4,,false
73074,LGA1151,4,,false
73075,LGA1151,2,,false
73076,LGA1151,4,,false
73077,LGA1151,4,,false
73078,LGA1151,4,,false
73079,LGA1151,2,,false
73080,LGA1151,2,,false
73081,AM3+,4,,false
73082,Integrated Pentium J3710,2,,false
73083,AM3+/AM3,4,,false
73084,FM2+,4,,false
73085,LGA1151,4,,false
73086,LGA1151,4,,false
73087,LGA1151,4,,false
73088,FM2+,2,,false
73089,LGA2066,8,,false
73090,LGA2066,4,,false
73091,LGA2066,4,,false
73092,LGA1151,4,,false
73093,LGA1151,4,,false
73094,LGA2066,4,,false
73095,LGA1151,2,,false
73096,LGA1151,4,,false
73097,LGA1151,4,,false
73098,LGA1151,4,,false
73099,LGA2066,8,,false
73100,LGA1151,2,,false
73101,AM4,2,,false
73102,LGA2066,4,,false
73103,LGA1200,2,,true
73104,LGA1150,2,,false
73105,LGA1200,2,,false
73106,LGA1200,2,,false
73107,LGA1200,2,,false
73108,LGA1200,4,,false
73109,LGA1200,2,,false
73110,AM4,2,,false
73111,LGA1700,4,,false
73112,LGA1200,2,,false
73113,LGA1700,2,,false
73114,LGA1700,4,,true
73115,LGA1200,2,,false
73116,LGA1200,2,,false
73117,LGA1200,4,,false
73118,AM4,4,,false
73119,LGA1700,4,,false
73120,AM5,2,,false
73121,LGA1700,4,,false
73122,AM5,4,,false
73123,LGA1700,4,,true
73124,AM5,4,,true
73125,LGA1156,4,,false
73126,LGA1156,4,,false
73127,LGA1156,4,,false
73128,LGA1156,4,,false
73129,LGA1156,4,,false
73130,AM3,2,,false
73131,AM2+/AM2,4,,false
73132,AM3,4,,false
73133,AM3,4,,false
73134,AM3,4,,false
73135,AM3,4,,false
73136,LGA1366,6,,false
73137,LGA775,2,,false
73138,LGA775,4,,false
73139,AM3,2,,false
73140,LGA775,2,,false
73141,LGA775,2,,false
73142,AM3,4,,false
73143,AM3,4,,false
73144,LGA1156,4,,false
73145,LGA775,2,,false
73146,AM3,2,,false
73147,LGA1156,4,,false
73148,LGA1366,6,,false
73149,LGA1156,6,,false
73150,LGA1155,2,,false
73151,LGA1155,4,,false
73152,LGA1155,4,,false
73153,LGA775,2,,false
73154,AM3,2,,false
73155,LGA1155,2,,false
73156,LGA1155,2,,false
73157,LGA1155,2,,false
73158,LGA1155,2,,false
73159,LGA1155,2,,false
73160,AM3+,4,,false
73161,LGA775,2,,false
73162,AM3+,4,,false
73163,LGA1155,2,,false
73164,FM1,4,,false
73165,FM1,4,,false
73166,FM1,2,,false
73167,LGA1155,4,,false
73168,FM1,4,,false
73169,FM1,2,,false
73170,FM1,2,,false
73171,LGA1155,4,,false
73172,LGA1155,4,,false
73173,LGA775,2,,false
73174,LGA2011,8,,false
73175,LGA1155,2,,false
73176,LGA1155,2,,false
73177,LGA2011,8,,false
73178,LGA1155,2,,false
73179,LGA1155,4,,false
73180,LGA1155,4,,false
73181,LGA1155,4,,false
73182,LGA1155,2,,false
73183,AM3+,4,,false
73184,LGA2011,8,,false
73185,LGA1155,4,,false
73186,LGA1155,2,,false
73187,LGA1150,4,,false
73188,LGA1150,2,,false
73189,LGA1150,2,,false
73190,LGA1150,4,,false
73191,LGA1150,4,,false
73192,LGA1155,2,,false
73193,FM2,2,,true
73194,2 x LGA2011,8,,false
73195,FM2,4,,false
73196,LGA1150,4,,false
73197,LGA1150,4,,false
73198,LGA1150,4,,false
73199,LGA1150,2,,false
73200,FM2+,2,,false
73201,LGA1150,4,,false
73202,FM2+,2,,false
73203,LGA1150,2,,false
73204,LGA775,4,,false
73205,LGA1150,4,,false
73206,FM2+,4,,false
73207,LGA1150,2,,false
73208,LGA1150,4,,false
73209,FM2+,2,,false
73210,LGA1150,2,,false
73211,LGA1150,2,,false
73212,AM1,2,,false
73213,LGA1150,4,,false
73214,LGA1150,4,,false
73215,LGA1150,4,,false
73216,LGA2011,8,,false
73217,LGA1150,4,,false
73218,LGA1150,2,,false
73219,LGA1150,2,,false
73220,LGA1150,4,,false
73221,FM2+,2,,false
73222,LGA2011-3,8,,false
73223,LGA1150,4,,false
73224,FM2+,4,,false
73225,LGA2011-3,8,,false
73226,LGA1150,4,,false
73227,LGA1150,4,,false
73228,LGA2011-3,8,,false
73229,LGA1150,4,,false
73230,LGA2011-3,4,,false
73231,LGA2011-3,8,,false
73232,LGA1150,4,,false
73233,LGA1151,4,,false
73234,Integrated Celeron N3050,2,,false
73235,LGA1151,4,,false
73236,LGA1151,4,,false
73237,LGA1151,2,,false
73238,LGA1151,4,,false
73239,LGA1151,2,,false
73240,LGA1151,4,,false
73241,LGA1151,2,,false
73242,LGA1151,4,,false
73243,LGA1151,2,,false
73244,LGA1151,4,,false
73245,LGA1151,4,,false
73246,LGA1151,4,,false
73247,LGA2011-3,8,,false
73248,LGA1150,4,,false
73249,LGA1151,4,,false
73250,LGA1151,4,,false
73251,LGA1151,4,,false
73252,LGA1151,4,,false
73253,LGA1151,4,,false
73254,LGA2066,8,,false
73255,LGA2066,8,,false
73256,LGA2066,8,,false
73257,LGA1151,2,,false
73258,LGA1151,2,,false
73259,LGA1151,4,,false
73260,AM1,2,,false
73261,LGA1151,2,,false
73262,AM4,4,,false
73263,LGA2066,8,,false
73264,LGA1200,4,,false
73265,LGA1200,4,,false
73266,LGA1200,4,,false
73267,AM4,2,,false
73268,LGA1200,4,,false
73269,AM4,4,,false
73270,LGA1200,2,,false
73271,LGA1200,2,,false
73272,LGA1700,2,,false
73273,LGA1700,2,,false
73274,LGA1700,4,,false
73275,LGA1700,2,,false
73276,LGA1700,2,,false
73277,LGA1700,4,,false
73278,LGA1700,4,,false
73279,LGA1200,2,,false
73280,LGA1700,4,,false
73281,LGA1200,2,,false
73282,LGA1200,2,,false
73283,LGA1200,2,,false
73284,AM5,2,,false
73285,LGA1700,4,,false
73286,LGA1700,4,,false
73287,LGA1700,2,,false
73288,AM5,2,,false
73289,AM5,2,,false
73290,LGA1700,2,,false
73291,LGA1700,2,,false
73292,Integrated Atom 230,2,,false
73293,LGA1151,2,,false
73294,LGA1200,4,,false
73295,LGA1156,2,,false
73296,LGA1156,4,,false
73297,LGA1156,4,,false
73298,LGA1156,4,,false
73299,LGA1156,4,,false
73300,LGA1156,4,,false
73301,AM3,4,,false
73302,AM3/AM2+/AM2,4,,false
73303,AM3,4,,false
73304,AM3,4,,false
73305,AM3,4,,false
73306,LGA775,4,,false
73307,LGA775,2,,false
73308,LGA1366,6,,false
73309,LGA1366,6,,false
73310,LGA775,2,,false
73311,AM3,2,,false
73312,LGA775,2,,false
73313,LGA775,2,,false
73314,AM3,4,,false
73315,LGA1156,4,,false
73316,LGA775,2,,false
73317,AM3,4,,false
73318,LGA775,2,,false
73319,LGA775,4,,false
73320,LGA1156,2,,false
73321,AM3,4,,false
73322,LGA775,2,,false
73323,LGA1155,4,,false
73324,LGA1155,4,,false
73325,LGA1155,4,,false
73326,LGA1155,4,,false
73327,AM3,4,,false
73328,AM3,2,,false
73329,LGA1366,6,,false
73330,LGA1155,4,,false
73331,LGA1155,4,,false
73332,LGA1155,2,,false
73333,LGA775,2,,false
73334,LGA1155,2,,false
73335,LGA1155,2,,false
73336,LGA1155,4,,false
73337,LGA1366,6,,false
73338,LGA1155,4,,false
73339,LGA1155,4,,false
73340,LGA775,2,,false
73341,LGA1155,4,,false
73342,LGA1155,4,,false
73343,LGA775,2,,false
73344,LGA1155,4,,false
73345,LGA1155,4,,false
73346,LGA1155,2,,false
73347,Integrated Atom D525,2,,false
73348,LGA1155,2,,false
73349,LGA1155,2,,false
73350,AM3+/AM3,4,,false
73351,LGA1155,4,,false
73352,LGA1155,2,,false
73353,LGA775,2,,false
73354,LGA2011,8,,false
73355,LGA2011,4,,false
73356,LGA1155,2,,false
73357,LGA1155,2,,false
73358,AM3+,2,,false
73359,LGA1155,4,,false
73360,LGA1155,4,,false
73361,LGA1155,4,,false
73362,AM3+,4,,false
73363,LGA1155,4,,false
73364,AM3+,4,,false
73365,LGA1155,4,,false
73366,LGA1155,4,,false
73367,LGA1155,2,,false
73368,AM3+,2,,false
73369,Integrated Atom D2700,2,,false
73370,LGA1155,2,,false
73371,FM2,2,,false
73372,LGA1155,4,,false
73373,FM2,4,,false
73374,LGA1155,4,,false
73375,LGA1155,2,,false
73376,FM1,2,,false
73377,LGA1155,2,,false
73378,LGA1150,4,,false
73379,LGA1150,2,,false
73380,LGA1150,4,,false
73381,LGA1150,4,,false
73382,LGA1150,4,,false
73383,LGA1150,2,,false
73384,LGA1150,2,,false
73385,LGA1155,2,,false
73386,LGA1150,4,,false
73387,FM2,2,,false
73388,LGA1155,4,,false
73389,LGA1155,4,,false
73390,LGA1150,4,,false
73391,LGA1150,4,,false
73392,LGA1150,4,,false
73393,LGA1150,2,,false
73394,LGA1150,2,,false
73395,LGA1150,4,,false
73396,AM3+,4,,false
73397,AM3+,2,,false
73398,LGA1150,2,,false
73399,LGA1150,2,,false
73400,LGA1150,4,,false
73401,LGA1150,4,,false
73402,LGA1150,4,,false
73403,LGA1150,4,,false
73404,FM2+,2,,false
73405,LGA1150,2,,false
73406,Integrated Atom C2550,4,,false
73407,LGA1155,2,,false
73408,LGA1150,4,,false
73409,LGA1150,4,,false
73410,LGA1150,2,,false
73411,FM2+,4,,false
73412,LGA1150,2,,false
73413,FM2+,2,,false
73414,AM1,2,,false
73415,FM2+,2,,false
73416,LGA1150,4,,false
73417,FM2+,4,,false
73418,LGA1150,2,,false
73419,LGA1150,4,,false
73420,LGA1150,4,,false
73421,LGA1150,4,,false
73422,LGA1150,2,,false
73423,LGA1150,4,,false
73424,LGA2011-3,8,,false
73425,LGA2011-3,8,,false
73426,LGA1150,2,,false
73427,FM2+,2,,false
73428,LGA1150,4,,false
73429,AM1,2,,false
73430,LGA2011-3 Narrow,8,,false
73431,LGA2011-3,8,,true
73432,LGA2011-3,4,,false
73433,Integrated A4-5000,2,,false
73434,LGA775,4,,false
73435,LGA1150,4,,false
73436,LGA1150,4,,false
73437,LGA2011-3,8,,false
73438,AM3+,4,,false
73439,LGA1150,2,,false
73440,LGA1151,4,,false
73441,LGA1151,2,,false
73442,LGA1150,2,,false
73443,LGA1151,4,,false
73444,LGA1151,4,,false
73445,LGA1151,2,,false
73446,LGA1151,2,,false
73447,LGA1151,2,,false
73448,LGA1151,4,,false
73449,LGA1151,4,,false
73450,LGA1151,2,,false
73451,LGA1151,2,,false
73452,LGA1151,4,,false
73453,LGA1151,4,,false
73454,LGA1151,4,,false
73455,LGA1151,4,,false
73456,LGA1151,2,,false
73457,LGA1151,4,,false
73458,LGA1151,4,,false
73459,LGA1151,4,,false
73460,AM4,4,,false
73461,LGA1151,4,,false
73462,LGA1151,4,,false
73463,LGA2066,8,,false
73464,LGA1151,2,,false
73465,LGA2066,8,,false
73466,LGA1151,2,,false
73467,LGA1151,2,,false
73468,LGA1151,2,,false
73469,LGA1151,2,,false
73470,LGA1366,6,,false
73471,LGA1151,2,,false
73472,LGA2066,8,,false
73473,AM4,2,,false
73474,LGA2066,8,,false
73475,LGA2011-3,8,,false
73476,LGA1151,2,,false
73477,AM4,4,,false
73478,LGA1200,4,,false
73479,LGA2066,8,,false
73480,LGA2066,8,,false
73481,LGA1151,4,,false
73482,AM4,2,,false
73483,AM4,4,,false
73484,AM4,4,,false
73485,LGA1200,2,,false
73486,LGA1200,4,,false
73487,LGA1200,2,,false
73488,LGA1700,4,,false
73489,LGA1700,4,,false
73490,LGA1200,4,,false
73491,AM4,2,,false
73492,AM4,2,,false
73493,LGA1700,4,,false
73494,LGA1700,2,,false
73495,LGA1700,2,,false
73496,AM5,4,,false
73497,LGA1700,2,,false
73498,AM5,2,,false
73499,LGA1150,4,,false
73500,LGA1200,2,,false
73501,LGA1700,2,,false
73502,LGA1151,4,,false
73503,LGA1155,4,,false
73504,LGA1200,2,,false
73505,LGA1156,4,,false
73506,LGA1156,4,,false
73507,LGA1156,4,,false
73508,AM3/AM2+/AM2,2,,false
73509,AM3,4,,false
73510,AM3/AM2+/AM2,4,,false
73511,AM3,4,,false
73512,AM3,4,,false
73513,AM3,4,,false
73514,AM3,4,,false
73515,AM3,4,,false
73516,LGA775,4,,false
73517,LGA775,2,,false
73518,LGA775,4,,false
73519,LGA775,2,,false
73520,LGA1366,6,,false
73521,LGA1156,2,,false
73522,LGA775,2,,false
73523,LGA775,4,,false
73524,LGA1156,2,,false
73525,LGA1366,6,,false
73526,AM3/AM2+,2,,false
73527,AM2+/AM2,4,,false
73528,AM3,4,,false
73529,AM3,2,,false
73530,AM3/AM2+/AM2,4,,false
73531,AM3,4,,false
73532,LGA1156,4,,false
73533,LGA775,2,,false
73534,LGA1156,2,,false
73535,LGA775,2,,false
73536,LGA1156,2,,false
73537,LGA1366,6,,false
73538,LGA1366,6,,false
73539,LGA1155,4,,false
73540,LGA1155,2,,false
73541,LGA1155,4,,false
73542,LGA1155,4,,false
73543,AM3,2,,false
73544,LGA1155,4,,false
73545,LGA1155,4,,false
73546,LGA1155,4,,false
73547,AM3/AM2+/AM2,4,,false
73548,LGA1155,2,,false
73549,LGA1156,4,,false
73550,AM3,4,,false
73551,LGA1155,4,,false
73552,AM3,2,,false
73553,LGA1366,6,,false
73554,LGA1155,4,,false
73555,LGA1155,4,,false
73556,LGA1155,4,,false
73557,LGA1366,6,,false
73558,LGA1155,4,,false
73559,AM3,4,,false
73560,LGA775,4,,false
73561,LGA1155,2,,false
73562,LGA1155,4,,false
73563,LGA1155,4,,false
73564,Integrated E-Series E-350,2,,false
73565,Integrated Atom D425,2,,false
73566,Integrated Atom D510,2,,false
73567,LGA1155,4,,false
73568,LGA1155,4,,false
73569,AM3+,4,,false
73570,LGA775,2,,false
73571,LGA775,2,,false
73572,LGA1155,4,,false
73573,AM3+,4,,false
73574,LGA1155,4,,false
73575,FM1,2,,false
73576,FM1,4,,false
73577,FM1,4,,false
73578,FM1,4,,false
73579,LGA1155,4,,false
73580,FM1,4,,false
73581,LGA1155,4,,false
73582,FM1,2,,false
73583,AM2,2,,false
73584,FM1,2,,false
73585,LGA1155,4,,false
73586,LGA1155,4,,false
73587,LGA1155,4,,false
73588,AM3+,4,,false
73589,LGA1155,4,,false
73590,LGA1155,2,,false
73591,FM1,2,,false
73592,LGA1155,4,,false
73593,LGA1155,2,,false
73594,LGA1155,4,,false
73595,LGA1155,4,,false
73596,LGA1155,4,,false
73597,LGA2011,6,,false
73598,LGA1155,2,,false
73599,LGA1155,4,,false
73600,LGA1155,4,,false
73601,LGA1155,4,,false
73602,LGA1155,4,,false
73603,AM3+,4,,false
73604,LGA1155,4,,false
73605,LGA1155,2,,false
73606,LGA1155,4,,false
73607,LGA1155,2,,false
73608,LGA1155,2,,false
73609,LGA1155,4,,false
73610,LGA1155,4,,false
73611,LGA1155,4,,false
73612,FM1,2,,false
73613,LGA1155,4,,false
73614,LGA1155,2,,false
73615,FM2,4,,false
73616,FM2,4,,false
73617,LGA1155,2,,false
73618,LGA1155,4,,false
73619,LGA1155,2,,false
73620,LGA1155,4,,false
73621,FM2,2,,false
73622,LGA1155,4,,false
73623,Integrated Celeron 847,2,,false
73624,LGA1155,2,,false
73625,FM2,2,,false
73626,AM3+,2,,false
73627,LGA1155,2,,false
73628,LGA1150,4,,false
73629,LGA1150,4,,false
73630,LGA1150,4,,false
73631,LGA1150,2,,false
73632,LGA1150,4,,false
73633,LGA2011,4,,false
73634,LGA1150,4,,false
73635,Integrated Celeron 1037U,2,,false
73636,LGA1150,2,,false
73637,LGA1150,2,,false
73638,FM2,2,,false
73639,LGA1155,2,,false
73640,LGA1150,4,,false
73641,FM2+,4,,false
73642,LGA1150,2,,false
73643,FM2+,4,,false
73644,AM3+,4,,false
73645,LGA1150,4,,false
73646,LGA1150,4,,false
73647,LGA1150,2,,false
73648,FM2+,2,,false
73649,LGA1150,2,,false
73650,FM2+,2,,false
73651,FM2+,2,,false
73652,FM2,4,,false
73653,FM2,4,,false
73654,LGA1150,2,,false
73655,LGA1150,4,,false
73656,LGA1150,2,,false
73657,LGA1150,4,,false
73658,LGA1150,2,,false
73659,LGA1150,4,,false
73660,LGA1150,2,,false
73661,LGA1150,4,,false
73662,LGA1150,4,,false
73663,LGA1150,4,,false
73664,LGA1150,4,,false
73665,LGA1150,4,,false
73666,LGA1150,2,,false
73667,LGA1150,4,,false
73668,FM2+,2,,false
73669,LGA1150,2,,false
73670,LGA2011-3,8,,false
73671,LGA1150,2,,false
73672,LGA775,2,,false
73673,LGA1150,2,,false
73674,LGA1150,4,,false
73675,LGA2011-3,8,,false
73676,LGA1150,4,,false
73677,LGA1151,4,,false
73678,LGA1151,4,,false
73679,LGA1151,4,,false
73680,LGA1151,4,,false
73681,LGA1151,4,,false
73682,LGA1151,4,,false
73683,LGA1151,4,,false
73684,LGA1151,4,,false
73685,LGA1151,2,,false
73686,LGA1151,2,,false
73687,LGA1151,4,,false
73688,LGA1151,4,,false
73689,Integrated Celeron N3150,2,,false
73690,LGA1151,4,,false
73691,LGA1151,2,,false
73692,LGA1151,4,,false
73693,LGA1151,4,,false
73694,LGA1151,4,,false
73695,LGA1151,2,,false
73696,LGA1151,4,,false
73697,LGA1151,2,,false
73698,LGA1151,4,,false
73699,LGA1151,4,,false
73700,LGA1151,2,,false
73701,LGA1151,4,,false
73702,LGA1151,4,,false
73703,LGA1151,4,,false
73704,LGA1151,4,,false
73705,LGA1151,4,,false
73706,LGA1151,4,,false
73707,LGA1151,4,,false
73708,AM4,4,,false
73709,AM4,2,,false
73710,LGA1151,2,,false
73711,LGA2066,8,,false
73712,LGA2066,8,,false
73713,LGA2066,8,,false
73714,LGA2066,8,,false
73715,LGA1151,4,,false
73716,LGA1151,4,,false
73717,LGA2066,8,,false
73718,LGA1151,4,,false
73719,LGA1151,4,,false
73720,AM4,4,,false
73721,AM4,4,,false
73722,LGA1151,2,,false
73723,LGA1200,4,,false
73724,LGA1200,2,,false
73725,LGA1200,2,,false
73726,LGA1151,2,,false
73727,LGA2066,8,,false
73728,LGA1200,4,,false
73729,LGA1200,4,,false
73730,LGA1200,4,,false
73731,LGA1200,2,,false
73732,LGA1700,2,,false
73733,LGA1700,2,,false
73734,LGA1700,4,,false
73735,AM5,4,,true
73736,LGA1700,2,,false
73737,LGA1700,4,,false
73738,LGA1700,4,,false
73739,LGA1700,4,,false
73740,LGA1700,2,,false
73741,AM5,2,,false
73742,LGA1700,2,,false
73743,AM5,2,,false
73744,LGA1700,2,,false
73745,LGA1700,2,,false
73746,LGA1700,2,,false
73747,LGA1700,4,,false
73748,AM5,2,,false
73749,LGA1700,2,,false
73750,LGA1700,2,,false
73751,LGA1156,2,,false
73752,LGA1156,4,,false
73753,LGA1156,4,,false
73754,LGA1156,4,,false
73755,LGA1156,4,,false
73756,LGA1156,4,,false
73757,LGA1156,6,,false
73758,AM3,2,,false
73759,AM3,2,,false
73760,AM3/AM2+/AM2,2,,false
73761,AM3/AM2+/AM2,2,,false
73762,AM3/AM2+/AM2,2,,false
73763,AM3,4,,false
73764,AM3,4,,false
73765,AM3/AM2+/AM2,4,,false
73766,AM3,4,,false
73767,AM3,4,,false
73768,AM3,4,,false
73769,LGA1366,6,,false
73770,LGA1366,6,,false
73771,LGA1156,4,,false
73772,AM3,4,,false
73773,LGA1156,4,,false
73774,LGA1156,4,,false
73775,AM3,2,,false
73776,AM3,4,,false
73777,LGA1156,2,,false
73778,AM3,2,,false
73779,AM3,4,,false
73780,LGA1156,4,,false
73781,AM3,4,,false
73782,AM3,4,,false
73783,LGA1156,4,,false
73784,AM3,4,,false
73785,AM2+/AM2,2,,false
73786,AM3,2,,false
73787,AM3/AM2+/AM2,4,,false
73788,AM3,2,,false
73789,AM3,4,,false
73790,AM3,2,,false
73791,AM3,4,,false
73792,LGA775,2,,false
73793,AM3,4,,false
73794,AM3,4,,false
73795,AM3,4,,false
73796,AM3/AM2+/AM2,2,,false
73797,AM3,4,,false
73798,AM3,2,,false
73799,LGA1156,4,,false
73800,LGA775,2,,false
73801,AM3,4,,false
73802,LGA1156,4,,false
73803,AM3,2,,false
73804,LGA1156,4,,false
73805,LGA1156,4,,false
73806,LGA775,4,,false
73807,LGA1156,2,,false
73808,LGA1156,2,,false
73809,AM3,2,,false
73810,LGA1155,4,,false
73811,LGA1155,2,,false
73812,LGA1155,2,,false
73813,LGA1155,4,,false
73814,LGA1155,4,,false
73815,LGA1155,4,,false
73816,LGA1155,4,,false
73817,LGA1155,4,,false
73818,LGA1155,4,,false
73819,LGA1155,4,,false
73820,LGA1155,4,,false
73821,LGA1156,2,,false
73822,LGA1156,2,,false
73823,LGA1155,4,,false
73824,LGA1155,4,,false
73825,LGA1366,6,,false
73826,AM3,2,,false
73827,LGA775,4,,false
73828,AM2+/AM2,2,,false
73829,AM3,4,,false
73830,LGA1155,4,,false
73831,LGA1155,4,,false
73832,LGA1155,2,,false
73833,LGA1155,2,,false
73834,LGA1155,4,,false
73835,LGA1155,4,,false
73836,LGA1155,4,,false
73837,AM3,4,,false
73838,LGA1155,4,,false
73839,LGA1155,2,,false
73840,LGA1155,4,,false
73841,LGA1155,2,,false
73842,LGA1155,4,,false
73843,LGA1155,2,,false
73844,LGA1155,4,,false
73845,AM3,2,,false
73846,Integrated Atom 330,2,,false
73847,Integrated E-Series E-350,2,,false
73848,Integrated E-Series E-350,2,,false
73849,Integrated E-Series E-350,2,,false
73850,Integrated E-Series E-350,2,,false
73851,LGA1155,4,,false
73852,LGA1155,4,,false
73853,LGA1155,4,,false
73854,LGA1155,4,,false
73855,Integrated E-Series E-350,2,,false
73856,AM2+/AM2,4,,false
73857,LGA1155,2,,false
73858,LGA1156,4,,false
73859,LGA1155,4,,false
73860,AM3,2,,false
73861,LGA1155,2,,false
73862,LGA1155,4,,false
73863,LGA1155,4,,false
73864,AM3+,4,,false
73865,AM3,2,,false
73866,FM1,4,,false
73867,LGA1155,4,,false
73868,LGA1155,4,,false
73869,LGA1155,4,,false
73870,LGA1155,4,,false
73871,LGA1155,2,,false
73872,LGA1155,4,,false
73873,LGA1155,4,,false
73874,FM1,2,,false
73875,LGA1155,4,,false
73876,FM1,2,,false
73877,FM1,4,,false
73878,LGA1155,2,,false
73879,AM3+,4,,false
73880,AM3+,4,,false
73881,LGA2011,4,,false
73882,LGA2011,4,,false
73883,FM1,2,,false
73884,FM1,4,,false
73885,FM1,2,,false
73886,FM1,2,,false
73887,AM3+,2,,false
73888,AM3+,2,,false
73889,LGA2011,4,,false
73890,AM3+,4,,false
73891,LGA1155,2,,false
73892,LGA1155,4,,false
73893,LGA1155,2,,false
73894,AM3+,2,,false
73895,LGA1155,4,,false
73896,AM3+,4,,false
73897,LGA1156,2,,false
73898,LGA1155,2,,false
73899,LGA1155,4,,false
73900,LGA1155,4,,false
73901,LGA1155,4,,false
73902,LGA1155,4,,false
73903,LGA1155,4,,false
73904,FM1,4,,false
73905,LGA1155,4,,false
73906,Integrated Atom D2700,2,,false
73907,FM1,4,,false
73908,LGA1155,4,,false
73909,Integrated Atom D2500,2,,false
73910,AM3+,4,,false
73911,LGA1155,2,,false
73912,LGA1155,4,,false
73913,LGA1155,2,,false
73914,LGA1155,2,,false
73915,AM3+,2,,false
73916,FM1,2,,false
73917,AM3,2,,false
73918,LGA2011,4,,false
73919,LGA1155,4,,false
73920,FM1,2,,false
73921,AM3+,2,,false
73922,AM3+,4,,false
73923,Integrated E-Series E-450,2,,false
73924,LGA1155,4,,false
73925,FM2,4,,false
73926,FM2,4,,false
73927,FM2,4,,false
73928,FM1,2,,false
73929,FM2,2,,false
73930,FM2,4,,false
73931,LGA1155,4,,false
73932,FM2,4,,false
73933,FM2,4,,false
73934,FM2,4,,false
73935,FM2,4,,false
73936,LGA1155,4,,false
73937,FM2,2,,false
73938,LGA1155,4,,false
73939,FM2,2,,false
73940,LGA1155,2,,false
73941,FM2,2,,false
73942,AM3+,4,,false
73943,AM3,2,,false
73944,Integrated Athlon II X2 215,2,,false
73945,LGA1155,4,,false
73946,FM2,2,,false
73947,LGA1150,4,,false
73948,LGA1150,4,,false
73949,LGA1150,4,,false
73950,LGA1150,4,,false
73951,LGA1150,2,,false
73952,LGA1150,4,,false
73953,LGA1150,2,,false
73954,LGA1150,4,,false
73955,LGA1150,4,,false
73956,LGA1150,4,,false
73957,LGA1150,4,,false
73958,LGA1150,4,,false
73959,LGA1150,4,,false
73960,FM2+,2,,false
73961,LGA1150,4,,false
73962,LGA1150,2,,false
73963,FM2+,4,,false
73964,LGA1150,2,,false
73965,FM2+,4,,false
73966,AM3+/AM3,4,,false
73967,FM2+,2,,false
73968,LGA1150,2,,false
73969,LGA1150,4,,false
73970,LGA1150,4,,false
73971,LGA1150,2,,false
73972,LGA1150,4,,false
73973,LGA1150,2,,true
73974,LGA1150,4,,false
73975,LGA1150,4,,false
73976,LGA1150,2,,false
73977,LGA1150,2,,true
73978,LGA1150,2,,false
73979,LGA1150,2,,false
73980,LGA1150,2,,false
73981,LGA1150,4,,false
73982,AM1,2,,false
73983,LGA1150,4,,false
73984,LGA1150,4,,false
73985,FM2+,2,,false
73986,LGA1150,2,,false
73987,FM2+,4,,false
73988,LGA1150,2,,false
73989,FM2+,4,,false
73990,LGA1150,2,,false
73991,FM2+,4,,false
73992,LGA1150,2,,false
73993,FM2+,2,,false
73994,LGA1150,4,,false
73995,LGA1150,4,,false
73996,LGA1150,4,,false
73997,LGA1151,4,,false
73998,LGA1151,4,,false
73999,LGA1151,4,,false
74000,LGA1151,4,,false
74001,LGA1151,4,,false
74002,LGA1151,4,,false
74003,LGA1155,4,,false
74004,LGA1151,4,,false
74005,AM3/AM2+/AM2,4,,false
74006,LGA1151,4,,false
74007,LGA1151,2,,false
74008,LGA1151,4,,false
74009,LGA1366,6,,false
74010,LGA1151,4,,false
74011,AM3+/AM3,4,,false
74012,FM2+,4,,false
74013,LGA1151,4,,false
74014,LGA1151,4,,false
74015,LGA1156,4,,false
74016,LGA1151,4,,false
74017,LGA1150,4,,false
74018,LGA1151,2,,false
74019,LGA1151,4,,false
74020,LGA1151,4,,false
74021,LGA1151,4,,false
74022,LGA1151,4,,false
74023,LGA1151,4,,false
74024,LGA2066,8,,false
74025,LGA1151,4,,false
74026,LGA1151,4,,false
74027,LGA1151,2,,false
74028,LGA1151,4,,false
74029,LGA2066,4,,false
74030,LGA1151,2,,false
74031,AM3,4,,false
74032,LGA1151,4,,false
74033,AM4,4,,false
74034,LGA1151,4,,false
74035,LGA1151,2,,false
74036,LGA1200,2,,false
74037,AM4,4,,false
74038,LGA1200,2,,false
74039,LGA1200,2,,false
74040,LGA1200,2,,true
74041,LGA1200,4,,false
74042,LGA1700,2,,false
74043,LGA1700,2,,false
74044,LGA1700,4,,false
74045,LGA1700,4,,false
74046,LGA1700,2,,false
74047,LGA1200,4,,false
74048,LGA1700,4,,false
74049,LGA1700,2,,false
74050,LGA1200,2,,false
74051,LGA1200,4,,false
74052,LGA1200,4,,false
74053,LGA1700,2,,false
74054,LGA1700,2,,false
74055,LGA1700,2,,false
74056,AM5,4,,false
74057,LGA1200,2,,false
74058,LGA1200,2,,false
74059,AM4,2,,false
74060,AM5,2,,false
74061,LGA1700,2,,false
74062,LGA1700,2,,false
74063,LGA1700,2,,false
74064,LGA1700,2,,false
74065,LGA1700,2,,false
74066,LGA1700,2,,false
74067,LGA1700,2,,false
74068,LGA1700,4,,false
74069,LGA1200,2,,false
